samples,method,bias,pct_bias,variance,scaled_bias,ci_bias,ci_pct_bias,ci_scaled_bias,coverage,ci_width,scaled_mse,ci_scaled_mse
400,tmle_iid,-1.9792744963298703,-0.08147532563031364,0.5839266050779899,7.7888128466157855,3.8215617159893256,0.15731167445643568,9.839391094638907,0.335,2.992542381144947,50.1587648274213,13.923257955018522
400,ols,-1.7697878100845121,-0.07285196590496743,0.5484018540636221,6.9485054463535425,3.4474737530068142,0.14191262866723495,8.977085926022829,0.3725,2.902730984531207,41.01160952194858,12.58985880545743
900,plugin,0.41954522682516654,0.017270259398384783,,5.181918092880929,2.776306844165399,0.11428455456657644,7.690388160988802,,,,0
900,ipw,-0.040386766691016894,-0.0016624904597152396,4.2699381151162115,7.884290883558583,5.87484123985511,0.24183336062337488,20.750036640623502,0.915,8.016194323783791,83.08187572528915,17.9192817956401
900,onestep,0.22999380386309948,0.009467519587327349,1.4275269769252017,4.808974861383335,2.640059352486685,0.10867603044755171,7.067318159753549,0.9175,4.675490015849585,28.794198896430824,10.549210364480626
900,tmle,0.22412209890614523,0.009225815329398477,1.4275269769252017,4.8055078330197745,2.6362782208646967,0.1085203830470907,7.03471105696228,0.9225,4.675490015849585,28.742336834233384,10.539705839294127
900,plugin_iid,-3.018465818172968,-0.1242528441081001,,13.33266371813306,2.401174225572652,0.09884250632563232,10.488838110951635,,,,0
900,ipw_iid,-2.597308888013166,-0.10691624017071755,0.30523583358635803,11.526261936494395,2.663879739861657,0.10965657853303197,11.47381139641919,0.135,2.161210612592515,137.1465588498076,23.022893804240503
900,onestep_iid,-2.290367781930911,-0.09428124355263731,0.2607084151292224,10.259696132425585,2.5005642498337695,0.10293382089877268,10.445015366378911,0.16,2.0006461236380066,107.10110133915644,20.345315130533194
900,tmle_iid,-2.199342285466676,-0.09053424838908791,0.2607084151292224,10.07010606234037,2.641030573872475,0.10871601003543256,10.357671304971193,0.17,2.0006461236380066,99.15232643468656,19.575772399568176
900,ols,-1.8112787651204334,-0.07455990943606064,0.2452969743221459,8.41791764191336,2.5452901849293905,0.1047749299176546,9.934094561716583,0.24,1.941031865051423,68.58111956282482,16.280574949170443
1600,plugin,0.5279351819862849,0.02173204926542065,,4.902052826810131,1.9601189211705579,0.0806868009832094,7.181525365667971,,,,0
1600,ipw,-0.12797184321381314,-0.0052678633593726395,2.5021534160176166,5.9779223140774285,3.0048214457391604,0.12369118391941623,11.349463925318696,0.97,6.171472419356956,74.03178633336367,16.91517779631986
1600,onestep,0.22158208409565724,0.009121257556247713,0.8216532368617919,4.364130107701116,1.9284801604860287,0.07938441552121732,6.412410854616758,0.9275,3.550097740990936,25.59560937327565,9.946039724372026
1600,tmle,0.211099286329706,0.008689741178362125,0.8216532368617919,4.363322865714589,1.9290398786545213,0.07940745589289075,6.379121876593475,0.9275,3.550097740990936,25.462282876370157,9.920101642774595
1600,plugin_iid,-2.9391424652186013,-0.12098755876034781,,15.935150507240287,1.759713356621122,0.07243725870897251,9.540638985416795,,,,0
1600,ipw_iid,-2.5305523834051438,-0.10416825955409996,0.17038819203808384,13.721010007203958,2.286406228788647,0.09411816923784867,12.391437804192828,0.0475,1.615325128122108,193.24411816381746,27.32880203447736
1600,onestep_iid,-2.274244872161789,-0.09361755626419749,0.14656718767911736,12.340869705770455,1.821800855086625,0.07499304324741249,9.825857680625077,0.05,1.500400889484489,156.3439957821456,24.581481642658133
1600,tmle_iid,-2.182953510532993,-0.08985961696384637,0.14656718767911736,12.106454849066008,2.031570779292762,0.08362806224747181,9.80659306975758,0.0575,1.500400889484489,144.38312734814784,23.62249005873155
1600,ols,-1.7540559136809475,-0.07220437438360966,0.13933232261388048,9.636236063029727,1.8761398897877914,0.07722986818247021,9.700506123310959,0.1575,1.4629979006727518,94.53510475704775,19.114546891858467
