estimate,value,method,samples,i
stabilized,true,sipw_iid,100,2
ψ,3.4559833215682816,onestep_iid,100,2
σ2,0.0009017797647223177,onestep_iid,100,2
σ2net,0.0009017797647223179,onestep_iid,100,2
σ2boot,NaN,onestep_iid,100,2
ψ,3.455983339650388,tmle_iid,100,2
σ2,0.0009017796795182193,tmle_iid,100,2
σ2net,0.0009017796795182187,tmle_iid,100,2
σ2boot,NaN,tmle_iid,100,2
ψ,0.2175636971488314,ols,100,2
σ2,0.03467673637141623,ols,100,2
σ2net,0.03467673637141623,ols,100,2
ψ,3.5103246094630487,plugin,100,3
σ2boot,NaN,plugin,100,3
ψ,3.4566673161049026,ipw,100,3
σ2,0.0007949326241026753,ipw,100,3
σ2net,0.0017769253069270143,ipw,100,3
σ2boot,NaN,ipw,100,3
stabilized,false,ipw,100,3
ψ,3.4566673157593732,sipw,100,3
σ2,0.0007949307581032746,sipw,100,3
σ2net,0.0017769153545160155,sipw,100,3
σ2boot,NaN,sipw,100,3
stabilized,true,sipw,100,3
ψ,3.5103246049087313,onestep,100,3
σ2,0.0007889031265871474,onestep,100,3
σ2net,0.0017309324989189215,onestep,100,3
σ2boot,NaN,onestep,100,3
ψ,3.5076903341393937,tmle,100,3
σ2,0.0007889724709564101,tmle,100,3
σ2net,0.0017510894610207174,tmle,100,3
σ2boot,NaN,tmle,100,3
ψ,3.4653496074745327,plugin_iid,100,3
σ2boot,NaN,plugin_iid,100,3
ψ,3.456667317431481,ipw_iid,100,3
σ2,0.0007949330048982933,ipw_iid,100,3
σ2net,0.0007949330048982931,ipw_iid,100,3
σ2boot,NaN,ipw_iid,100,3
stabilized,false,ipw_iid,100,3
ψ,3.4566672950714605,sipw_iid,100,3
σ2,0.0007949307011234235,sipw_iid,100,3
σ2net,0.0007949307011234233,sipw_iid,100,3
σ2boot,NaN,sipw_iid,100,3
stabilized,true,sipw_iid,100,3
ψ,3.465349604782976,onestep_iid,100,3
σ2,0.0007949306402954984,onestep_iid,100,3
σ2net,0.0007949306402954986,onestep_iid,100,3
σ2boot,NaN,onestep_iid,100,3
ψ,3.465349589895136,tmle_iid,100,3
σ2,0.0007949304837443555,tmle_iid,100,3
σ2net,0.0007949304837443552,tmle_iid,100,3
σ2boot,NaN,tmle_iid,100,3
ψ,-0.055168221418482564,ols,100,3
σ2,0.025129925330766474,ols,100,3
σ2net,0.025129925330766474,ols,100,3
ψ,3.596667710843263,plugin,100,4
σ2boot,NaN,plugin,100,4
ψ,3.539664405982983,ipw,100,4
σ2,0.0010128600368293703,ipw,100,4
σ2net,0.002891997677447465,ipw,100,4
σ2boot,NaN,ipw,100,4
stabilized,false,ipw,100,4
ψ,3.53966441096889,sipw,100,4
σ2,0.00101286027132418,sipw,100,4
σ2net,0.002891957771515789,sipw,100,4
σ2boot,NaN,sipw,100,4
stabilized,true,sipw,100,4
ψ,3.596667710345396,onestep,100,4
σ2,0.0012493039037273423,onestep,100,4
σ2net,0.0033663983589367398,onestep,100,4
σ2boot,NaN,onestep,100,4
ψ,3.592990271568172,tmle,100,4
σ2,0.0012494387441840632,tmle,100,4
σ2net,0.0035090935899477543,tmle,100,4
σ2boot,NaN,tmle,100,4
ψ,3.5549004243651607,plugin_iid,100,4
σ2boot,NaN,plugin_iid,100,4
ψ,3.5396644422411754,ipw_iid,100,4
σ2,0.0010128634050166332,ipw_iid,100,4
σ2net,0.0010128634050166334,ipw_iid,100,4
σ2boot,NaN,ipw_iid,100,4
stabilized,false,ipw_iid,100,4
ψ,3.539664436726479,sipw_iid,100,4
σ2,0.0010128602914723274,sipw_iid,100,4
σ2net,0.0010128602914723274,sipw_iid,100,4
σ2boot,NaN,sipw_iid,100,4
stabilized,true,sipw_iid,100,4
ψ,3.554900416289931,onestep_iid,100,4
σ2,0.0010128602370771383,onestep_iid,100,4
σ2net,0.0010128602370771383,onestep_iid,100,4
σ2boot,NaN,onestep_iid,100,4
ψ,3.554900418592901,tmle_iid,100,4
σ2,0.001012860738435975,tmle_iid,100,4
σ2net,0.0010128607384359758,tmle_iid,100,4
σ2boot,NaN,tmle_iid,100,4
ψ,0.1661684959500742,ols,100,4
σ2,0.039037545321980255,ols,100,4
σ2net,0.039037545321980255,ols,100,4
ψ,3.5633257199451616,plugin,100,5
σ2boot,NaN,plugin,100,5
ψ,3.511033945939842,ipw,100,5
σ2,0.0006246306918427622,ipw,100,5
σ2net,0.0010217858772588273,ipw,100,5
σ2boot,NaN,ipw,100,5
stabilized,false,ipw,100,5
ψ,3.511033949806146,sipw,100,5
σ2,0.0006246299755726045,sipw,100,5
σ2net,0.0010217909627047044,sipw,100,5
σ2boot,NaN,sipw,100,5
stabilized,true,sipw,100,5
ψ,3.563325734489826,onestep,100,5
σ2,0.0006687483225786376,onestep,100,5
σ2net,0.0011231581168118065,onestep,100,5
σ2boot,NaN,onestep,100,5
ψ,3.561255535067063,tmle,100,5
σ2,0.0006687911523624961,tmle,100,5
σ2net,0.001143838435449285,tmle,100,5
σ2boot,NaN,tmle,100,5
ψ,3.5200074460124284,plugin_iid,100,5
σ2boot,NaN,plugin_iid,100,5
ψ,3.5110339427674244,ipw_iid,100,5
σ2,0.0006246304779202055,ipw_iid,100,5
σ2net,0.0006246304779202056,ipw_iid,100,5
σ2boot,NaN,ipw_iid,100,5
stabilized,false,ipw_iid,100,5
ψ,3.5110339618908633,sipw_iid,100,5
σ2,0.0006246299378643297,sipw_iid,100,5
σ2net,0.0006246299378643296,sipw_iid,100,5
σ2boot,NaN,sipw_iid,100,5
stabilized,true,sipw_iid,100,5
ψ,3.5200074336037876,onestep_iid,100,5
σ2,0.0006246299721125105,onestep_iid,100,5
σ2net,0.0006246299721125103,onestep_iid,100,5
σ2boot,NaN,onestep_iid,100,5
ψ,3.520007445115833,tmle_iid,100,5
σ2,0.0006246299981576365,tmle_iid,100,5
σ2net,0.0006246299981576366,tmle_iid,100,5
σ2boot,NaN,tmle_iid,100,5
ψ,0.19530770883325888,ols,100,5
σ2,0.02965262546163179,ols,100,5
σ2net,0.02965262546163179,ols,100,5
ψ,3.521960096891546,plugin,100,6
σ2boot,NaN,plugin,100,6
ψ,3.469562340813452,ipw,100,6
σ2,0.000803153002033482,ipw,100,6
σ2net,0.001354453038021298,ipw,100,6
σ2boot,NaN,ipw,100,6
stabilized,false,ipw,100,6
ψ,3.469562375195626,sipw,100,6
σ2,0.0008031475359874908,sipw,100,6
σ2net,0.0013544188789736933,sipw,100,6
σ2boot,NaN,sipw,100,6
stabilized,true,sipw,100,6
ψ,3.521960095146188,onestep,100,6
σ2,0.0007934215508762874,onestep,100,6
σ2net,0.0013233148178057692,onestep,100,6
σ2boot,NaN,onestep,100,6
ψ,3.5192851242877707,tmle,100,6
σ2,0.0007934930431292542,tmle,100,6
σ2net,0.0013295289287685844,tmle,100,6
σ2boot,NaN,tmle,100,6
ψ,3.4793638905926176,plugin_iid,100,6
σ2boot,NaN,plugin_iid,100,6
ψ,3.469562315491178,ipw_iid,100,6
σ2,0.0008031515767078485,ipw_iid,100,6
σ2net,0.0008031515767078489,ipw_iid,100,6
σ2boot,NaN,ipw_iid,100,6
stabilized,false,ipw_iid,100,6
ψ,3.4695623481363382,sipw_iid,100,6
σ2,0.0008031479050850136,sipw_iid,100,6
σ2net,0.0008031479050850137,sipw_iid,100,6
σ2boot,NaN,sipw_iid,100,6
stabilized,true,sipw_iid,100,6
ψ,3.4793638981702544,onestep_iid,100,6
σ2,0.0008031482599190116,onestep_iid,100,6
σ2net,0.0008031482599190115,onestep_iid,100,6
σ2boot,NaN,onestep_iid,100,6
ψ,3.479363892856733,tmle_iid,100,6
σ2,0.0008031482248473422,tmle_iid,100,6
σ2net,0.0008031482248473419,tmle_iid,100,6
σ2boot,NaN,tmle_iid,100,6
ψ,-0.08705584184865052,ols,100,6
σ2,0.02040579201370468,ols,100,6
σ2net,0.02040579201370468,ols,100,6
ψ,3.4673135292995,plugin,100,7
σ2boot,NaN,plugin,100,7
ψ,3.4225313469527343,ipw,100,7
σ2,0.0006994307077007823,ipw,100,7
σ2net,0.001956317181378679,ipw,100,7
σ2boot,NaN,ipw,100,7
stabilized,false,ipw,100,7
ψ,3.422531352349008,sipw,100,7
σ2,0.0006994309424873734,sipw,100,7
σ2net,0.0019563092099891422,sipw,100,7
σ2boot,NaN,sipw,100,7
stabilized,true,sipw,100,7
ψ,3.467313522629858,onestep,100,7
σ2,0.0006717751892009981,onestep,100,7
σ2net,0.0017656380725723498,onestep,100,7
σ2boot,NaN,onestep,100,7
ψ,3.46699405244924,tmle,100,7
σ2,0.0006717761604472805,tmle,100,7
σ2net,0.0017617799327856204,tmle,100,7
σ2boot,NaN,tmle,100,7
ψ,3.43357126130489,plugin_iid,100,7
σ2boot,NaN,plugin_iid,100,7
ψ,3.4225313605263126,ipw_iid,100,7
σ2,0.0006994315816291714,ipw_iid,100,7
σ2net,0.0006994315816291715,ipw_iid,100,7
σ2boot,NaN,ipw_iid,100,7
stabilized,false,ipw_iid,100,7
ψ,3.422531365187676,sipw_iid,100,7
σ2,0.0006994309958043814,sipw_iid,100,7
σ2net,0.0006994309958043812,sipw_iid,100,7
σ2boot,NaN,sipw_iid,100,7
stabilized,true,sipw_iid,100,7
ψ,3.4335712442880215,onestep_iid,100,7
σ2,0.0006994309287881713,onestep_iid,100,7
σ2net,0.0006994309287881711,onestep_iid,100,7
σ2boot,NaN,onestep_iid,100,7
ψ,3.4335712560192864,tmle_iid,100,7
σ2,0.0006994308749650696,tmle_iid,100,7
σ2net,0.0006994308749650699,tmle_iid,100,7
σ2boot,NaN,tmle_iid,100,7
ψ,-0.22134530085063556,ols,100,7
σ2,0.031869816613742843,ols,100,7
σ2net,0.031869816613742843,ols,100,7
ψ,3.5092777120950878,plugin,100,8
σ2boot,NaN,plugin,100,8
ψ,3.462176816486617,ipw,100,8
σ2,0.0007658109381783716,ipw,100,8
σ2net,0.0021753318496613378,ipw,100,8
σ2boot,NaN,ipw,100,8
stabilized,false,ipw,100,8
ψ,3.462176840326397,sipw,100,8
σ2,0.0007658119643817451,sipw,100,8
σ2net,0.0021753261732212147,sipw,100,8
σ2boot,NaN,sipw,100,8
stabilized,true,sipw,100,8
ψ,3.509277714384227,onestep,100,8
σ2,0.000769599690523239,onestep,100,8
σ2net,0.0019240370732148864,onestep,100,8
σ2boot,NaN,onestep,100,8
ψ,3.504883467838925,tmle,100,8
σ2,0.0007697927024026771,tmle,100,8
σ2net,0.0018873160291801206,tmle,100,8
σ2boot,NaN,tmle,100,8
ψ,3.4662232535390602,plugin_iid,100,8
σ2boot,NaN,plugin_iid,100,8
ψ,3.4621768063494263,ipw_iid,100,8
σ2,0.0007658100963900124,ipw_iid,100,8
σ2net,0.0007658100963900122,ipw_iid,100,8
σ2boot,NaN,ipw_iid,100,8
stabilized,false,ipw_iid,100,8
ψ,3.462176816062127,sipw_iid,100,8
σ2,0.0007658121797968894,sipw_iid,100,8
σ2net,0.0007658121797968897,sipw_iid,100,8
σ2boot,NaN,sipw_iid,100,8
stabilized,true,sipw_iid,100,8
ψ,3.4662232577499106,onestep_iid,100,8
σ2,0.0007658119881471126,onestep_iid,100,8
σ2net,0.0007658119881471126,onestep_iid,100,8
σ2boot,NaN,onestep_iid,100,8
ψ,3.4662232547406284,tmle_iid,100,8
σ2,0.000765811983884667,tmle_iid,100,8
σ2net,0.0007658119838846669,tmle_iid,100,8
σ2boot,NaN,tmle_iid,100,8
ψ,0.232785841752555,ols,100,8
σ2,0.023064107497087094,ols,100,8
σ2net,0.023064107497087094,ols,100,8
ψ,3.544344661968497,plugin,100,9
σ2boot,NaN,plugin,100,9
ψ,3.487160461602424,ipw,100,9
σ2,0.0010158209170496478,ipw,100,9
σ2net,0.0022086393541590607,ipw,100,9
σ2boot,NaN,ipw,100,9
stabilized,false,ipw,100,9
ψ,3.4871604737718775,sipw,100,9
σ2,0.0010158203095178974,sipw,100,9
σ2net,0.002208643303987112,sipw,100,9
σ2boot,NaN,sipw,100,9
stabilized,true,sipw,100,9
ψ,3.5443446738952122,onestep,100,9
σ2,0.0010340019043225583,onestep,100,9
σ2net,0.002371311901605165,onestep,100,9
σ2boot,NaN,onestep,100,9
ψ,3.5430785351307206,tmle,100,9
σ2,0.0010340179604558582,tmle,100,9
σ2net,0.0023819458975104036,tmle,100,9
σ2boot,NaN,tmle,100,9
ψ,3.500877176827292,plugin_iid,100,9
σ2boot,NaN,plugin_iid,100,9
ψ,3.4871604781106127,ipw_iid,100,9
σ2,0.0010158222834746348,ipw_iid,100,9
σ2net,0.0010158222834746346,ipw_iid,100,9
σ2boot,NaN,ipw_iid,100,9
stabilized,false,ipw_iid,100,9
ψ,3.487160481406808,sipw_iid,100,9
σ2,0.0010158205121283217,sipw_iid,100,9
σ2net,0.0010158205121283215,sipw_iid,100,9
σ2boot,NaN,sipw_iid,100,9
stabilized,true,sipw_iid,100,9
ψ,3.500877174872847,onestep_iid,100,9
σ2,0.0010158202803876623,onestep_iid,100,9
σ2net,0.001015820280387662,onestep_iid,100,9
σ2boot,NaN,onestep_iid,100,9
ψ,3.5008771829375163,tmle_iid,100,9
σ2,0.0010158203656978808,tmle_iid,100,9
σ2net,0.0010158203656978801,tmle_iid,100,9
σ2boot,NaN,tmle_iid,100,9
ψ,0.06130914780617673,ols,100,9
σ2,0.023972102862250447,ols,100,9
σ2net,0.023972102862250447,ols,100,9
ψ,3.500590315554622,plugin,100,10
σ2boot,NaN,plugin,100,10
ψ,3.4519293797758888,ipw,100,10
σ2,0.0009346895631347831,ipw,100,10
σ2net,0.0013722920799931406,ipw,100,10
σ2boot,NaN,ipw,100,10
stabilized,false,ipw,100,10
ψ,3.4519294567292893,sipw,100,10
σ2,0.0009346938065025904,sipw,100,10
σ2net,0.0013722960091085918,sipw,100,10
σ2boot,NaN,sipw,100,10
stabilized,true,sipw,100,10
ψ,3.5005903028716023,onestep,100,10
σ2,0.0009052636593440855,onestep,100,10
σ2net,0.0013503705630814793,onestep,100,10
σ2boot,NaN,onestep,100,10
ψ,3.5001925732766765,tmle,100,10
σ2,0.0009052652749786805,tmle,100,10
σ2net,0.0013524665491619406,tmle,100,10
σ2boot,NaN,tmle,100,10
ψ,3.4628996382375608,plugin_iid,100,10
σ2boot,NaN,plugin_iid,100,10
ψ,3.4519294139986694,ipw_iid,100,10
σ2,0.00093469165231833,ipw_iid,100,10
σ2net,0.0009346916523183294,ipw_iid,100,10
σ2boot,NaN,ipw_iid,100,10
stabilized,false,ipw_iid,100,10
ψ,3.45192946330339,sipw_iid,100,10
σ2,0.0009346939768757843,sipw_iid,100,10
σ2net,0.0009346939768757843,sipw_iid,100,10
σ2boot,NaN,sipw_iid,100,10
stabilized,true,sipw_iid,100,10
ψ,3.4628996221938446,onestep_iid,100,10
σ2,0.0009346936467917937,onestep_iid,100,10
σ2net,0.0009346936467917941,onestep_iid,100,10
σ2boot,NaN,onestep_iid,100,10
ψ,3.462899628923866,tmle_iid,100,10
σ2,0.0009346939240348138,tmle_iid,100,10
σ2net,0.0009346939240348138,tmle_iid,100,10
σ2boot,NaN,tmle_iid,100,10
ψ,-0.06738038032521555,ols,100,10
σ2,0.02373616943887074,ols,100,10
σ2net,0.02373616943887074,ols,100,10
ψ,3.5582033196807803,plugin,100,11
σ2boot,NaN,plugin,100,11
ψ,3.5077535077976454,ipw,100,11
σ2,0.0006042211421017921,ipw,100,11
σ2net,0.0010897315469870139,ipw,100,11
σ2boot,NaN,ipw,100,11
stabilized,false,ipw,100,11
ψ,3.50775353330093,sipw,100,11
σ2,0.0006042208782092177,sipw,100,11
σ2net,0.0010897215005422893,sipw,100,11
σ2boot,NaN,sipw,100,11
stabilized,true,sipw,100,11
ψ,3.5582033350378257,onestep,100,11
σ2,0.0005442725603689223,onestep,100,11
σ2net,0.0011705018567070246,onestep,100,11
σ2boot,NaN,onestep,100,11
ψ,3.5582033277231493,tmle,100,11
σ2,0.0005442725688399906,tmle,100,11
σ2net,0.0011705017303434435,tmle,100,11
σ2boot,NaN,tmle,100,11
ψ,3.515602514903689,plugin_iid,100,11
σ2boot,NaN,plugin_iid,100,11
ψ,3.5077534946594016,ipw_iid,100,11
σ2,0.0006042202937877485,ipw_iid,100,11
σ2net,0.0006042202937877483,ipw_iid,100,11
σ2boot,NaN,ipw_iid,100,11
stabilized,false,ipw_iid,100,11
ψ,3.5077534935962666,sipw_iid,100,11
σ2,0.0006042209017716747,sipw_iid,100,11
σ2net,0.0006042209017716747,sipw_iid,100,11
σ2boot,NaN,sipw_iid,100,11
stabilized,true,sipw_iid,100,11
ψ,3.5156025497035217,onestep_iid,100,11
σ2,0.000604220945978208,onestep_iid,100,11
σ2net,0.0006042209459782081,onestep_iid,100,11
σ2boot,NaN,onestep_iid,100,11
ψ,3.5156025443933214,tmle_iid,100,11
σ2,0.0006042211835103509,tmle_iid,100,11
σ2net,0.0006042211835103507,tmle_iid,100,11
σ2boot,NaN,tmle_iid,100,11
ψ,0.02833099410393185,ols,100,11
σ2,0.03230875322617624,ols,100,11
σ2net,0.03230875322617624,ols,100,11
ψ,3.565733028892304,plugin,100,12
σ2boot,NaN,plugin,100,12
ψ,3.5151016256860146,ipw,100,12
σ2,0.0008788359184422258,ipw,100,12
σ2net,0.0013448712471604495,ipw,100,12
σ2boot,NaN,ipw,100,12
stabilized,false,ipw,100,12
ψ,3.515101537630669,sipw,100,12
σ2,0.0008788300320220795,sipw,100,12
σ2net,0.0013448715276928906,sipw,100,12
σ2boot,NaN,sipw,100,12
stabilized,true,sipw,100,12
ψ,3.5657330162347978,onestep,100,12
σ2,0.0008727075223190326,onestep,100,12
σ2net,0.0013256921416617401,onestep,100,12
σ2boot,NaN,onestep,100,12
ψ,3.5653911005950247,tmle,100,12
σ2,0.0008727087149023699,tmle,100,12
σ2net,0.0013270420498665413,tmle,100,12
σ2boot,NaN,tmle,100,12
ψ,3.5308178841239504,plugin_iid,100,12
σ2boot,NaN,plugin_iid,100,12
ψ,3.5151016139193536,ipw_iid,100,12
σ2,0.0008788347749487459,ipw_iid,100,12
σ2net,0.0008788347749487459,ipw_iid,100,12
σ2boot,NaN,ipw_iid,100,12
stabilized,false,ipw_iid,100,12
ψ,3.5151016074760144,sipw_iid,100,12
σ2,0.0008788294337721336,sipw_iid,100,12
σ2net,0.0008788294337721336,sipw_iid,100,12
σ2boot,NaN,sipw_iid,100,12
stabilized,true,sipw_iid,100,12
ψ,3.530817897599357,onestep_iid,100,12
σ2,0.0008788291210345982,onestep_iid,100,12
σ2net,0.0008788291210345984,onestep_iid,100,12
σ2boot,NaN,onestep_iid,100,12
ψ,3.5308178833649753,tmle_iid,100,12
σ2,0.0008788295776138897,tmle_iid,100,12
σ2net,0.0008788295776138897,tmle_iid,100,12
σ2boot,NaN,tmle_iid,100,12
ψ,-0.095077920268155,ols,100,12
σ2,0.028938586776380695,ols,100,12
σ2net,0.028938586776380695,ols,100,12
ψ,3.411683450388274,plugin,100,13
σ2boot,NaN,plugin,100,13
ψ,3.3617257279823365,ipw,100,13
σ2,0.0009177638765000758,ipw,100,13
σ2net,0.0023216842974408246,ipw,100,13
σ2boot,NaN,ipw,100,13
stabilized,false,ipw,100,13
ψ,3.361725743500262,sipw,100,13
σ2,0.0009177640253448585,sipw,100,13
σ2net,0.002321678822111213,sipw,100,13
σ2boot,NaN,sipw,100,13
stabilized,true,sipw,100,13
ψ,3.4116834461317893,onestep,100,13
σ2,0.0008405316572724159,onestep,100,13
σ2net,0.002129704521899793,onestep,100,13
σ2boot,NaN,onestep,100,13
ψ,3.411683434913485,tmle,100,13
σ2,0.0008405315533588252,tmle,100,13
σ2net,0.002129704405177931,tmle,100,13
σ2boot,NaN,tmle,100,13
ψ,3.370686021522485,plugin_iid,100,13
σ2boot,NaN,plugin_iid,100,13
ψ,3.361725732874104,ipw_iid,100,13
σ2,0.0009177642444794933,ipw_iid,100,13
σ2net,0.000917764244479493,ipw_iid,100,13
σ2boot,NaN,ipw_iid,100,13
stabilized,false,ipw_iid,100,13
ψ,3.361725739589622,sipw_iid,100,13
σ2,0.0009177643034011372,sipw_iid,100,13
σ2net,0.0009177643034011375,sipw_iid,100,13
σ2boot,NaN,sipw_iid,100,13
stabilized,true,sipw_iid,100,13
ψ,3.3706860133156975,onestep_iid,100,13
σ2,0.0009177639167430135,onestep_iid,100,13
σ2net,0.0009177639167430138,onestep_iid,100,13
σ2boot,NaN,onestep_iid,100,13
ψ,3.370686014649152,tmle_iid,100,13
σ2,0.0009177639595480285,tmle_iid,100,13
σ2net,0.0009177639595480281,tmle_iid,100,13
σ2boot,NaN,tmle_iid,100,13
ψ,0.02664332308764813,ols,100,13
σ2,0.028236175612457733,ols,100,13
σ2net,0.028236175612457733,ols,100,13
ψ,3.5902946478937388,plugin,100,14
σ2boot,NaN,plugin,100,14
ψ,3.514297441720067,ipw,100,14
σ2,0.0007895263458834293,ipw,100,14
σ2net,0.001929869659436353,ipw,100,14
σ2boot,NaN,ipw,100,14
stabilized,false,ipw,100,14
ψ,3.514297429779887,sipw,100,14
σ2,0.0007895250836095218,sipw,100,14
σ2net,0.0019298795238107593,sipw,100,14
σ2boot,NaN,sipw,100,14
stabilized,true,sipw,100,14
ψ,3.590294650782902,onestep,100,14
σ2,0.0008020647395563162,onestep,100,14
σ2net,0.0019074416354479587,onestep,100,14
σ2boot,NaN,onestep,100,14
ψ,3.5895822679481,tmle,100,14
σ2,0.00080206981185098,tmle,100,14
σ2net,0.0019105133222351058,tmle,100,14
σ2boot,NaN,tmle,100,14
ψ,3.5179953800614663,plugin_iid,100,14
σ2boot,NaN,plugin_iid,100,14
ψ,3.514297427641617,ipw_iid,100,14
σ2,0.0007895249642637173,ipw_iid,100,14
σ2net,0.000789524964263717,ipw_iid,100,14
σ2boot,NaN,ipw_iid,100,14
stabilized,false,ipw_iid,100,14
ψ,3.514297434701005,sipw_iid,100,14
σ2,0.0007895248252728361,sipw_iid,100,14
σ2net,0.0007895248252728359,sipw_iid,100,14
σ2boot,NaN,sipw_iid,100,14
stabilized,true,sipw_iid,100,14
ψ,3.517995339354523,onestep_iid,100,14
σ2,0.0007895248626109773,onestep_iid,100,14
σ2net,0.0007895248626109772,onestep_iid,100,14
σ2boot,NaN,onestep_iid,100,14
ψ,3.5179953535339137,tmle_iid,100,14
σ2,0.0007895251596163664,tmle_iid,100,14
σ2net,0.0007895251596163666,tmle_iid,100,14
σ2boot,NaN,tmle_iid,100,14
ψ,0.16340790408501954,ols,100,14
σ2,0.0469433222790195,ols,100,14
σ2net,0.0469433222790195,ols,100,14
ψ,3.5179116348515067,plugin,100,15
σ2boot,NaN,plugin,100,15
ψ,3.462099382424563,ipw,100,15
σ2,0.0010858097096061894,ipw,100,15
σ2net,0.002740344329384538,ipw,100,15
σ2boot,NaN,ipw,100,15
stabilized,false,ipw,100,15
ψ,3.4620993880940825,sipw,100,15
σ2,0.0010858061485686998,sipw,100,15
σ2net,0.002740332085012015,sipw,100,15
σ2boot,NaN,sipw,100,15
stabilized,true,sipw,100,15
ψ,3.517911641483754,onestep,100,15
σ2,0.001091463802238857,onestep,100,15
σ2net,0.0028024672920410046,onestep,100,15
σ2boot,NaN,onestep,100,15
ψ,3.5173564606601184,tmle,100,15
σ2,0.0010914668983729619,tmle,100,15
σ2net,0.002807862326809598,tmle,100,15
σ2boot,NaN,tmle,100,15
ψ,3.481356632032243,plugin_iid,100,15
σ2boot,NaN,plugin_iid,100,15
ψ,3.462099343216571,ipw_iid,100,15
σ2,0.0010858065901630499,ipw_iid,100,15
σ2net,0.0010858065901630499,ipw_iid,100,15
σ2boot,NaN,ipw_iid,100,15
stabilized,false,ipw_iid,100,15
ψ,3.462099365359801,sipw_iid,100,15
σ2,0.0010858060457126521,sipw_iid,100,15
σ2net,0.0010858060457126521,sipw_iid,100,15
σ2boot,NaN,sipw_iid,100,15
stabilized,true,sipw_iid,100,15
ψ,3.4813566567369674,onestep_iid,100,15
σ2,0.0010858057605047243,onestep_iid,100,15
σ2net,0.0010858057605047237,onestep_iid,100,15
σ2boot,NaN,onestep_iid,100,15
ψ,3.4813566758549155,tmle_iid,100,15
σ2,0.0010858059405940523,tmle_iid,100,15
σ2net,0.0010858059405940519,tmle_iid,100,15
σ2boot,NaN,tmle_iid,100,15
ψ,0.30772443249876574,ols,100,15
σ2,0.02188462081376913,ols,100,15
σ2net,0.02188462081376913,ols,100,15
ψ,3.5648644879112665,plugin,100,16
σ2boot,NaN,plugin,100,16
ψ,3.5095899653052793,ipw,100,16
σ2,0.0006010359897353993,ipw,100,16
σ2net,0.0013313028100791083,ipw,100,16
σ2boot,NaN,ipw,100,16
