estimate,value,method,samples,i
ψ,-0.8653244335888858,ols,100,7
σ2,0.42302493219708026,ols,100,7
σ2net,0.42302493219708026,ols,100,7
ψ,11.364380388259887,plugin,100,8
σ2boot,NaN,plugin,100,8
ψ,11.11462617720574,ipw,100,8
σ2,0.005160110906946812,ipw,100,8
σ2net,0.020336702350602122,ipw,100,8
σ2boot,NaN,ipw,100,8
stabilized,false,ipw,100,8
ψ,11.114626167825309,sipw,100,8
σ2,0.0051600741420816144,sipw,100,8
σ2net,0.020336502513040672,sipw,100,8
σ2boot,NaN,sipw,100,8
stabilized,true,sipw,100,8
ψ,11.36438105905109,onestep,100,8
σ2,0.006736265540948944,onestep,100,8
σ2net,0.028210911103050705,onestep,100,8
σ2boot,NaN,onestep,100,8
ψ,11.36400295158652,tmle,100,8
σ2,0.006736266970578665,tmle,100,8
σ2net,0.028212866318759244,tmle,100,8
σ2boot,NaN,tmle,100,8
ψ,11.141125700119924,plugin_iid,100,8
σ2boot,NaN,plugin_iid,100,8
ψ,11.114626199001712,ipw_iid,100,8
σ2,0.005160114839438896,ipw_iid,100,8
σ2net,0.005160114839438896,ipw_iid,100,8
σ2boot,NaN,ipw_iid,100,8
stabilized,false,ipw_iid,100,8
ψ,11.114626046705295,sipw_iid,100,8
σ2,0.005160072126679136,sipw_iid,100,8
σ2net,0.0051600721266791385,sipw_iid,100,8
σ2boot,NaN,sipw_iid,100,8
stabilized,true,sipw_iid,100,8
ψ,11.141125705999825,onestep_iid,100,8
σ2,0.005160071805828404,onestep_iid,100,8
σ2net,0.005160071805828404,onestep_iid,100,8
σ2boot,NaN,onestep_iid,100,8
ψ,11.141125788398694,tmle_iid,100,8
σ2,0.005160077745022249,tmle_iid,100,8
σ2net,0.005160077745022249,tmle_iid,100,8
σ2boot,NaN,tmle_iid,100,8
ψ,-0.4439661957593423,ols,100,8
σ2,0.47958300796247827,ols,100,8
σ2net,0.47958300796247827,ols,100,8
ψ,11.62194619178772,plugin,100,9
σ2boot,NaN,plugin,100,9
ψ,11.395296119186593,ipw,100,9
σ2,0.00952061182142834,ipw,100,9
σ2net,0.04135600800484455,ipw,100,9
σ2boot,NaN,ipw,100,9
stabilized,false,ipw,100,9
ψ,11.395296086417115,sipw,100,9
σ2,0.009520529530325618,sipw,100,9
σ2net,0.0413555232935885,sipw,100,9
σ2boot,NaN,sipw,100,9
stabilized,true,sipw,100,9
ψ,11.621947676178502,onestep,100,9
σ2,0.010233979494337799,onestep,100,9
σ2net,0.04784410482395395,onestep,100,9
σ2boot,NaN,onestep,100,9
ψ,11.621717760805623,tmle,100,9
σ2,0.010233980021730442,tmle,100,9
σ2net,0.047856059056174106,tmle,100,9
σ2boot,NaN,tmle,100,9
ψ,11.417898860044653,plugin_iid,100,9
σ2boot,NaN,plugin_iid,100,9
ψ,11.395295942833522,ipw_iid,100,9
σ2,0.009520567014527779,ipw_iid,100,9
σ2net,0.009520567014527779,ipw_iid,100,9
σ2boot,NaN,ipw_iid,100,9
stabilized,false,ipw_iid,100,9
ψ,11.39529566924549,sipw_iid,100,9
σ2,0.009520524967365957,sipw_iid,100,9
σ2net,0.009520524967365957,sipw_iid,100,9
σ2boot,NaN,sipw_iid,100,9
stabilized,true,sipw_iid,100,9
ψ,11.417898837274695,onestep_iid,100,9
σ2,0.00952052705886048,onestep_iid,100,9
σ2net,0.009520527058860482,onestep_iid,100,9
σ2boot,NaN,onestep_iid,100,9
ψ,11.417898816984284,tmle_iid,100,9
σ2,0.009520525792121336,tmle_iid,100,9
σ2net,0.009520525792121332,tmle_iid,100,9
σ2boot,NaN,tmle_iid,100,9
ψ,-1.3319418634970164,ols,100,9
σ2,0.3269209206970143,ols,100,9
σ2net,0.3269209206970143,ols,100,9
ψ,10.923277311325073,plugin,100,10
σ2boot,NaN,plugin,100,10
ψ,10.774184246856587,ipw,100,10
σ2,0.0046061614061155215,ipw,100,10
σ2net,0.016165572772544334,ipw,100,10
σ2boot,NaN,ipw,100,10
stabilized,false,ipw,100,10
ψ,10.774184221276807,sipw,100,10
σ2,0.00460614636947481,sipw,100,10
σ2net,0.016165543993434624,sipw,100,10
σ2boot,NaN,sipw,100,10
stabilized,true,sipw,100,10
ψ,10.923277988200647,onestep,100,10
σ2,0.005014682166209542,onestep,100,10
σ2net,0.01846633183968912,onestep,100,10
σ2boot,NaN,onestep,100,10
ψ,10.923130509133564,tmle,100,10
σ2,0.00501468238449663,tmle,100,10
σ2net,0.01846458557594302,tmle,100,10
σ2boot,NaN,tmle,100,10
ψ,10.801091168362273,plugin_iid,100,10
σ2boot,NaN,plugin_iid,100,10
ψ,10.774184269305097,ipw_iid,100,10
σ2,0.004606166181394418,ipw_iid,100,10
σ2net,0.004606166181394416,ipw_iid,100,10
σ2boot,NaN,ipw_iid,100,10
stabilized,false,ipw_iid,100,10
ψ,10.774184243966154,sipw_iid,100,10
σ2,0.004606146558390634,sipw_iid,100,10
σ2net,0.004606146558390631,sipw_iid,100,10
σ2boot,NaN,sipw_iid,100,10
stabilized,true,sipw_iid,100,10
ψ,10.80109113401065,onestep_iid,100,10
σ2,0.004606143866024847,onestep_iid,100,10
σ2net,0.004606143866024848,onestep_iid,100,10
σ2boot,NaN,onestep_iid,100,10
ψ,10.801091257442641,tmle_iid,100,10
σ2,0.004606147186179022,tmle_iid,100,10
σ2net,0.004606147186179021,tmle_iid,100,10
σ2boot,NaN,tmle_iid,100,10
ψ,-0.27065615750250765,ols,100,10
σ2,0.2560415874330122,ols,100,10
σ2net,0.2560415874330122,ols,100,10
ψ,11.257126798629761,plugin,100,11
σ2boot,NaN,plugin,100,11
ψ,11.058534907243873,ipw,100,11
σ2,0.008183126095558057,ipw,100,11
σ2net,0.03630721092300777,ipw,100,11
σ2boot,NaN,ipw,100,11
stabilized,false,ipw,100,11
ψ,11.058534917500502,sipw,100,11
σ2,0.00818307474577406,sipw,100,11
σ2net,0.03630693896587697,sipw,100,11
σ2boot,NaN,sipw,100,11
stabilized,true,sipw,100,11
ψ,11.257127969384985,onestep,100,11
σ2,0.009790837984259119,onestep,100,11
σ2net,0.05012582945988882,onestep,100,11
σ2boot,NaN,onestep,100,11
ψ,11.257066475436798,tmle,100,11
σ2,0.009790838023097024,tmle,100,11
σ2net,0.05012893746126259,tmle,100,11
σ2boot,NaN,tmle,100,11
ψ,11.07153807391393,plugin_iid,100,11
σ2boot,NaN,plugin_iid,100,11
ψ,11.058534743264136,ipw_iid,100,11
σ2,0.008183079936047843,ipw_iid,100,11
σ2net,0.008183079936047843,ipw_iid,100,11
σ2boot,NaN,ipw_iid,100,11
stabilized,false,ipw_iid,100,11
ψ,11.058534760932877,sipw_iid,100,11
σ2,0.008183075287722988,sipw_iid,100,11
σ2net,0.008183075287722986,sipw_iid,100,11
σ2boot,NaN,sipw_iid,100,11
stabilized,true,sipw_iid,100,11
ψ,11.07153823236599,onestep_iid,100,11
σ2,0.008183073249280432,onestep_iid,100,11
σ2net,0.008183073249280432,onestep_iid,100,11
σ2boot,NaN,onestep_iid,100,11
ψ,11.071538073513562,tmle_iid,100,11
σ2,0.008183072657312938,tmle_iid,100,11
σ2net,0.008183072657312938,tmle_iid,100,11
σ2boot,NaN,tmle_iid,100,11
ψ,-0.8320028287715481,ols,100,11
σ2,0.46469434105568447,ols,100,11
σ2net,0.46469434105568447,ols,100,11
ψ,11.131320271045219,plugin,100,12
σ2boot,NaN,plugin,100,12
ψ,10.94490436157369,ipw,100,12
σ2,0.003661328463662796,ipw,100,12
σ2net,0.01370643197597022,ipw,100,12
σ2boot,NaN,ipw,100,12
stabilized,false,ipw,100,12
ψ,10.944904337880708,sipw,100,12
σ2,0.003661318510497002,sipw,100,12
σ2net,0.013706382551410271,sipw,100,12
σ2boot,NaN,sipw,100,12
stabilized,true,sipw,100,12
ψ,11.131320263984946,onestep,100,12
σ2,0.004781106762066706,onestep,100,12
σ2net,0.01610133633712586,onestep,100,12
σ2boot,NaN,onestep,100,12
ψ,11.131320266369896,tmle,100,12
σ2,0.004781106852111345,tmle,100,12
σ2net,0.01610133649178076,tmle,100,12
σ2boot,NaN,tmle,100,12
ψ,10.963896485900065,plugin_iid,100,12
σ2boot,NaN,plugin_iid,100,12
ψ,10.94490434055205,ipw_iid,100,12
σ2,0.0036613233322373632,ipw_iid,100,12
σ2net,0.0036613233322373632,ipw_iid,100,12
σ2boot,NaN,ipw_iid,100,12
stabilized,false,ipw_iid,100,12
ψ,10.944904305252205,sipw_iid,100,12
σ2,0.0036613177522800086,sipw_iid,100,12
σ2net,0.00366131775228001,sipw_iid,100,12
σ2boot,NaN,sipw_iid,100,12
stabilized,true,sipw_iid,100,12
ψ,10.963896449218526,onestep_iid,100,12
σ2,0.003661317841175046,onestep_iid,100,12
σ2net,0.0036613178411750466,onestep_iid,100,12
σ2boot,NaN,onestep_iid,100,12
ψ,10.96389649133713,tmle_iid,100,12
σ2,0.0036613169605666856,tmle_iid,100,12
σ2net,0.003661316960566684,tmle_iid,100,12
σ2boot,NaN,tmle_iid,100,12
ψ,-0.2787595896610584,ols,100,12
σ2,0.25640909859844113,ols,100,12
σ2net,0.25640909859844113,ols,100,12
ψ,11.381789655685425,plugin,100,13
σ2boot,NaN,plugin,100,13
ψ,11.182125761277105,ipw,100,13
σ2,0.00742801068448681,ipw,100,13
σ2net,0.030165250663522523,ipw,100,13
σ2boot,NaN,ipw,100,13
stabilized,false,ipw,100,13
ψ,11.182125815606632,sipw,100,13
σ2,0.007427990074273522,sipw,100,13
σ2net,0.03016506196307717,sipw,100,13
σ2boot,NaN,sipw,100,13
stabilized,true,sipw,100,13
ψ,11.381790406110552,onestep,100,13
σ2,0.007818485880134141,onestep,100,13
σ2net,0.032287325016048314,onestep,100,13
σ2boot,NaN,onestep,100,13
ψ,11.381598740581216,tmle,100,13
σ2,0.007818486246094254,tmle,100,13
σ2net,0.03228746824007934,tmle,100,13
σ2boot,NaN,tmle,100,13
ψ,11.215052509307862,plugin_iid,100,13
σ2boot,NaN,plugin_iid,100,13
ψ,11.182125787152986,ipw_iid,100,13
σ2,0.007428021671186863,ipw_iid,100,13
σ2net,0.007428021671186863,ipw_iid,100,13
σ2boot,NaN,ipw_iid,100,13
stabilized,false,ipw_iid,100,13
ψ,11.182125707478795,sipw_iid,100,13
σ2,0.007427991615802206,sipw_iid,100,13
σ2net,0.007427991615802206,sipw_iid,100,13
σ2boot,NaN,sipw_iid,100,13
stabilized,true,sipw_iid,100,13
ψ,11.215053526758698,onestep_iid,100,13
σ2,0.006894199500886033,onestep_iid,100,13
σ2net,0.006894199500886034,onestep_iid,100,13
σ2boot,NaN,onestep_iid,100,13
ψ,11.215053233976572,tmle_iid,100,13
σ2,0.006894199499709941,tmle_iid,100,13
σ2net,0.00689419949970994,tmle_iid,100,13
σ2boot,NaN,tmle_iid,100,13
ψ,0.7169003328488595,ols,100,13
σ2,0.46297923959684717,ols,100,13
σ2net,0.46297923959684717,ols,100,13
ψ,11.375389547348023,plugin,100,14
σ2boot,NaN,plugin,100,14
ψ,11.19224763278469,ipw,100,14
σ2,0.007450525147856914,ipw,100,14
σ2net,0.032518298839548675,ipw,100,14
σ2boot,NaN,ipw,100,14
stabilized,false,ipw,100,14
ψ,11.192247598369967,sipw,100,14
σ2,0.00745054146138559,sipw,100,14
σ2net,0.032518419495674876,sipw,100,14
σ2boot,NaN,sipw,100,14
stabilized,true,sipw,100,14
ψ,11.375390985742929,onestep,100,14
σ2,0.007355551655889176,onestep,100,14
σ2net,0.03324256385171022,onestep,100,14
σ2boot,NaN,onestep,100,14
ψ,11.375279042114359,tmle,100,14
σ2,0.007355551780191684,tmle,100,14
σ2net,0.03324372311192973,tmle,100,14
σ2boot,NaN,tmle,100,14
ψ,11.145565023292372,plugin_iid,100,14
σ2boot,NaN,plugin_iid,100,14
ψ,11.192247623649726,ipw_iid,100,14
σ2,0.007450521156847433,ipw_iid,100,14
σ2net,0.007450521156847431,ipw_iid,100,14
σ2boot,NaN,ipw_iid,100,14
stabilized,false,ipw_iid,100,14
ψ,11.192247709533358,sipw_iid,100,14
σ2,0.0074505421117573205,sipw_iid,100,14
σ2net,0.0074505421117573205,sipw_iid,100,14
σ2boot,NaN,sipw_iid,100,14
stabilized,true,sipw_iid,100,14
ψ,11.192220016551113,onestep_iid,100,14
σ2,0.007450309797288291,onestep_iid,100,14
σ2net,0.00745030979728829,onestep_iid,100,14
σ2boot,NaN,onestep_iid,100,14
ψ,11.192193539020032,tmle_iid,100,14
σ2,0.007450307155752378,tmle_iid,100,14
σ2net,0.007450307155752379,tmle_iid,100,14
σ2boot,NaN,tmle_iid,100,14
ψ,-0.5369986548663472,ols,100,14
σ2,0.5269800752926188,ols,100,14
σ2net,0.5269800752926188,ols,100,14
ψ,11.381850099563598,plugin,100,15
σ2boot,NaN,plugin,100,15
ψ,11.16293896052064,ipw,100,15
σ2,0.007495014694478033,ipw,100,15
σ2net,0.03290353036650419,ipw,100,15
σ2boot,NaN,ipw,100,15
stabilized,false,ipw,100,15
ψ,11.162938933143824,sipw,100,15
σ2,0.007494981582958776,sipw,100,15
σ2net,0.03290346737284931,sipw,100,15
σ2boot,NaN,sipw,100,15
stabilized,true,sipw,100,15
ψ,11.381850795984091,onestep,100,15
σ2,0.008052772573775978,onestep,100,15
σ2net,0.035466744636597186,onestep,100,15
σ2boot,NaN,onestep,100,15
ψ,11.381850301176891,tmle,100,15
σ2,0.008052772574293208,tmle,100,15
σ2net,0.035466735736909165,tmle,100,15
σ2boot,NaN,tmle,100,15
ψ,11.184599387312701,plugin_iid,100,15
σ2boot,NaN,plugin_iid,100,15
ψ,11.162938853870287,ipw_iid,100,15
σ2,0.0074949889712993155,ipw_iid,100,15
σ2net,0.007494988971299317,ipw_iid,100,15
σ2boot,NaN,ipw_iid,100,15
stabilized,false,ipw_iid,100,15
ψ,11.162938927711195,sipw_iid,100,15
σ2,0.007494981322878801,sipw_iid,100,15
σ2net,0.0074949813228788005,sipw_iid,100,15
σ2boot,NaN,sipw_iid,100,15
stabilized,true,sipw_iid,100,15
ψ,11.1845995510364,onestep_iid,100,15
σ2,0.007494979550794509,onestep_iid,100,15
σ2net,0.007494979550794511,onestep_iid,100,15
σ2boot,NaN,onestep_iid,100,15
ψ,11.184599487314497,tmle_iid,100,15
σ2,0.007494978191593605,tmle_iid,100,15
σ2net,0.0074949781915936015,tmle_iid,100,15
σ2boot,NaN,tmle_iid,100,15
ψ,-0.4580885556678824,ols,100,15
σ2,0.3594675342756447,ols,100,15
σ2net,0.3594675342756447,ols,100,15
ψ,11.35387988090515,plugin,100,16
σ2boot,NaN,plugin,100,16
ψ,11.170829182642224,ipw,100,16
σ2,0.007729787120966123,ipw,100,16
σ2net,0.03961241739362998,ipw,100,16
σ2boot,NaN,ipw,100,16
stabilized,false,ipw,100,16
ψ,11.17082886937539,sipw,100,16
σ2,0.0077296933893054075,sipw,100,16
σ2net,0.03961194340865986,sipw,100,16
σ2boot,NaN,sipw,100,16
stabilized,true,sipw,100,16
ψ,11.353878592495946,onestep,100,16
σ2,0.008139636067909496,onestep,100,16
σ2net,0.03974979979775791,onestep,100,16
σ2boot,NaN,onestep,100,16
ψ,11.35366072894104,tmle,100,16
σ2,0.0081396365409124,tmle,100,16
