estimate,value,method,samples,i
ψ,-0.8653244335888858,ols,100,7
σ2,0.42302493219708026,ols,100,7
σ2net,0.42302493219708026,ols,100,7
ψ,11.364380388259887,plugin,100,8
σ2boot,NaN,plugin,100,8
ψ,11.114626116873989,ipw,100,8
σ2,0.005160094927991105,ipw,100,8
σ2net,0.02033661831011236,ipw,100,8
σ2boot,NaN,ipw,100,8
stabilized,false,ipw,100,8
ψ,11.114626131393786,sipw,100,8
σ2,0.005160074778896388,sipw,100,8
σ2net,0.020336507785256447,sipw,100,8
σ2boot,NaN,sipw,100,8
stabilized,true,sipw,100,8
ψ,11.364381059040838,onestep,100,8
σ2,0.006736265541060298,onestep,100,8
σ2net,0.028210911100770307,onestep,100,8
σ2boot,NaN,onestep,100,8
ψ,11.364002951296705,tmle,100,8
σ2,0.006736266969417177,tmle,100,8
σ2net,0.028212866316568098,tmle,100,8
σ2boot,NaN,tmle,100,8
ψ,11.141125700119924,plugin_iid,100,8
σ2boot,NaN,plugin_iid,100,8
ψ,11.114626093048782,ipw_iid,100,8
σ2,0.005160092081404504,ipw_iid,100,8
σ2net,0.005160092081404504,ipw_iid,100,8
σ2boot,NaN,ipw_iid,100,8
stabilized,false,ipw_iid,100,8
ψ,11.114626129475301,sipw_iid,100,8
σ2,0.005160070711690218,sipw_iid,100,8
σ2net,0.005160070711690218,sipw_iid,100,8
σ2boot,NaN,sipw_iid,100,8
stabilized,true,sipw_iid,100,8
ψ,11.141125731938772,onestep_iid,100,8
σ2,0.005160074460883666,onestep_iid,100,8
σ2net,0.005160074460883666,onestep_iid,100,8
σ2boot,NaN,onestep_iid,100,8
ψ,11.141125754813125,tmle_iid,100,8
σ2,0.005160073460181134,tmle_iid,100,8
σ2net,0.005160073460181133,tmle_iid,100,8
σ2boot,NaN,tmle_iid,100,8
ψ,-0.4439661957593423,ols,100,8
σ2,0.47958300796247827,ols,100,8
σ2net,0.47958300796247827,ols,100,8
ψ,11.62194619178772,plugin,100,9
σ2boot,NaN,plugin,100,9
ψ,11.395302118397668,ipw,100,9
σ2,0.009521969871242292,ipw,100,9
σ2net,0.04136781903118628,ipw,100,9
σ2boot,NaN,ipw,100,9
stabilized,false,ipw,100,9
ψ,11.395301404454445,sipw,100,9
σ2,0.009520632472499239,sipw,100,9
σ2net,0.041355462447289895,sipw,100,9
σ2boot,NaN,sipw,100,9
stabilized,true,sipw,100,9
ψ,11.621947676380728,onestep,100,9
σ2,0.010233979524635976,onestep,100,9
σ2net,0.04784410466459959,onestep,100,9
σ2boot,NaN,onestep,100,9
ψ,11.621717761133164,tmle,100,9
σ2,0.010233980060263149,tmle,100,9
σ2net,0.047856059070690404,tmle,100,9
σ2boot,NaN,tmle,100,9
ψ,11.417898860044653,plugin_iid,100,9
σ2boot,NaN,plugin_iid,100,9
ψ,11.395296179932076,ipw_iid,100,9
σ2,0.009520623178023508,ipw_iid,100,9
σ2net,0.009520623178023508,ipw_iid,100,9
σ2boot,NaN,ipw_iid,100,9
stabilized,false,ipw_iid,100,9
ψ,11.395295632297168,sipw_iid,100,9
σ2,0.009520522246039892,sipw_iid,100,9
σ2net,0.009520522246039893,sipw_iid,100,9
σ2boot,NaN,sipw_iid,100,9
stabilized,true,sipw_iid,100,9
ψ,11.417898848098949,onestep_iid,100,9
σ2,0.00952052761467747,onestep_iid,100,9
σ2net,0.009520527614677468,onestep_iid,100,9
σ2boot,NaN,onestep_iid,100,9
ψ,11.417898875627833,tmle_iid,100,9
σ2,0.009520526573993812,tmle_iid,100,9
σ2net,0.009520526573993805,tmle_iid,100,9
σ2boot,NaN,tmle_iid,100,9
ψ,-1.3319418634970164,ols,100,9
σ2,0.3269209206970143,ols,100,9
σ2net,0.3269209206970143,ols,100,9
ψ,10.923277311325073,plugin,100,10
σ2boot,NaN,plugin,100,10
ψ,10.774184355242213,ipw,100,10
σ2,0.00460618628262942,ipw,100,10
σ2net,0.01616570136232274,ipw,100,10
σ2boot,NaN,ipw,100,10
stabilized,false,ipw,100,10
ψ,10.77418418546622,sipw,100,10
σ2,0.004606145387846603,sipw,100,10
σ2net,0.016165541817607744,sipw,100,10
σ2boot,NaN,sipw,100,10
stabilized,true,sipw,100,10
ψ,10.92327798817842,onestep,100,10
σ2,0.0050146821663954785,onestep,100,10
σ2net,0.018466331842568108,onestep,100,10
σ2boot,NaN,onestep,100,10
ψ,10.923130509113005,tmle,100,10
σ2,0.005014682383514884,tmle,100,10
σ2net,0.018464585575878725,tmle,100,10
σ2boot,NaN,tmle,100,10
ψ,10.801091168362273,plugin_iid,100,10
σ2boot,NaN,plugin_iid,100,10
ψ,10.774184150393758,ipw_iid,100,10
σ2,0.004606138557734189,ipw_iid,100,10
σ2net,0.00460613855773419,ipw_iid,100,10
σ2boot,NaN,ipw_iid,100,10
stabilized,false,ipw_iid,100,10
ψ,10.774184362233154,sipw_iid,100,10
σ2,0.004606145644502134,sipw_iid,100,10
σ2net,0.004606145644502134,sipw_iid,100,10
σ2boot,NaN,sipw_iid,100,10
stabilized,true,sipw_iid,100,10
ψ,10.80109116866379,onestep_iid,100,10
σ2,0.004606144920107261,onestep_iid,100,10
σ2net,0.004606144920107261,onestep_iid,100,10
σ2boot,NaN,onestep_iid,100,10
ψ,10.801091199859966,tmle_iid,100,10
σ2,0.0046061448478061625,tmle_iid,100,10
σ2net,0.004606144847806162,tmle_iid,100,10
σ2boot,NaN,tmle_iid,100,10
ψ,-0.27065615750250765,ols,100,10
σ2,0.2560415874330122,ols,100,10
σ2net,0.2560415874330122,ols,100,10
ψ,11.257126798629761,plugin,100,11
σ2boot,NaN,plugin,100,11
ψ,11.058534798303853,ipw,100,11
σ2,0.008183093064524274,ipw,100,11
σ2net,0.03630711930897198,ipw,100,11
σ2boot,NaN,ipw,100,11
stabilized,false,ipw,100,11
ψ,11.058534985924387,sipw,100,11
σ2,0.008183074468567723,sipw,100,11
σ2net,0.03630694287055025,sipw,100,11
σ2boot,NaN,sipw,100,11
stabilized,true,sipw,100,11
ψ,11.257127969306076,onestep,100,11
σ2,0.009790837985142072,onestep,100,11
σ2net,0.05012582947053553,onestep,100,11
σ2boot,NaN,onestep,100,11
ψ,11.257066475101047,tmle,100,11
σ2,0.009790838022276663,tmle,100,11
σ2net,0.05012893747893935,tmle,100,11
σ2boot,NaN,tmle,100,11
ψ,11.07153807391393,plugin_iid,100,11
σ2boot,NaN,plugin_iid,100,11
ψ,11.058534957731204,ipw_iid,100,11
σ2,0.008183135241861941,ipw_iid,100,11
σ2net,0.008183135241861943,ipw_iid,100,11
σ2boot,NaN,ipw_iid,100,11
stabilized,false,ipw_iid,100,11
ψ,11.058534836879481,sipw_iid,100,11
σ2,0.008183074570169523,sipw_iid,100,11
σ2net,0.008183074570169525,sipw_iid,100,11
σ2boot,NaN,sipw_iid,100,11
stabilized,true,sipw_iid,100,11
ψ,11.07153823260095,onestep_iid,100,11
σ2,0.00818307299521253,onestep_iid,100,11
σ2net,0.008183072995212523,onestep_iid,100,11
σ2boot,NaN,onestep_iid,100,11
ψ,11.071538144148416,tmle_iid,100,11
σ2,0.008183069775975596,tmle_iid,100,11
σ2net,0.008183069775975596,tmle_iid,100,11
σ2boot,NaN,tmle_iid,100,11
ψ,-0.8320028287715481,ols,100,11
σ2,0.46469434105568447,ols,100,11
σ2net,0.46469434105568447,ols,100,11
ψ,11.131320271045219,plugin,100,12
σ2boot,NaN,plugin,100,12
ψ,10.944904357039704,ipw,100,12
σ2,0.0036613273253388117,ipw,100,12
σ2net,0.013706417529763431,ipw,100,12
σ2boot,NaN,ipw,100,12
stabilized,false,ipw,100,12
ψ,10.944904345387336,sipw,100,12
σ2,0.003661319060317475,sipw,100,12
σ2net,0.013706383851453145,sipw,100,12
σ2boot,NaN,sipw,100,12
stabilized,true,sipw,100,12
ψ,11.131320281186197,onestep,100,12
σ2,0.004781106964903021,onestep,100,12
σ2net,0.016101336532788012,onestep,100,12
σ2boot,NaN,onestep,100,12
ψ,11.13132025386801,tmle,100,12
σ2,0.004781106704088734,tmle,100,12
σ2net,0.016101334950599525,tmle,100,12
σ2boot,NaN,tmle,100,12
ψ,10.963896485900065,plugin_iid,100,12
σ2boot,NaN,plugin_iid,100,12
ψ,10.944904301197404,ipw_iid,100,12
σ2,0.0036613131581772636,ipw_iid,100,12
σ2net,0.003661313158177262,ipw_iid,100,12
σ2boot,NaN,ipw_iid,100,12
stabilized,false,ipw_iid,100,12
ψ,10.944904323275797,sipw_iid,100,12
σ2,0.0036613181959776983,sipw_iid,100,12
σ2net,0.0036613181959776952,sipw_iid,100,12
σ2boot,NaN,sipw_iid,100,12
stabilized,true,sipw_iid,100,12
ψ,10.963896466216925,onestep_iid,100,12
σ2,0.0036613181057808704,onestep_iid,100,12
σ2net,0.0036613181057808695,onestep_iid,100,12
σ2boot,NaN,onestep_iid,100,12
ψ,10.963896459083298,tmle_iid,100,12
σ2,0.0036613177920328133,tmle_iid,100,12
σ2net,0.003661317792032811,tmle_iid,100,12
σ2boot,NaN,tmle_iid,100,12
ψ,-0.2787595896610584,ols,100,12
σ2,0.25640909859844113,ols,100,12
σ2net,0.25640909859844113,ols,100,12
ψ,11.381789655685425,plugin,100,13
σ2boot,NaN,plugin,100,13
ψ,11.182125909461204,ipw,100,13
σ2,0.007428044220841461,ipw,100,13
σ2net,0.030165437465965072,ipw,100,13
σ2boot,NaN,ipw,100,13
stabilized,false,ipw,100,13
ψ,11.182125726978581,sipw,100,13
σ2,0.007427988818766954,sipw,100,13
σ2net,0.03016505980439993,sipw,100,13
σ2boot,NaN,sipw,100,13
stabilized,true,sipw,100,13
ψ,11.38179040614943,onestep,100,13
σ2,0.007818485878928609,onestep,100,13
σ2net,0.03228732500720655,onestep,100,13
σ2boot,NaN,onestep,100,13
ψ,11.381598740543055,tmle,100,13
σ2,0.007818486246365431,tmle,100,13
σ2net,0.032287468242606664,tmle,100,13
σ2boot,NaN,tmle,100,13
ψ,11.215052509307862,plugin_iid,100,13
σ2boot,NaN,plugin_iid,100,13
ψ,11.182125858692478,ipw_iid,100,13
σ2,0.00742803776278931,ipw_iid,100,13
σ2net,0.00742803776278931,ipw_iid,100,13
σ2boot,NaN,ipw_iid,100,13
stabilized,false,ipw_iid,100,13
ψ,11.18212571759085,sipw_iid,100,13
σ2,0.007427990278253239,sipw_iid,100,13
σ2net,0.0074279902782532405,sipw_iid,100,13
σ2boot,NaN,sipw_iid,100,13
stabilized,true,sipw_iid,100,13
ψ,11.215053526760917,onestep_iid,100,13
σ2,0.006894199500649852,onestep_iid,100,13
σ2net,0.00689419950064985,onestep_iid,100,13
σ2boot,NaN,onestep_iid,100,13
ψ,11.215053234760742,tmle_iid,100,13
σ2,0.006894199501609584,tmle_iid,100,13
σ2net,0.006894199501609583,tmle_iid,100,13
σ2boot,NaN,tmle_iid,100,13
ψ,0.7169003328488595,ols,100,13
σ2,0.46297923959684717,ols,100,13
σ2net,0.46297923959684717,ols,100,13
ψ,11.375389547348023,plugin,100,14
σ2boot,NaN,plugin,100,14
ψ,11.192247612636988,ipw,100,14
σ2,0.007450520214269937,ipw,100,14
σ2net,0.032518206367798515,ipw,100,14
σ2boot,NaN,ipw,100,14
stabilized,false,ipw,100,14
ψ,11.19224772124067,sipw,100,14
σ2,0.007450543674422103,sipw,100,14
σ2net,0.03251842843485457,sipw,100,14
σ2boot,NaN,sipw,100,14
stabilized,true,sipw,100,14
ψ,11.375390985682554,onestep,100,14
σ2,0.00735555165567557,onestep,100,14
σ2net,0.033242563851229895,onestep,100,14
σ2boot,NaN,onestep,100,14
ψ,11.375279042278462,tmle,100,14
σ2,0.007355551780714673,tmle,100,14
σ2net,0.033243723117369776,tmle,100,14
σ2boot,NaN,tmle,100,14
ψ,11.145565023292372,plugin_iid,100,14
σ2boot,NaN,plugin_iid,100,14
ψ,11.1922476842784,ipw_iid,100,14
σ2,0.00745053666739276,ipw_iid,100,14
σ2net,0.007450536667392762,ipw_iid,100,14
σ2boot,NaN,ipw_iid,100,14
stabilized,false,ipw_iid,100,14
ψ,11.192247700420419,sipw_iid,100,14
σ2,0.007450540705565672,sipw_iid,100,14
σ2net,0.007450540705565669,sipw_iid,100,14
σ2boot,NaN,sipw_iid,100,14
stabilized,true,sipw_iid,100,14
ψ,11.192219931413401,onestep_iid,100,14
σ2,0.0074503043443731685,onestep_iid,100,14
σ2net,0.0074503043443731685,onestep_iid,100,14
σ2boot,NaN,onestep_iid,100,14
ψ,11.192193690426661,tmle_iid,100,14
σ2,0.0074503089853050096,tmle_iid,100,14
σ2net,0.007450308985305009,tmle_iid,100,14
σ2boot,NaN,tmle_iid,100,14
ψ,-0.5369986548663472,ols,100,14
σ2,0.5269800752926188,ols,100,14
σ2net,0.5269800752926188,ols,100,14
ψ,11.381850099563598,plugin,100,15
σ2boot,NaN,plugin,100,15
ψ,11.162939110532921,ipw,100,15
σ2,0.007495047098228079,ipw,100,15
σ2net,0.03290371950537288,ipw,100,15
σ2boot,NaN,ipw,100,15
stabilized,false,ipw,100,15
ψ,11.1629390918058,sipw,100,15
σ2,0.007494984623951578,sipw,100,15
σ2net,0.032903475691805156,sipw,100,15
σ2boot,NaN,sipw,100,15
stabilized,true,sipw,100,15
ψ,11.381850795981206,onestep,100,15
σ2,0.008052772573148776,onestep,100,15
σ2net,0.03546674463447701,onestep,100,15
σ2boot,NaN,onestep,100,15
ψ,11.381850301197176,tmle,100,15
σ2,0.008052772574907184,tmle,100,15
σ2net,0.035466735740038516,tmle,100,15
σ2boot,NaN,tmle,100,15
ψ,11.184599387312701,plugin_iid,100,15
σ2boot,NaN,plugin_iid,100,15
ψ,11.162938990142266,ipw_iid,100,15
σ2,0.0074950188846150895,ipw_iid,100,15
σ2net,0.007495018884615088,ipw_iid,100,15
σ2boot,NaN,ipw_iid,100,15
stabilized,false,ipw_iid,100,15
ψ,11.162939154109639,sipw_iid,100,15
σ2,0.0074949793697037,sipw_iid,100,15
σ2net,0.0074949793697037005,sipw_iid,100,15
σ2boot,NaN,sipw_iid,100,15
stabilized,true,sipw_iid,100,15
ψ,11.18459945066088,onestep_iid,100,15
σ2,0.007494980750957072,onestep_iid,100,15
σ2net,0.007494980750957072,onestep_iid,100,15
σ2boot,NaN,onestep_iid,100,15
ψ,11.18459943441689,tmle_iid,100,15
σ2,0.007494980743782297,tmle_iid,100,15
σ2net,0.007494980743782298,tmle_iid,100,15
σ2boot,NaN,tmle_iid,100,15
ψ,-0.4580885556678824,ols,100,15
σ2,0.3594675342756447,ols,100,15
σ2net,0.3594675342756447,ols,100,15
ψ,11.35387988090515,plugin,100,16
σ2boot,NaN,plugin,100,16
ψ,11.170829045214314,ipw,100,16
σ2,0.007729751029036592,ipw,100,16
σ2net,0.03961218259155304,ipw,100,16
σ2boot,NaN,ipw,100,16
stabilized,false,ipw,100,16
ψ,11.17082891028274,sipw,100,16
σ2,0.0077296934174227346,sipw,100,16
σ2net,0.03961193133959816,sipw,100,16
σ2boot,NaN,sipw,100,16
stabilized,true,sipw,100,16
ψ,11.353878592460976,onestep,100,16
σ2,0.00813963606544012,onestep,100,16
σ2net,0.03974979979438989,onestep,100,16
σ2boot,NaN,onestep,100,16
ψ,11.353660728948704,tmle,100,16
σ2,0.008139636541370098,tmle,100,16
