estimate,value,method,samples,i
ψ,-0.018760059578031327,sipw_iid,100,3
σ2,0.00043852974889414657,sipw_iid,100,3
σ2net,0.00043852974889414657,sipw_iid,100,3
σ2boot,NaN,sipw_iid,100,3
stabilized,true,sipw_iid,100,3
ψ,-0.013268391513669655,onestep_iid,100,3
σ2,0.00043137139277501374,onestep_iid,100,3
σ2net,0.0004313713927750138,onestep_iid,100,3
σ2boot,NaN,onestep_iid,100,3
ψ,-0.013275064029864598,tmle_iid,100,3
σ2,0.00043137139322023843,tmle_iid,100,3
σ2net,0.00043137139322023843,tmle_iid,100,3
σ2boot,NaN,tmle_iid,100,3
ψ,0.5721352230762015,ols,100,3
σ2,0.013014132873242394,ols,100,3
σ2net,0.013014132873242394,ols,100,3
ψ,0.12764901492441907,plugin,100,4
σ2boot,NaN,plugin,100,4
ψ,0.10613872277023802,ipw,100,4
σ2,0.0008296858629447232,ipw,100,4
σ2net,0.0015366136641748413,ipw,100,4
σ2boot,NaN,ipw,100,4
stabilized,false,ipw,100,4
ψ,0.10282350714025824,sipw,100,4
σ2,0.0005907990733616594,sipw,100,4
σ2net,0.0010544780039964832,sipw,100,4
σ2boot,NaN,sipw,100,4
stabilized,true,sipw,100,4
ψ,0.1264863626815017,onestep,100,4
σ2,0.0004845687945305115,onestep,100,4
σ2net,0.0009803580719844503,onestep,100,4
σ2boot,NaN,onestep,100,4
ψ,0.12316167929533874,tmle,100,4
σ2,0.0004846793297266938,tmle,100,4
σ2net,0.001018856829421138,tmle,100,4
σ2boot,NaN,tmle,100,4
ψ,0.04581338891316692,plugin_iid,100,4
σ2boot,NaN,plugin_iid,100,4
ψ,0.0472324034915751,ipw_iid,100,4
σ2,0.00046415299751833146,ipw_iid,100,4
σ2net,0.0004641529975183313,ipw_iid,100,4
σ2boot,NaN,ipw_iid,100,4
stabilized,false,ipw_iid,100,4
ψ,0.04658981632079529,sipw_iid,100,4
σ2,0.0004391988709713421,sipw_iid,100,4
σ2net,0.0004391988709713419,sipw_iid,100,4
σ2boot,NaN,sipw_iid,100,4
stabilized,true,sipw_iid,100,4
ψ,0.045511898079561706,onestep_iid,100,4
σ2,0.0004541024675266406,onestep_iid,100,4
σ2net,0.00045410246752664073,onestep_iid,100,4
σ2boot,NaN,onestep_iid,100,4
ψ,0.045516861977383985,tmle_iid,100,4
σ2,0.00045410246777304356,tmle_iid,100,4
σ2net,0.0004541024677730436,tmle_iid,100,4
σ2boot,NaN,tmle_iid,100,4
ψ,0.31192630361917173,ols,100,4
σ2,0.01015539248976245,ols,100,4
σ2net,0.01015539248976245,ols,100,4
ψ,0.14662092003599342,plugin,100,5
σ2boot,NaN,plugin,100,5
ψ,0.19477592961373763,ipw,100,5
σ2,0.0036421383968655895,ipw,100,5
σ2net,0.01505599228851959,ipw,100,5
σ2boot,NaN,ipw,100,5
stabilized,false,ipw,100,5
ψ,0.17630383344226797,sipw,100,5
σ2,0.0020802628723992434,sipw,100,5
σ2net,0.007802824392754873,sipw,100,5
σ2boot,NaN,sipw,100,5
stabilized,true,sipw,100,5
ψ,0.1478362632217575,onestep,100,5
σ2,0.0008868311771027003,onestep,100,5
σ2net,0.004473887379607301,onestep,100,5
σ2boot,NaN,onestep,100,5
ψ,0.1468484536528829,tmle,100,5
σ2,0.0008868409347801435,tmle,100,5
σ2net,0.0044905632488233165,tmle,100,5
σ2boot,NaN,tmle,100,5
ψ,0.06720587194914675,plugin_iid,100,5
σ2boot,NaN,plugin_iid,100,5
ψ,0.07284928394485085,ipw_iid,100,5
σ2,0.0009487310038963756,ipw_iid,100,5
σ2net,0.0009487310038963756,ipw_iid,100,5
σ2boot,NaN,ipw_iid,100,5
stabilized,false,ipw_iid,100,5
ψ,0.07174070471048234,sipw_iid,100,5
σ2,0.0008767898984840029,sipw_iid,100,5
σ2net,0.0008767898984840027,sipw_iid,100,5
σ2boot,NaN,sipw_iid,100,5
stabilized,true,sipw_iid,100,5
ψ,0.06693739571350271,onestep_iid,100,5
σ2,0.0008442728440786224,onestep_iid,100,5
σ2net,0.0008442728440786226,onestep_iid,100,5
σ2boot,NaN,onestep_iid,100,5
ψ,0.06694384283782251,tmle_iid,100,5
σ2,0.0008442728444942763,tmle_iid,100,5
σ2net,0.0008442728444942766,tmle_iid,100,5
σ2boot,NaN,tmle_iid,100,5
ψ,0.5927729290657786,ols,100,5
σ2,0.012734264537176987,ols,100,5
σ2net,0.012734264537176987,ols,100,5
ψ,0.11017699980258465,plugin,100,6
σ2boot,NaN,plugin,100,6
ψ,0.10337588523858711,ipw,100,6
σ2,0.0017541682968704676,ipw,100,6
σ2net,0.004918285075480071,ipw,100,6
σ2boot,NaN,ipw,100,6
stabilized,false,ipw,100,6
ψ,0.10505903826246284,sipw,100,6
σ2,0.001402566809709731,sipw,100,6
σ2net,0.0038194935172256926,sipw,100,6
σ2boot,NaN,sipw,100,6
stabilized,true,sipw,100,6
ψ,0.10977050612058813,onestep,100,6
σ2,0.000617332435581725,onestep,100,6
σ2net,0.0019526965877819811,onestep,100,6
σ2boot,NaN,onestep,100,6
ψ,0.10925547404109358,tmle,100,6
σ2,0.0006173350881621542,tmle,100,6
σ2net,0.001958215481145249,tmle,100,6
σ2boot,NaN,tmle,100,6
ψ,0.015516620909084072,plugin_iid,100,6
σ2boot,NaN,plugin_iid,100,6
ψ,0.018833848263650612,ipw_iid,100,6
σ2,0.0007864186050418562,ipw_iid,100,6
σ2net,0.0007864186050418562,ipw_iid,100,6
σ2boot,NaN,ipw_iid,100,6
stabilized,false,ipw_iid,100,6
ψ,0.018997098967698082,sipw_iid,100,6
σ2,0.0007890984824236409,sipw_iid,100,6
σ2net,0.0007890984824236409,sipw_iid,100,6
σ2boot,NaN,sipw_iid,100,6
stabilized,true,sipw_iid,100,6
ψ,0.017500439407141258,onestep_iid,100,6
σ2,0.0007103316211393569,onestep_iid,100,6
σ2net,0.0007103316211393569,onestep_iid,100,6
σ2boot,NaN,onestep_iid,100,6
ψ,0.017513974345477395,tmle_iid,100,6
σ2,0.0007103316229713026,tmle_iid,100,6
σ2net,0.0007103316229713023,tmle_iid,100,6
σ2boot,NaN,tmle_iid,100,6
ψ,0.47764735784160917,ols,100,6
σ2,0.012361688271733284,ols,100,6
σ2net,0.012361688271733284,ols,100,6
ψ,0.1505145487223936,plugin,100,7
σ2boot,NaN,plugin,100,7
ψ,0.1915152956735467,ipw,100,7
σ2,0.0019563053992338714,ipw,100,7
σ2net,0.005693837057601346,ipw,100,7
σ2boot,NaN,ipw,100,7
stabilized,false,ipw,100,7
ψ,0.16359433295543283,sipw,100,7
σ2,0.000946644453377018,sipw,100,7
σ2net,0.0023983619622119983,sipw,100,7
σ2boot,NaN,sipw,100,7
stabilized,true,sipw,100,7
ψ,0.14924388569216732,onestep,100,7
σ2,0.0006354442990409432,onestep,100,7
σ2net,0.0017639576510663666,onestep,100,7
σ2boot,NaN,onestep,100,7
ψ,0.1489239407165087,tmle,100,7
σ2,0.0006354453226888176,tmle,100,7
σ2net,0.0017654792385366446,tmle,100,7
σ2boot,NaN,tmle,100,7
ψ,0.08990657005236916,plugin_iid,100,7
σ2boot,NaN,plugin_iid,100,7
ψ,0.09348346872260027,ipw_iid,100,7
σ2,0.0006367445934281577,ipw_iid,100,7
σ2net,0.0006367445934281578,ipw_iid,100,7
σ2boot,NaN,ipw_iid,100,7
stabilized,false,ipw_iid,100,7
ψ,0.09075376597365414,sipw_iid,100,7
σ2,0.000554330652026317,sipw_iid,100,7
σ2net,0.0005543306520263168,sipw_iid,100,7
σ2boot,NaN,sipw_iid,100,7
stabilized,true,sipw_iid,100,7
ψ,0.08899122306765538,onestep_iid,100,7
σ2,0.0005615630624919203,onestep_iid,100,7
σ2net,0.0005615630624919206,onestep_iid,100,7
σ2boot,NaN,onestep_iid,100,7
ψ,0.08901588247589239,tmle_iid,100,7
σ2,0.0005615630685727846,tmle_iid,100,7
σ2net,0.0005615630685727847,tmle_iid,100,7
σ2boot,NaN,tmle_iid,100,7
ψ,0.5371891306530339,ols,100,7
σ2,0.009202643783073788,ols,100,7
σ2net,0.009202643783073788,ols,100,7
ψ,-0.0347102359198421,plugin,100,8
σ2boot,NaN,plugin,100,8
ψ,-0.017061805216143783,ipw,100,8
σ2,0.00032464959969969083,ipw,100,8
σ2net,0.0010698439413985485,ipw,100,8
σ2boot,NaN,ipw,100,8
stabilized,false,ipw,100,8
ψ,-0.022243557549863645,sipw,100,8
σ2,0.0005961407875287473,sipw,100,8
σ2net,0.0020312149546921044,sipw,100,8
σ2boot,NaN,sipw,100,8
stabilized,true,sipw,100,8
ψ,-0.03712867977029086,onestep,100,8
σ2,0.0006361407419097527,onestep,100,8
σ2net,0.002346066937454474,onestep,100,8
σ2boot,NaN,onestep,100,8
ψ,-0.03841686063993168,tmle,100,8
σ2,0.0006361573360092819,tmle,100,8
σ2net,0.002340360826020115,tmle,100,8
σ2boot,NaN,tmle,100,8
ψ,-0.10521651389271212,plugin_iid,100,8
σ2boot,NaN,plugin_iid,100,8
ψ,-0.09922301775112118,ipw_iid,100,8
σ2,0.0005530784251839813,ipw_iid,100,8
σ2net,0.0005530784251839815,ipw_iid,100,8
σ2boot,NaN,ipw_iid,100,8
stabilized,false,ipw_iid,100,8
ψ,-0.10403115605370122,sipw_iid,100,8
σ2,0.000661557198588711,sipw_iid,100,8
σ2net,0.000661557198588711,sipw_iid,100,8
σ2boot,NaN,sipw_iid,100,8
stabilized,true,sipw_iid,100,8
ψ,-0.10611617896039764,onestep_iid,100,8
σ2,0.0006501034389840836,onestep_iid,100,8
σ2net,0.0006501034389840835,onestep_iid,100,8
σ2boot,NaN,onestep_iid,100,8
ψ,-0.10615626960631268,tmle_iid,100,8
σ2,0.0006501034550566825,tmle_iid,100,8
σ2net,0.0006501034550566826,tmle_iid,100,8
σ2boot,NaN,tmle_iid,100,8
ψ,0.7099924761589927,ols,100,8
σ2,0.011278671205630815,ols,100,8
σ2net,0.011278671205630815,ols,100,8
ψ,0.1648167843996853,plugin,100,9
σ2boot,NaN,plugin,100,9
ψ,0.23298766930475096,ipw,100,9
σ2,0.002349596803504323,ipw,100,9
σ2net,0.00907351670896339,ipw,100,9
σ2boot,NaN,ipw,100,9
stabilized,false,ipw,100,9
ψ,0.19274509451574723,sipw,100,9
σ2,0.0009043921073372198,sipw,100,9
σ2net,0.0033911989809873523,sipw,100,9
σ2boot,NaN,sipw,100,9
stabilized,true,sipw,100,9
ψ,0.16159592770495373,onestep,100,9
σ2,0.000725388356617952,onestep,100,9
σ2net,0.0024365094049142322,onestep,100,9
σ2boot,NaN,onestep,100,9
ψ,0.15981164575415147,tmle,100,9
σ2,0.0007254201932387517,tmle,100,9
σ2net,0.0024708304659640467,tmle,100,9
σ2boot,NaN,tmle,100,9
ψ,0.08889153296944523,plugin_iid,100,9
σ2boot,NaN,plugin_iid,100,9
ψ,0.10170839481802338,ipw_iid,100,9
σ2,0.0008740136164855494,ipw_iid,100,9
σ2net,0.0008740136164855492,ipw_iid,100,9
σ2boot,NaN,ipw_iid,100,9
stabilized,false,ipw_iid,100,9
ψ,0.09829644175206248,sipw_iid,100,9
σ2,0.0007384148271127005,sipw_iid,100,9
σ2net,0.0007384148271127005,sipw_iid,100,9
σ2boot,NaN,sipw_iid,100,9
stabilized,true,sipw_iid,100,9
ψ,0.09071814051535104,onestep_iid,100,9
σ2,0.0007090352970085351,onestep_iid,100,9
σ2net,0.0007090352970085348,onestep_iid,100,9
σ2boot,NaN,onestep_iid,100,9
ψ,0.09062141307164193,tmle_iid,100,9
σ2,0.0007090353905705187,tmle_iid,100,9
σ2net,0.0007090353905705181,tmle_iid,100,9
σ2boot,NaN,tmle_iid,100,9
ψ,0.43325153396141375,ols,100,9
σ2,0.010197038932554359,ols,100,9
σ2net,0.010197038932554359,ols,100,9
ψ,0.12286319890483366,plugin,100,10
σ2boot,NaN,plugin,100,10
ψ,0.18121745289743557,ipw,100,10
σ2,0.0033001207019621843,ipw,100,10
σ2net,0.011762698782020478,ipw,100,10
σ2boot,NaN,ipw,100,10
stabilized,false,ipw,100,10
ψ,0.16825573081046893,sipw,100,10
σ2,0.0019218305495265358,sipw,100,10
σ2net,0.0061467015102919095,sipw,100,10
σ2boot,NaN,sipw,100,10
stabilized,true,sipw,100,10
ψ,0.12316664234997075,onestep,100,10
σ2,0.0009338647636983793,onestep,100,10
σ2net,0.003985529236265385,onestep,100,10
σ2boot,NaN,onestep,100,10
ψ,0.12130997436017388,tmle,100,10
σ2,0.0009338992358586229,tmle,100,10
σ2net,0.004012283567691204,tmle,100,10
σ2boot,NaN,tmle,100,10
ψ,0.03675352678343823,plugin_iid,100,10
σ2boot,NaN,plugin_iid,100,10
ψ,0.04166140046539615,ipw_iid,100,10
σ2,0.0008986448887070119,ipw_iid,100,10
σ2net,0.0008986448887070119,ipw_iid,100,10
σ2boot,NaN,ipw_iid,100,10
stabilized,false,ipw_iid,100,10
ψ,0.041100825996253094,sipw_iid,100,10
σ2,0.0008546906686641375,sipw_iid,100,10
σ2net,0.0008546906686641373,sipw_iid,100,10
σ2boot,NaN,sipw_iid,100,10
stabilized,true,sipw_iid,100,10
ψ,0.03617477233255463,onestep_iid,100,10
σ2,0.0008707095459986229,onestep_iid,100,10
σ2net,0.0008707095459986226,onestep_iid,100,10
σ2boot,NaN,onestep_iid,100,10
ψ,0.03619026719901933,tmle_iid,100,10
σ2,0.0008707095483995315,tmle_iid,100,10
σ2net,0.0008707095483995314,tmle_iid,100,10
σ2boot,NaN,tmle_iid,100,10
ψ,0.4617386890965303,ols,100,10
σ2,0.01621594441685634,ols,100,10
σ2net,0.01621594441685634,ols,100,10
ψ,0.05943025844936451,plugin,100,11
σ2boot,NaN,plugin,100,11
ψ,0.052909677616025795,ipw,100,11
σ2,0.0010385922294361676,ipw,100,11
σ2net,0.003970993783126784,ipw,100,11
σ2boot,NaN,ipw,100,11
stabilized,false,ipw,100,11
ψ,0.05580773753868714,sipw,100,11
σ2,0.0009935084969244288,sipw,100,11
σ2net,0.003683769351683459,sipw,100,11
σ2boot,NaN,sipw,100,11
stabilized,true,sipw,100,11
ψ,0.05889081393111154,onestep,100,11
σ2,0.0005179257511278769,onestep,100,11
σ2net,0.002082302815181091,onestep,100,11
σ2boot,NaN,onestep,100,11
ψ,0.05763296818757056,tmle,100,11
σ2,0.0005179415728870222,tmle,100,11
σ2net,0.00208491089508591,tmle,100,11
σ2boot,NaN,tmle,100,11
ψ,-0.01818682773749571,plugin_iid,100,11
σ2boot,NaN,plugin_iid,100,11
ψ,-0.018697809097720047,ipw_iid,100,11
σ2,0.000565985816781995,ipw_iid,100,11
σ2net,0.0005659858167819949,ipw_iid,100,11
σ2boot,NaN,ipw_iid,100,11
stabilized,false,ipw_iid,100,11
ψ,-0.018863540528373655,sipw_iid,100,11
σ2,0.0005838641686508338,sipw_iid,100,11
σ2net,0.0005838641686508333,sipw_iid,100,11
σ2boot,NaN,sipw_iid,100,11
stabilized,true,sipw_iid,100,11
ψ,-0.018507497263370948,onestep_iid,100,11
σ2,0.0005740478189462001,onestep_iid,100,11
σ2net,0.0005740478189462,onestep_iid,100,11
σ2boot,NaN,onestep_iid,100,11
ψ,-0.018510594695837945,tmle_iid,100,11
σ2,0.0005740478190421409,tmle_iid,100,11
σ2net,0.000574047819042141,tmle_iid,100,11
σ2boot,NaN,tmle_iid,100,11
ψ,0.5295163706612823,ols,100,11
σ2,0.012358057527232513,ols,100,11
σ2net,0.012358057527232513,ols,100,11
ψ,0.108700822619715,plugin,100,12
σ2boot,NaN,plugin,100,12
ψ,0.13133084854166271,ipw,100,12
σ2,0.0018683506410997403,ipw,100,12
σ2net,0.006365674875507176,ipw,100,12
σ2boot,NaN,ipw,100,12
stabilized,false,ipw,100,12
ψ,0.12906182900910104,sipw,100,12
σ2,0.001314842147484812,sipw,100,12
σ2net,0.004189113698197058,sipw,100,12
σ2boot,NaN,sipw,100,12
stabilized,true,sipw,100,12
ψ,0.11147594488633575,onestep,100,12
σ2,0.0006595891324652289,onestep,100,12
σ2net,0.0025422527256586227,onestep,100,12
σ2boot,NaN,onestep,100,12
ψ,0.11060057605955027,tmle,100,12
σ2,0.0006595967951710578,tmle,100,12
σ2net,0.0025390231283717235,tmle,100,12
σ2boot,NaN,tmle,100,12
ψ,0.03921953932604713,plugin_iid,100,12
σ2boot,NaN,plugin_iid,100,12
ψ,0.04176242499401434,ipw_iid,100,12
σ2,0.0006623525226155884,ipw_iid,100,12
σ2net,0.0006623525226155883,ipw_iid,100,12
σ2boot,NaN,ipw_iid,100,12
stabilized,false,ipw_iid,100,12
ψ,0.04119857543123651,sipw_iid,100,12
σ2,0.0006244280908175673,sipw_iid,100,12
σ2net,0.0006244280908175672,sipw_iid,100,12
σ2boot,NaN,sipw_iid,100,12
stabilized,true,sipw_iid,100,12
ψ,0.039364076187388276,onestep_iid,100,12
σ2,0.0006307833249522242,onestep_iid,100,12
σ2net,0.0006307833249522245,onestep_iid,100,12
σ2boot,NaN,onestep_iid,100,12
ψ,0.039361461928633476,tmle_iid,100,12
σ2,0.0006307833250205677,tmle_iid,100,12
σ2net,0.0006307833250205675,tmle_iid,100,12
σ2boot,NaN,tmle_iid,100,12
ψ,0.5253043359979819,ols,100,12
σ2,0.01167395379248843,ols,100,12
σ2net,0.01167395379248843,ols,100,12
ψ,0.15461880508338938,plugin,100,13
σ2boot,NaN,plugin,100,13
ψ,0.13261390888340258,ipw,100,13
σ2,0.0013430530925739456,ipw,100,13
σ2net,0.0016866152297495159,ipw,100,13
σ2boot,NaN,ipw,100,13
stabilized,false,ipw,100,13
ψ,0.11976728346767804,sipw,100,13
σ2,0.0008477105190330281,sipw,100,13
σ2net,0.0009381959284909922,sipw,100,13
σ2boot,NaN,sipw,100,13
stabilized,true,sipw,100,13
ψ,0.1552457782596189,onestep,100,13
σ2,0.0005297582313474419,onestep,100,13
σ2net,0.0010693162595286705,onestep,100,13
σ2boot,NaN,onestep,100,13
ψ,0.15523204565032409,tmle,100,13
σ2,0.0005297582332332875,tmle,100,13
σ2net,0.0010695214887393091,tmle,100,13
σ2boot,NaN,tmle,100,13
ψ,0.07420471594232969,plugin_iid,100,13
σ2boot,NaN,plugin_iid,100,13
ψ,0.07204716024751527,ipw_iid,100,13
σ2,0.0004247731397657186,ipw_iid,100,13
σ2net,0.0004247731397657185,ipw_iid,100,13
σ2boot,NaN,ipw_iid,100,13
stabilized,false,ipw_iid,100,13
ψ,0.07065830598782868,sipw_iid,100,13
σ2,0.0003954353057837247,sipw_iid,100,13
σ2net,0.0003954353057837247,sipw_iid,100,13
σ2boot,NaN,sipw_iid,100,13
stabilized,true,sipw_iid,100,13
ψ,0.07381239474899287,onestep_iid,100,13
σ2,0.0004099328687640298,onestep_iid,100,13
σ2net,0.00040993286876402985,onestep_iid,100,13
σ2boot,NaN,onestep_iid,100,13
ψ,0.07381646992779005,tmle_iid,100,13
σ2,0.0004099328689301007,tmle_iid,100,13
σ2net,0.0004099328689301006,tmle_iid,100,13
σ2boot,NaN,tmle_iid,100,13
ψ,0.310118572992543,ols,100,13
σ2,0.01195962024099413,ols,100,13
σ2net,0.01195962024099413,ols,100,13
ψ,0.12830299182261262,plugin,100,14
σ2boot,NaN,plugin,100,14
ψ,0.09731716621071121,ipw,100,14
σ2,0.0005473777639179716,ipw,100,14
σ2net,0.0013359376545701682,ipw,100,14
σ2boot,NaN,ipw,100,14
stabilized,false,ipw,100,14
ψ,0.09355520067457546,sipw,100,14
σ2,0.0003882569213794207,sipw,100,14
σ2net,0.000897360397143627,sipw,100,14
σ2boot,NaN,sipw,100,14
stabilized,true,sipw,100,14
ψ,0.12796181410123803,onestep,100,14
σ2,0.00037273304297608047,onestep,100,14
σ2net,0.0007939672351818381,onestep,100,14
σ2boot,NaN,onestep,100,14
ψ,0.12582945255309158,tmle,100,14
σ2,0.0003727785126338007,tmle,100,14
σ2net,0.000802719080261178,tmle,100,14
σ2boot,NaN,tmle,100,14
ψ,0.0507548438017015,plugin_iid,100,14
σ2boot,NaN,plugin_iid,100,14
ψ,0.05056777780678635,ipw_iid,100,14
σ2,0.0003852600144598353,ipw_iid,100,14
σ2net,0.00038526001445983546,ipw_iid,100,14
σ2boot,NaN,ipw_iid,100,14
stabilized,false,ipw_iid,100,14
ψ,0.05002121241741317,sipw_iid,100,14
σ2,0.0003647544834793003,sipw_iid,100,14
σ2net,0.00036475448347930033,sipw_iid,100,14
σ2boot,NaN,sipw_iid,100,14
stabilized,true,sipw_iid,100,14
ψ,0.05103147698104689,onestep_iid,100,14
σ2,0.0003685474889665397,onestep_iid,100,14
σ2net,0.00036854748896653967,onestep_iid,100,14
σ2boot,NaN,onestep_iid,100,14
ψ,0.05102968459607286,tmle_iid,100,14
σ2,0.0003685474889986661,tmle_iid,100,14
σ2net,0.0003685474889986662,tmle_iid,100,14
σ2boot,NaN,tmle_iid,100,14
ψ,0.30519379495983007,ols,100,14
σ2,0.0102986421596559,ols,100,14
σ2net,0.0102986421596559,ols,100,14
ψ,0.12435655817246319,plugin,100,15
σ2boot,NaN,plugin,100,15
ψ,0.1167192947310716,ipw,100,15
σ2,0.001018737186182665,ipw,100,15
σ2net,0.0023327938783869453,ipw,100,15
σ2boot,NaN,ipw,100,15
stabilized,false,ipw,100,15
ψ,0.11464406308267322,sipw,100,15
σ2,0.0007014135064202282,sipw,100,15
σ2net,0.0014318601607592367,sipw,100,15
σ2boot,NaN,sipw,100,15
stabilized,true,sipw,100,15
ψ,0.1226740659310553,onestep,100,15
σ2,0.0005443920604344611,onestep,100,15
σ2net,0.001670927084796105,onestep,100,15
σ2boot,NaN,onestep,100,15
ψ,0.12199076111156443,tmle,100,15
σ2,0.0005443967294892245,tmle,100,15
σ2net,0.0016765334704825655,tmle,100,15
σ2boot,NaN,tmle,100,15
ψ,0.03873365591378769,plugin_iid,100,15
σ2boot,NaN,plugin_iid,100,15
ψ,0.03626465818390005,ipw_iid,100,15
σ2,0.000635023232309582,ipw_iid,100,15
σ2net,0.000635023232309582,ipw_iid,100,15
σ2boot,NaN,ipw_iid,100,15
stabilized,false,ipw_iid,100,15
ψ,0.035928943273484434,sipw_iid,100,15
σ2,0.0006131987055292495,sipw_iid,100,15
σ2net,0.0006131987055292494,sipw_iid,100,15
σ2boot,NaN,sipw_iid,100,15
stabilized,true,sipw_iid,100,15
ψ,0.03908501339566944,onestep_iid,100,15
σ2,0.0006042280037478379,onestep_iid,100,15
σ2net,0.0006042280037478381,onestep_iid,100,15
σ2boot,NaN,onestep_iid,100,15
ψ,0.03908274789845698,tmle_iid,100,15
σ2,0.0006042280037991626,tmle_iid,100,15
σ2net,0.000604228003799163,tmle_iid,100,15
σ2boot,NaN,tmle_iid,100,15
ψ,0.37934889656885673,ols,100,15
σ2,0.015932690227570354,ols,100,15
σ2net,0.015932690227570354,ols,100,15
ψ,0.01763141146625887,plugin,100,16
