estimate,value,method,samples,i
σ2net,0.0014574835599826018,ipw_iid,100,2
σ2boot,NaN,ipw_iid,100,2
stabilized,false,ipw_iid,100,2
ψ,0.8497816064468597,sipw_iid,100,2
σ2,0.0014574854431702834,sipw_iid,100,2
σ2net,0.0014574854431702823,sipw_iid,100,2
σ2boot,NaN,sipw_iid,100,2
stabilized,true,sipw_iid,100,2
ψ,0.8525950430577396,onestep_iid,100,2
σ2,0.0014574859413214014,onestep_iid,100,2
σ2net,0.001457485941321401,onestep_iid,100,2
σ2boot,NaN,onestep_iid,100,2
ψ,0.8525950420201878,tmle_iid,100,2
σ2,0.0014574859295056843,tmle_iid,100,2
σ2net,0.0014574859295056841,tmle_iid,100,2
σ2boot,NaN,tmle_iid,100,2
ψ,0.07333906777803795,ols,100,2
σ2,0.01556062202080845,ols,100,2
σ2net,0.01556062202080845,ols,100,2
ψ,1.0197711237949163,plugin,100,3
σ2boot,NaN,plugin,100,3
ψ,0.9310332586617363,ipw,100,3
σ2,0.0021852584339859637,ipw,100,3
σ2net,0.0031317088878989536,ipw,100,3
σ2boot,NaN,ipw,100,3
stabilized,false,ipw,100,3
ψ,0.9310334147351159,sipw,100,3
σ2,0.002185260761327262,sipw,100,3
σ2net,0.0031317121926919514,sipw,100,3
σ2boot,NaN,sipw,100,3
stabilized,true,sipw,100,3
ψ,1.0197711125074258,onestep,100,3
σ2,0.0021572641422575828,onestep,100,3
σ2net,0.003171767598952896,onestep,100,3
σ2boot,NaN,onestep,100,3
ψ,1.0192357832165022,tmle,100,3
σ2,0.00215726816278209,tmle,100,3
σ2net,0.003172183160136231,tmle,100,3
σ2boot,NaN,tmle,100,3
ψ,0.9413791537510385,plugin_iid,100,3
σ2boot,NaN,plugin_iid,100,3
ψ,0.9310333224860989,ipw_iid,100,3
σ2,0.002185259715711305,ipw_iid,100,3
σ2net,0.002185259715711306,ipw_iid,100,3
σ2boot,NaN,ipw_iid,100,3
stabilized,false,ipw_iid,100,3
ψ,0.9310334193541911,sipw_iid,100,3
σ2,0.002185260766712644,sipw_iid,100,3
σ2net,0.002185260766712644,sipw_iid,100,3
σ2boot,NaN,sipw_iid,100,3
stabilized,true,sipw_iid,100,3
ψ,0.9413791740721094,onestep_iid,100,3
σ2,0.002185258476533236,onestep_iid,100,3
σ2net,0.002185258476533236,onestep_iid,100,3
σ2boot,NaN,onestep_iid,100,3
ψ,0.9413791270903924,tmle_iid,100,3
σ2,0.002185257365837948,tmle_iid,100,3
σ2net,0.0021852573658379475,tmle_iid,100,3
σ2boot,NaN,tmle_iid,100,3
ψ,0.2711229738809633,ols,100,3
σ2,0.024533134003685272,ols,100,3
σ2net,0.024533134003685272,ols,100,3
ψ,1.057990374171624,plugin,100,4
σ2boot,NaN,plugin,100,4
ψ,0.966938263719224,ipw,100,4
σ2,0.0017014152139249532,ipw,100,4
σ2net,0.005175394760420394,ipw,100,4
σ2boot,NaN,ipw,100,4
stabilized,false,ipw,100,4
ψ,0.9669382497602694,sipw,100,4
σ2,0.0017014167221303957,sipw,100,4
σ2net,0.005175390863627367,sipw,100,4
σ2boot,NaN,sipw,100,4
stabilized,true,sipw,100,4
ψ,1.0579903718208996,onestep,100,4
σ2,0.0017089613833416563,onestep,100,4
σ2net,0.0050397096003096204,onestep,100,4
σ2boot,NaN,onestep,100,4
ψ,1.0575276929444226,tmle,100,4
σ2,0.0017089634637691487,tmle,100,4
σ2net,0.005041838479761129,tmle,100,4
σ2boot,NaN,tmle,100,4
ψ,0.9821351370737708,plugin_iid,100,4
σ2boot,NaN,plugin_iid,100,4
ψ,0.9669383326681801,ipw_iid,100,4
σ2,0.0017014181854762963,ipw_iid,100,4
σ2net,0.0017014181854762963,ipw_iid,100,4
σ2boot,NaN,ipw_iid,100,4
stabilized,false,ipw_iid,100,4
ψ,0.9669382613873045,sipw_iid,100,4
σ2,0.001701417642180315,sipw_iid,100,4
σ2net,0.001701417642180316,sipw_iid,100,4
σ2boot,NaN,sipw_iid,100,4
stabilized,true,sipw_iid,100,4
ψ,0.9821352122450616,onestep_iid,100,4
σ2,0.0017014185853323474,onestep_iid,100,4
σ2net,0.0017014185853323478,onestep_iid,100,4
σ2boot,NaN,onestep_iid,100,4
ψ,0.982135177038623,tmle_iid,100,4
σ2,0.0017014184732807838,tmle_iid,100,4
σ2net,0.0017014184732807838,tmle_iid,100,4
σ2boot,NaN,tmle_iid,100,4
ψ,0.34662170424472954,ols,100,4
σ2,0.019090772102136923,ols,100,4
σ2net,0.019090772102136923,ols,100,4
ψ,1.164412968360671,plugin,100,5
σ2boot,NaN,plugin,100,5
ψ,1.0818217850000504,ipw,100,5
σ2,0.002701389168635068,ipw,100,5
σ2net,0.003575584727533625,ipw,100,5
σ2boot,NaN,ipw,100,5
stabilized,false,ipw,100,5
ψ,1.081821936050823,sipw,100,5
σ2,0.0027013963280472283,sipw,100,5
σ2net,0.0035755832763605363,sipw,100,5
σ2boot,NaN,sipw,100,5
stabilized,true,sipw,100,5
ψ,1.1644129612431504,onestep,100,5
σ2,0.002823498444381658,onestep,100,5
σ2net,0.003958778579769763,onestep,100,5
σ2boot,NaN,onestep,100,5
ψ,1.162947622441625,tmle,100,5
σ2,0.002823519553267827,tmle,100,5
σ2net,0.003998180830059021,tmle,100,5
σ2boot,NaN,tmle,100,5
ψ,1.0933032140052557,plugin_iid,100,5
σ2boot,NaN,plugin_iid,100,5
ψ,1.081822086266245,ipw_iid,100,5
σ2,0.002701405936268015,ipw_iid,100,5
σ2net,0.0027014059362680145,ipw_iid,100,5
σ2boot,NaN,ipw_iid,100,5
stabilized,false,ipw_iid,100,5
ψ,1.0818220100036922,sipw_iid,100,5
σ2,0.002701399713293803,sipw_iid,100,5
σ2net,0.002701399713293803,sipw_iid,100,5
σ2boot,NaN,sipw_iid,100,5
stabilized,true,sipw_iid,100,5
ψ,1.0933031895074474,onestep_iid,100,5
σ2,0.002701400437306878,onestep_iid,100,5
σ2net,0.0027014004373068787,onestep_iid,100,5
σ2boot,NaN,onestep_iid,100,5
ψ,1.0933031957865267,tmle_iid,100,5
σ2,0.002701399764779242,tmle_iid,100,5
σ2net,0.002701399764779242,tmle_iid,100,5
σ2boot,NaN,tmle_iid,100,5
ψ,0.27151470397379285,ols,100,5
σ2,0.015541737549250522,ols,100,5
σ2net,0.015541737549250522,ols,100,5
ψ,1.0103782671448924,plugin,100,6
σ2boot,NaN,plugin,100,6
ψ,0.9131487578498231,ipw,100,6
σ2,0.0015236784145730706,ipw,100,6
σ2net,0.005298349660240178,ipw,100,6
σ2boot,NaN,ipw,100,6
stabilized,false,ipw,100,6
ψ,0.9131487374585866,sipw,100,6
σ2,0.001523678527831747,sipw,100,6
σ2net,0.005298345584225484,sipw,100,6
σ2boot,NaN,sipw,100,6
stabilized,true,sipw,100,6
ψ,1.0103782532370265,onestep,100,6
σ2,0.0014627225060480373,onestep,100,6
σ2net,0.004773031749670287,onestep,100,6
σ2boot,NaN,onestep,100,6
ψ,1.0099614299430362,tmle,100,6
σ2,0.001462724404151865,tmle,100,6
σ2net,0.004767669497645194,tmle,100,6
σ2boot,NaN,tmle,100,6
ψ,0.9183492422732976,plugin_iid,100,6
σ2boot,NaN,plugin_iid,100,6
ψ,0.9131487924858913,ipw_iid,100,6
σ2,0.0015236793801990374,ipw_iid,100,6
σ2net,0.0015236793801990374,ipw_iid,100,6
σ2boot,NaN,ipw_iid,100,6
stabilized,false,ipw_iid,100,6
ψ,0.9131488055656242,sipw_iid,100,6
σ2,0.001523678637025267,sipw_iid,100,6
σ2net,0.001523678637025267,sipw_iid,100,6
σ2boot,NaN,sipw_iid,100,6
stabilized,true,sipw_iid,100,6
ψ,0.918349253184982,onestep_iid,100,6
σ2,0.0015236784892987537,onestep_iid,100,6
σ2net,0.0015236784892987533,onestep_iid,100,6
σ2boot,NaN,onestep_iid,100,6
ψ,0.9183492570538703,tmle_iid,100,6
σ2,0.001523678468302427,tmle_iid,100,6
σ2net,0.0015236784683024264,tmle_iid,100,6
σ2boot,NaN,tmle_iid,100,6
ψ,0.13427427403787032,ols,100,6
σ2,0.017631401868595593,ols,100,6
σ2net,0.017631401868595593,ols,100,6
ψ,0.9385422842310966,plugin,100,7
σ2boot,NaN,plugin,100,7
ψ,0.8524173413175556,ipw,100,7
σ2,0.0013778017983500782,ipw,100,7
σ2net,0.0029678070749990394,ipw,100,7
σ2boot,NaN,ipw,100,7
stabilized,false,ipw,100,7
ψ,0.8524173504904959,sipw,100,7
σ2,0.0013778020184540447,sipw,100,7
σ2net,0.0029678015476668276,sipw,100,7
σ2boot,NaN,sipw,100,7
stabilized,true,sipw,100,7
ψ,0.9385422696110669,onestep,100,7
σ2,0.001380647148673724,onestep,100,7
σ2net,0.003143831076654811,onestep,100,7
σ2boot,NaN,onestep,100,7
ψ,0.9375182301976995,tmle,100,7
σ2,0.0013806572957486916,tmle,100,7
σ2net,0.0031505493411428617,tmle,100,7
σ2boot,NaN,tmle,100,7
ψ,0.8688003131255391,plugin_iid,100,7
σ2boot,NaN,plugin_iid,100,7
ψ,0.8524174585060641,ipw_iid,100,7
σ2,0.0013778057208846894,ipw_iid,100,7
σ2net,0.00137780572088469,ipw_iid,100,7
σ2boot,NaN,ipw_iid,100,7
stabilized,false,ipw_iid,100,7
ψ,0.8524173040721587,sipw_iid,100,7
σ2,0.001377801593493794,sipw_iid,100,7
σ2net,0.0013778015934937942,sipw_iid,100,7
σ2boot,NaN,sipw_iid,100,7
stabilized,true,sipw_iid,100,7
ψ,0.868800303173381,onestep_iid,100,7
σ2,0.0013778019162822574,onestep_iid,100,7
σ2net,0.0013778019162822579,onestep_iid,100,7
σ2boot,NaN,onestep_iid,100,7
ψ,0.8688003214321683,tmle_iid,100,7
σ2,0.001377801987139077,tmle_iid,100,7
σ2net,0.0013778019871390774,tmle_iid,100,7
σ2boot,NaN,tmle_iid,100,7
ψ,0.40517508312972744,ols,100,7
σ2,0.016800873373819764,ols,100,7
σ2net,0.016800873373819764,ols,100,7
ψ,0.9211166422249428,plugin,100,8
σ2boot,NaN,plugin,100,8
ψ,0.825718378412695,ipw,100,8
σ2,0.0012079794100936588,ipw,100,8
σ2net,0.004692802344771401,ipw,100,8
σ2boot,NaN,ipw,100,8
stabilized,false,ipw,100,8
ψ,0.8257183463023248,sipw,100,8
σ2,0.001207978483404961,sipw,100,8
σ2net,0.004692795814299009,sipw,100,8
σ2boot,NaN,sipw,100,8
stabilized,true,sipw,100,8
ψ,0.9211166470202591,onestep,100,8
σ2,0.001211346508072707,onestep,100,8
σ2net,0.004750274788743744,onestep,100,8
σ2boot,NaN,onestep,100,8
ψ,0.9211166482360355,tmle,100,8
σ2,0.0012113465269891288,tmle,100,8
σ2net,0.004750274832595401,tmle,100,8
σ2boot,NaN,tmle,100,8
ψ,0.8396346491945718,plugin_iid,100,8
σ2boot,NaN,plugin_iid,100,8
ψ,0.8257183016048194,ipw_iid,100,8
σ2,0.0012079778950939341,ipw_iid,100,8
σ2net,0.0012079778950939337,ipw_iid,100,8
σ2boot,NaN,ipw_iid,100,8
stabilized,false,ipw_iid,100,8
ψ,0.8257182909425254,sipw_iid,100,8
σ2,0.0012079784069049997,sipw_iid,100,8
σ2net,0.001207978406905,sipw_iid,100,8
σ2boot,NaN,sipw_iid,100,8
stabilized,true,sipw_iid,100,8
ψ,0.8396346899712154,onestep_iid,100,8
σ2,0.0012079784293531181,onestep_iid,100,8
σ2net,0.0012079784293531177,onestep_iid,100,8
σ2boot,NaN,onestep_iid,100,8
ψ,0.8396346505737291,tmle_iid,100,8
σ2,0.0012079783145776046,tmle_iid,100,8
σ2net,0.0012079783145776044,tmle_iid,100,8
σ2boot,NaN,tmle_iid,100,8
ψ,0.34612838238287896,ols,100,8
σ2,0.016880151083792934,ols,100,8
σ2net,0.016880151083792934,ols,100,8
ψ,0.8001097060265381,plugin,100,9
σ2boot,NaN,plugin,100,9
ψ,0.7145727486240558,ipw,100,9
σ2,0.0014943006743931009,ipw,100,9
σ2net,0.0061683722582884515,ipw,100,9
σ2boot,NaN,ipw,100,9
stabilized,false,ipw,100,9
ψ,0.7145726685673515,sipw,100,9
σ2,0.0014942978453774145,sipw,100,9
σ2net,0.006168356781891466,sipw,100,9
σ2boot,NaN,sipw,100,9
stabilized,true,sipw,100,9
ψ,0.8001097038434294,onestep,100,9
σ2,0.0014639617297068277,onestep,100,9
σ2net,0.006100227797747925,onestep,100,9
σ2boot,NaN,onestep,100,9
ψ,0.7991166267841112,tmle,100,9
σ2,0.0014639713855414827,tmle,100,9
σ2net,0.006098439541103278,tmle,100,9
σ2boot,NaN,tmle,100,9
ψ,0.7241852827683607,plugin_iid,100,9
σ2boot,NaN,plugin_iid,100,9
ψ,0.7145726320515797,ipw_iid,100,9
σ2,0.0014942987780653299,ipw_iid,100,9
σ2net,0.0014942987780653296,ipw_iid,100,9
σ2boot,NaN,ipw_iid,100,9
stabilized,false,ipw_iid,100,9
ψ,0.7145727176259594,sipw_iid,100,9
σ2,0.0014942997811868833,sipw_iid,100,9
σ2net,0.0014942997811868831,sipw_iid,100,9
σ2boot,NaN,sipw_iid,100,9
stabilized,true,sipw_iid,100,9
ψ,0.7241852206237884,onestep_iid,100,9
σ2,0.0014942992646886255,onestep_iid,100,9
σ2net,0.0014942992646886255,onestep_iid,100,9
σ2boot,NaN,onestep_iid,100,9
ψ,0.7241852646876901,tmle_iid,100,9
σ2,0.0014942988619291216,tmle_iid,100,9
σ2net,0.0014942988619291216,tmle_iid,100,9
σ2boot,NaN,tmle_iid,100,9
ψ,0.22975473481358083,ols,100,9
σ2,0.022495677248344927,ols,100,9
σ2net,0.022495677248344927,ols,100,9
ψ,1.023373470778789,plugin,100,10
σ2boot,NaN,plugin,100,10
ψ,0.9403697404510758,ipw,100,10
σ2,0.0009094798243938291,ipw,100,10
σ2net,0.0019238750950930931,ipw,100,10
σ2boot,NaN,ipw,100,10
stabilized,false,ipw,100,10
ψ,0.9403696904168755,sipw,100,10
σ2,0.0009094799457532083,sipw,100,10
σ2net,0.001923874564803755,sipw,100,10
σ2boot,NaN,sipw,100,10
stabilized,true,sipw,100,10
ψ,1.0233734767102698,onestep,100,10
σ2,0.0009209950573584725,onestep,100,10
σ2net,0.0021315722851557996,onestep,100,10
σ2boot,NaN,onestep,100,10
ψ,1.0233734591121788,tmle,100,10
σ2,0.0009209950015069372,tmle,100,10
σ2net,0.002131572152945436,tmle,100,10
σ2boot,NaN,tmle,100,10
ψ,0.9560585534130067,plugin_iid,100,10
σ2boot,NaN,plugin_iid,100,10
ψ,0.9403698538681416,ipw_iid,100,10
σ2,0.0009094832414480615,ipw_iid,100,10
σ2net,0.0009094832414480614,ipw_iid,100,10
σ2boot,NaN,ipw_iid,100,10
stabilized,false,ipw_iid,100,10
ψ,0.9403698088022544,sipw_iid,100,10
σ2,0.0009094815297324303,sipw_iid,100,10
σ2net,0.0009094815297324301,sipw_iid,100,10
σ2boot,NaN,sipw_iid,100,10
stabilized,true,sipw_iid,100,10
ψ,0.9560585714277731,onestep_iid,100,10
σ2,0.0009094812644148646,onestep_iid,100,10
σ2net,0.0009094812644148646,onestep_iid,100,10
σ2boot,NaN,onestep_iid,100,10
ψ,0.9560585615086578,tmle_iid,100,10
σ2,0.0009094812507615342,tmle_iid,100,10
σ2net,0.0009094812507615339,tmle_iid,100,10
σ2boot,NaN,tmle_iid,100,10
ψ,0.38519791026729255,ols,100,10
σ2,0.011852124756102948,ols,100,10
σ2net,0.011852124756102948,ols,100,10
ψ,0.8841734496705885,plugin,100,11
σ2boot,NaN,plugin,100,11
ψ,0.7836158586682526,ipw,100,11
σ2,0.001272310963616567,ipw,100,11
σ2net,0.002962161338004335,ipw,100,11
σ2boot,NaN,ipw,100,11
stabilized,false,ipw,100,11
ψ,0.7836158945951871,sipw,100,11
σ2,0.001272311303228129,sipw,100,11
σ2net,0.0029621595772848443,sipw,100,11
σ2boot,NaN,sipw,100,11
stabilized,true,sipw,100,11
ψ,0.8841734582556131,onestep,100,11
σ2,0.0012719106398909566,onestep,100,11
σ2net,0.003168376046454123,onestep,100,11
σ2boot,NaN,onestep,100,11
ψ,0.8832940707682504,tmle,100,11
σ2,0.0012719183974915491,tmle,100,11
σ2net,0.00317576677235025,tmle,100,11
σ2boot,NaN,tmle,100,11
ψ,0.7999108804049656,plugin_iid,100,11
σ2boot,NaN,plugin_iid,100,11
ψ,0.7836158560802896,ipw_iid,100,11
σ2,0.001272310808311482,ipw_iid,100,11
σ2net,0.0012723108083114814,ipw_iid,100,11
σ2boot,NaN,ipw_iid,100,11
stabilized,false,ipw_iid,100,11
ψ,0.7836159077528544,sipw_iid,100,11
σ2,0.001272311108145994,sipw_iid,100,11
σ2net,0.0012723111081459945,sipw_iid,100,11
σ2boot,NaN,sipw_iid,100,11
stabilized,true,sipw_iid,100,11
ψ,0.7999109125432178,onestep_iid,100,11
σ2,0.001272310174483783,onestep_iid,100,11
σ2net,0.0012723101744837823,onestep_iid,100,11
σ2boot,NaN,onestep_iid,100,11
ψ,0.7999108797709144,tmle_iid,100,11
σ2,0.0012723101830403067,tmle_iid,100,11
σ2net,0.0012723101830403065,tmle_iid,100,11
σ2boot,NaN,tmle_iid,100,11
ψ,0.35029877903624423,ols,100,11
σ2,0.015494828085476952,ols,100,11
σ2net,0.015494828085476952,ols,100,11
ψ,0.9781435542838139,plugin,100,12
σ2boot,NaN,plugin,100,12
ψ,0.8930014878684261,ipw,100,12
σ2,0.0013368255475715953,ipw,100,12
σ2net,0.0033428581710090305,ipw,100,12
σ2boot,NaN,ipw,100,12
stabilized,false,ipw,100,12
ψ,0.8930014805713512,sipw,100,12
σ2,0.0013368262079837296,sipw,100,12
σ2net,0.0033428559534544092,sipw,100,12
σ2boot,NaN,sipw,100,12
stabilized,true,sipw,100,12
ψ,0.9781435639991307,onestep,100,12
σ2,0.0013400604507199532,onestep,100,12
σ2net,0.0031455075323894408,onestep,100,12
σ2boot,NaN,onestep,100,12
ψ,0.9781435714933285,tmle,100,12
σ2,0.0013400602490827131,tmle,100,12
σ2net,0.0031455067724802197,tmle,100,12
σ2boot,NaN,tmle,100,12
ψ,0.9081820193328128,plugin_iid,100,12
σ2boot,NaN,plugin_iid,100,12
ψ,0.8930014955189104,ipw_iid,100,12
σ2,0.0013368261206157363,ipw_iid,100,12
σ2net,0.0013368261206157359,ipw_iid,100,12
σ2boot,NaN,ipw_iid,100,12
stabilized,false,ipw_iid,100,12
ψ,0.8930015717995363,sipw_iid,100,12
σ2,0.0013368276831848382,sipw_iid,100,12
σ2net,0.0013368276831848386,sipw_iid,100,12
σ2boot,NaN,sipw_iid,100,12
stabilized,true,sipw_iid,100,12
ψ,0.9081820314987596,onestep_iid,100,12
σ2,0.00133682711691243,onestep_iid,100,12
σ2net,0.0013368271169124303,onestep_iid,100,12
σ2boot,NaN,onestep_iid,100,12
ψ,0.9081820371594668,tmle_iid,100,12
σ2,0.0013368271126416751,tmle_iid,100,12
σ2net,0.0013368271126416747,tmle_iid,100,12
σ2boot,NaN,tmle_iid,100,12
ψ,0.3398683037844937,ols,100,12
σ2,0.01320382636359528,ols,100,12
σ2net,0.01320382636359528,ols,100,12
ψ,0.9271814248941267,plugin,100,13
σ2boot,NaN,plugin,100,13
ψ,0.8250560587733732,ipw,100,13
σ2,0.002518103227215226,ipw,100,13
σ2net,0.009529680382466857,ipw,100,13
σ2boot,NaN,ipw,100,13
stabilized,false,ipw,100,13
ψ,0.8250558939379782,sipw,100,13
σ2,0.0025180992545631954,sipw,100,13
σ2net,0.009529668355520264,sipw,100,13
σ2boot,NaN,sipw,100,13
stabilized,true,sipw,100,13
ψ,0.9271814126515574,onestep,100,13
σ2,0.0024647508818803217,onestep,100,13
σ2net,0.009251072532981465,onestep,100,13
σ2boot,NaN,onestep,100,13
ψ,0.9252228453728368,tmle,100,13
σ2,0.0024647892582596712,tmle,100,13
σ2net,0.009225674509323586,tmle,100,13
σ2boot,NaN,tmle,100,13
ψ,0.8466953234655249,plugin_iid,100,13
σ2boot,NaN,plugin_iid,100,13
ψ,0.8250559476393807,ipw_iid,100,13
σ2,0.002518101947044215,ipw_iid,100,13
σ2net,0.0025181019470442148,ipw_iid,100,13
σ2boot,NaN,ipw_iid,100,13
stabilized,false,ipw_iid,100,13
ψ,0.82505604611807,sipw_iid,100,13
σ2,0.002518102398859058,sipw_iid,100,13
σ2net,0.0025181023988590586,sipw_iid,100,13
σ2boot,NaN,sipw_iid,100,13
stabilized,true,sipw_iid,100,13
ψ,0.8466953026848798,onestep_iid,100,13
σ2,0.0025181009355064923,onestep_iid,100,13
σ2net,0.0025181009355064923,onestep_iid,100,13
σ2boot,NaN,onestep_iid,100,13
ψ,0.8466953828011496,tmle_iid,100,13
σ2,0.0025181009793103313,tmle_iid,100,13
σ2net,0.0025181009793103335,tmle_iid,100,13
σ2boot,NaN,tmle_iid,100,13
ψ,0.518710489386301,ols,100,13
σ2,0.017317059956398186,ols,100,13
σ2net,0.017317059956398186,ols,100,13
ψ,1.047831878576727,plugin,100,14
σ2boot,NaN,plugin,100,14
ψ,0.963486833058599,ipw,100,14
σ2,0.0015924093900192365,ipw,100,14
σ2net,0.00518439153962035,ipw,100,14
σ2boot,NaN,ipw,100,14
stabilized,false,ipw,100,14
ψ,0.9634868780843796,sipw,100,14
σ2,0.0015924094538410781,sipw,100,14
σ2net,0.005184398182461944,sipw,100,14
σ2boot,NaN,sipw,100,14
stabilized,true,sipw,100,14
ψ,1.0478318760088556,onestep,100,14
σ2,0.0016479415790816535,onestep,100,14
σ2net,0.005439348439273062,onestep,100,14
σ2boot,NaN,onestep,100,14
ψ,1.0475717050713567,tmle,100,14
σ2,0.001647942158331393,tmle,100,14
σ2net,0.005442794833771326,tmle,100,14
σ2boot,NaN,tmle,100,14
ψ,0.9850889818326999,plugin_iid,100,14
σ2boot,NaN,plugin_iid,100,14
ψ,0.9634868313323602,ipw_iid,100,14
σ2,0.0015924093419956535,ipw_iid,100,14
σ2net,0.0015924093419956533,ipw_iid,100,14
σ2boot,NaN,ipw_iid,100,14
stabilized,false,ipw_iid,100,14
ψ,0.9634868423464682,sipw_iid,100,14
σ2,0.0015924093402004435,sipw_iid,100,14
σ2net,0.0015924093402004443,sipw_iid,100,14
σ2boot,NaN,sipw_iid,100,14
stabilized,true,sipw_iid,100,14
ψ,0.985088960248966,onestep_iid,100,14
σ2,0.001592409552803123,onestep_iid,100,14
σ2net,0.0015924095528031233,onestep_iid,100,14
σ2boot,NaN,onestep_iid,100,14
ψ,0.9850889359547793,tmle_iid,100,14
σ2,0.0015924097753806377,tmle_iid,100,14
σ2net,0.0015924097753806377,tmle_iid,100,14
σ2boot,NaN,tmle_iid,100,14
ψ,0.5172219838479334,ols,100,14
σ2,0.015480880749734471,ols,100,14
σ2net,0.015480880749734471,ols,100,14
ψ,0.9922336473665573,plugin,100,15
σ2boot,NaN,plugin,100,15
ψ,0.901465390501927,ipw,100,15
σ2,0.0012323876247786942,ipw,100,15
σ2net,0.0028413800168263265,ipw,100,15
σ2boot,NaN,ipw,100,15
stabilized,false,ipw,100,15
ψ,0.9014654273603072,sipw,100,15
σ2,0.0012323891546009956,sipw,100,15
σ2net,0.0028413762537714037,sipw,100,15
σ2boot,NaN,sipw,100,15
stabilized,true,sipw,100,15
ψ,0.9922336422407615,onestep,100,15
σ2,0.0012179224045536826,onestep,100,15
σ2net,0.002820315364261061,onestep,100,15
σ2boot,NaN,onestep,100,15
ψ,0.9921964733646134,tmle,100,15
σ2,0.001217922423520674,tmle,100,15
σ2net,0.0028203011647832065,tmle,100,15
σ2boot,NaN,tmle,100,15
ψ,0.9159930631006609,plugin_iid,100,15
σ2boot,NaN,plugin_iid,100,15
ψ,0.9014653927025924,ipw_iid,100,15
σ2,0.001232387749375346,ipw_iid,100,15
σ2net,0.0012323877493753464,ipw_iid,100,15
σ2boot,NaN,ipw_iid,100,15
stabilized,false,ipw_iid,100,15
ψ,0.9014654739768715,sipw_iid,100,15
σ2,0.0012323893779039175,sipw_iid,100,15
σ2net,0.0012323893779039178,sipw_iid,100,15
σ2boot,NaN,sipw_iid,100,15
stabilized,true,sipw_iid,100,15
ψ,0.9159930406760541,onestep_iid,100,15
σ2,0.0012323892599824208,onestep_iid,100,15
σ2net,0.0012323892599824203,onestep_iid,100,15
σ2boot,NaN,onestep_iid,100,15
ψ,0.9159930342768395,tmle_iid,100,15
σ2,0.0012323892098595483,tmle_iid,100,15
σ2net,0.0012323892098595483,tmle_iid,100,15
σ2boot,NaN,tmle_iid,100,15
ψ,0.3627084989652048,ols,100,15
σ2,0.015175633586300521,ols,100,15
σ2net,0.015175633586300521,ols,100,15
ψ,1.1100753364873872,plugin,100,16
σ2boot,NaN,plugin,100,16
ψ,1.0166395210698183,ipw,100,16
σ2,0.0018507073112841092,ipw,100,16
σ2net,0.004346074083097971,ipw,100,16
σ2boot,NaN,ipw,100,16
