estimate,value,method,samples,i
σ2net,0.0014574860767705253,ipw_iid,100,2
σ2boot,NaN,ipw_iid,100,2
stabilized,false,ipw_iid,100,2
ψ,0.8497816604535121,sipw_iid,100,2
σ2,0.0014574854891680753,sipw_iid,100,2
σ2net,0.0014574854891680755,sipw_iid,100,2
σ2boot,NaN,sipw_iid,100,2
stabilized,true,sipw_iid,100,2
ψ,0.8525950417508927,onestep_iid,100,2
σ2,0.0014574859512517168,onestep_iid,100,2
σ2net,0.0014574859512517166,onestep_iid,100,2
σ2boot,NaN,onestep_iid,100,2
ψ,0.8525950750144936,tmle_iid,100,2
σ2,0.0014574859242104782,tmle_iid,100,2
σ2net,0.001457485924210478,tmle_iid,100,2
σ2boot,NaN,tmle_iid,100,2
ψ,0.07333906777803795,ols,100,2
σ2,0.01556062202080845,ols,100,2
σ2net,0.01556062202080845,ols,100,2
ψ,1.0197711237949163,plugin,100,3
σ2boot,NaN,plugin,100,3
ψ,0.9310332336513695,ipw,100,3
σ2,0.0021852572168269352,ipw,100,3
σ2net,0.003131706399387952,ipw,100,3
σ2boot,NaN,ipw,100,3
stabilized,false,ipw,100,3
ψ,0.9310332916974616,sipw,100,3
σ2,0.0021852590313369727,sipw,100,3
σ2net,0.0031317103505739134,sipw,100,3
σ2boot,NaN,sipw,100,3
stabilized,true,sipw,100,3
ψ,1.0197711428271965,onestep,100,3
σ2,0.0021572652090178614,onestep,100,3
σ2net,0.0031717683122822996,onestep,100,3
σ2boot,NaN,onestep,100,3
ψ,1.0192357867477744,tmle,100,3
σ2,0.0021572674079755895,tmle,100,3
σ2net,0.0031721831679483643,tmle,100,3
σ2boot,NaN,tmle,100,3
ψ,0.9413791537510385,plugin_iid,100,3
σ2boot,NaN,plugin_iid,100,3
ψ,0.9310334376990308,ipw_iid,100,3
σ2,0.0021852658084697933,ipw_iid,100,3
σ2net,0.0021852658084697933,ipw_iid,100,3
σ2boot,NaN,ipw_iid,100,3
stabilized,false,ipw_iid,100,3
ψ,0.9310332957076878,sipw_iid,100,3
σ2,0.0021852579495825896,sipw_iid,100,3
σ2net,0.00218525794958259,sipw_iid,100,3
σ2boot,NaN,sipw_iid,100,3
stabilized,true,sipw_iid,100,3
ψ,0.941379186359195,onestep_iid,100,3
σ2,0.0021852579713704163,onestep_iid,100,3
σ2net,0.002185257971370417,onestep_iid,100,3
σ2boot,NaN,onestep_iid,100,3
ψ,0.9413791694660232,tmle_iid,100,3
σ2,0.002185258469512426,tmle_iid,100,3
σ2net,0.002185258469512425,tmle_iid,100,3
σ2boot,NaN,tmle_iid,100,3
ψ,0.2711229738809633,ols,100,3
σ2,0.024533134003685272,ols,100,3
σ2net,0.024533134003685272,ols,100,3
ψ,1.057990374171624,plugin,100,4
σ2boot,NaN,plugin,100,4
ψ,0.9669383385209511,ipw,100,4
σ2,0.0017014173332489462,ipw,100,4
σ2net,0.0051753990531017355,ipw,100,4
σ2boot,NaN,ipw,100,4
stabilized,false,ipw,100,4
ψ,0.966938252563607,sipw,100,4
σ2,0.001701416731185888,sipw,100,4
σ2net,0.005175392865433562,sipw,100,4
σ2boot,NaN,sipw,100,4
stabilized,true,sipw,100,4
ψ,1.0579903680989522,onestep,100,4
σ2,0.0017089615572960226,onestep,100,4
σ2net,0.005039708531522395,onestep,100,4
σ2boot,NaN,onestep,100,4
ψ,1.0575276942077172,tmle,100,4
σ2,0.0017089636147009427,tmle,100,4
σ2net,0.005041839024203934,tmle,100,4
σ2boot,NaN,tmle,100,4
ψ,0.9821351370737708,plugin_iid,100,4
σ2boot,NaN,plugin_iid,100,4
ψ,0.9669383805097479,ipw_iid,100,4
σ2,0.001701419506633582,ipw_iid,100,4
σ2net,0.0017014195066335823,ipw_iid,100,4
σ2boot,NaN,ipw_iid,100,4
stabilized,false,ipw_iid,100,4
ψ,0.9669383086282499,sipw_iid,100,4
σ2,0.0017014178375046138,sipw_iid,100,4
σ2net,0.0017014178375046138,sipw_iid,100,4
σ2boot,NaN,sipw_iid,100,4
stabilized,true,sipw_iid,100,4
ψ,0.9821350976008132,onestep_iid,100,4
σ2,0.0017014187782976732,onestep_iid,100,4
σ2net,0.001701418778297673,onestep_iid,100,4
σ2boot,NaN,onestep_iid,100,4
ψ,0.9821351613350608,tmle_iid,100,4
σ2,0.001701418261159525,tmle_iid,100,4
σ2net,0.001701418261159525,tmle_iid,100,4
σ2boot,NaN,tmle_iid,100,4
ψ,0.34662170424472954,ols,100,4
σ2,0.019090772102136923,ols,100,4
σ2net,0.019090772102136923,ols,100,4
ψ,1.164412968360671,plugin,100,5
σ2boot,NaN,plugin,100,5
ψ,1.081821929761585,ipw,100,5
σ2,0.002701393766750271,ipw,100,5
σ2net,0.00357558741555665,ipw,100,5
σ2boot,NaN,ipw,100,5
stabilized,false,ipw,100,5
ψ,1.0818218372912074,sipw,100,5
σ2,0.0027013938559176877,sipw,100,5
σ2net,0.003575582512949528,sipw,100,5
σ2boot,NaN,sipw,100,5
stabilized,true,sipw,100,5
ψ,1.1644129503991032,onestep,100,5
σ2,0.00282349757420761,onestep,100,5
σ2net,0.00395877801507229,onestep,100,5
σ2boot,NaN,onestep,100,5
ψ,1.1629476231011882,tmle,100,5
σ2,0.0028235195685232394,tmle,100,5
σ2net,0.0039981803371612595,tmle,100,5
σ2boot,NaN,tmle,100,5
ψ,1.0933032140052557,plugin_iid,100,5
σ2boot,NaN,plugin_iid,100,5
ψ,1.0818221550926532,ipw_iid,100,5
σ2,0.0027014095761014978,ipw_iid,100,5
σ2net,0.0027014095761014973,ipw_iid,100,5
σ2boot,NaN,ipw_iid,100,5
stabilized,false,ipw_iid,100,5
ψ,1.081822100939883,sipw_iid,100,5
σ2,0.002701404371308185,sipw_iid,100,5
σ2net,0.0027014043713081844,sipw_iid,100,5
σ2boot,NaN,sipw_iid,100,5
stabilized,true,sipw_iid,100,5
ψ,1.0933032117107546,onestep_iid,100,5
σ2,0.002701401461307455,onestep_iid,100,5
σ2net,0.0027014014613074545,onestep_iid,100,5
σ2boot,NaN,onestep_iid,100,5
ψ,1.0933031902144588,tmle_iid,100,5
σ2,0.002701400520547037,tmle_iid,100,5
σ2net,0.0027014005205470374,tmle_iid,100,5
σ2boot,NaN,tmle_iid,100,5
ψ,0.27151470397379285,ols,100,5
σ2,0.015541737549250522,ols,100,5
σ2net,0.015541737549250522,ols,100,5
ψ,1.0103782671448924,plugin,100,6
σ2boot,NaN,plugin,100,6
ψ,0.9131487842490837,ipw,100,6
σ2,0.001523678902528064,ipw,100,6
σ2net,0.005298352705729537,ipw,100,6
σ2boot,NaN,ipw,100,6
stabilized,false,ipw,100,6
ψ,0.9131487868552063,sipw,100,6
σ2,0.0015236786606184908,sipw,100,6
σ2net,0.005298343629859366,sipw,100,6
σ2boot,NaN,sipw,100,6
stabilized,true,sipw,100,6
ψ,1.0103782513732171,onestep,100,6
σ2,0.001462722368804783,onestep,100,6
σ2net,0.004773031970972543,onestep,100,6
σ2boot,NaN,onestep,100,6
ψ,1.0099614420545842,tmle,100,6
σ2,0.001462724369046347,tmle,100,6
σ2net,0.004767669556611206,tmle,100,6
σ2boot,NaN,tmle,100,6
ψ,0.9183492422732976,plugin_iid,100,6
σ2boot,NaN,plugin_iid,100,6
ψ,0.9131487856478354,ipw_iid,100,6
σ2,0.0015236794969750783,ipw_iid,100,6
σ2net,0.0015236794969750778,ipw_iid,100,6
σ2boot,NaN,ipw_iid,100,6
stabilized,false,ipw_iid,100,6
ψ,0.9131488129877537,sipw_iid,100,6
σ2,0.0015236776472560254,sipw_iid,100,6
σ2net,0.0015236776472560248,sipw_iid,100,6
σ2boot,NaN,sipw_iid,100,6
stabilized,true,sipw_iid,100,6
ψ,0.9183492594336888,onestep_iid,100,6
σ2,0.0015236783321189282,onestep_iid,100,6
σ2net,0.0015236783321189277,onestep_iid,100,6
σ2boot,NaN,onestep_iid,100,6
ψ,0.9183492376342544,tmle_iid,100,6
σ2,0.001523677966740522,tmle_iid,100,6
σ2net,0.0015236779667405222,tmle_iid,100,6
σ2boot,NaN,tmle_iid,100,6
ψ,0.13427427403787032,ols,100,6
σ2,0.017631401868595593,ols,100,6
σ2net,0.017631401868595593,ols,100,6
ψ,0.9385422842310966,plugin,100,7
σ2boot,NaN,plugin,100,7
ψ,0.8524172854071007,ipw,100,7
σ2,0.0013778003478784318,ipw,100,7
σ2net,0.002967804104291541,ipw,100,7
σ2boot,NaN,ipw,100,7
stabilized,false,ipw,100,7
ψ,0.8524172364528958,sipw,100,7
σ2,0.0013778004544151789,sipw,100,7
σ2net,0.002967803717964428,sipw,100,7
σ2boot,NaN,sipw,100,7
stabilized,true,sipw,100,7
ψ,0.9385422865596525,onestep,100,7
σ2,0.0013806473115196359,onestep,100,7
σ2net,0.0031438309944943677,onestep,100,7
σ2boot,NaN,onestep,100,7
ψ,0.9375182421139039,tmle,100,7
σ2,0.00138065751754585,tmle,100,7
σ2net,0.0031505489798480182,tmle,100,7
σ2boot,NaN,tmle,100,7
ψ,0.8688003131255391,plugin_iid,100,7
σ2boot,NaN,plugin_iid,100,7
ψ,0.8524174548872793,ipw_iid,100,7
σ2,0.001377805514115892,ipw_iid,100,7
σ2net,0.0013778055141158924,ipw_iid,100,7
σ2boot,NaN,ipw_iid,100,7
stabilized,false,ipw_iid,100,7
ψ,0.8524173363729873,sipw_iid,100,7
σ2,0.0013778018986660863,sipw_iid,100,7
σ2net,0.0013778018986660863,sipw_iid,100,7
σ2boot,NaN,sipw_iid,100,7
stabilized,true,sipw_iid,100,7
ψ,0.8688002973489168,onestep_iid,100,7
σ2,0.0013778020515394843,onestep_iid,100,7
σ2net,0.0013778020515394845,onestep_iid,100,7
σ2boot,NaN,onestep_iid,100,7
ψ,0.8688003022649922,tmle_iid,100,7
σ2,0.0013778021001762102,tmle_iid,100,7
σ2net,0.0013778021001762107,tmle_iid,100,7
σ2boot,NaN,tmle_iid,100,7
ψ,0.40517508312972744,ols,100,7
σ2,0.016800873373819764,ols,100,7
σ2net,0.016800873373819764,ols,100,7
ψ,0.9211166422249428,plugin,100,8
σ2boot,NaN,plugin,100,8
ψ,0.8257183694247792,ipw,100,8
σ2,0.0012079790472822652,ipw,100,8
σ2net,0.004692799907468095,ipw,100,8
σ2boot,NaN,ipw,100,8
stabilized,false,ipw,100,8
ψ,0.8257183134027857,sipw,100,8
σ2,0.001207978111873059,sipw,100,8
σ2net,0.004692794958440262,sipw,100,8
σ2boot,NaN,sipw,100,8
stabilized,true,sipw,100,8
ψ,0.9211166500543242,onestep,100,8
σ2,0.0012113465196852116,onestep,100,8
σ2net,0.004750274753314531,onestep,100,8
σ2boot,NaN,onestep,100,8
ψ,0.9211166485784211,tmle,100,8
σ2,0.001211346534817115,tmle,100,8
σ2net,0.004750275211059098,tmle,100,8
σ2boot,NaN,tmle,100,8
ψ,0.8396346491945718,plugin_iid,100,8
σ2boot,NaN,plugin_iid,100,8
ψ,0.8257182871891918,ipw_iid,100,8
σ2,0.0012079774868712667,ipw_iid,100,8
σ2net,0.0012079774868712662,ipw_iid,100,8
σ2boot,NaN,ipw_iid,100,8
stabilized,false,ipw_iid,100,8
ψ,0.8257183301827125,sipw_iid,100,8
σ2,0.0012079784356327763,sipw_iid,100,8
σ2net,0.0012079784356327763,sipw_iid,100,8
σ2boot,NaN,sipw_iid,100,8
stabilized,true,sipw_iid,100,8
ψ,0.8396346506379563,onestep_iid,100,8
σ2,0.0012079784407444663,onestep_iid,100,8
σ2net,0.0012079784407444658,onestep_iid,100,8
σ2boot,NaN,onestep_iid,100,8
ψ,0.8396346452346379,tmle_iid,100,8
σ2,0.0012079785670908948,tmle_iid,100,8
σ2net,0.0012079785670908948,tmle_iid,100,8
σ2boot,NaN,tmle_iid,100,8
ψ,0.34612838238287896,ols,100,8
σ2,0.016880151083792934,ols,100,8
σ2net,0.016880151083792934,ols,100,8
ψ,0.8001097060265381,plugin,100,9
σ2boot,NaN,plugin,100,9
ψ,0.7145727642979364,ipw,100,9
σ2,0.001494300243899506,ipw,100,9
σ2net,0.0061683657680558085,ipw,100,9
σ2boot,NaN,ipw,100,9
stabilized,false,ipw,100,9
ψ,0.7145727946484167,sipw,100,9
σ2,0.0014942999413625256,sipw,100,9
σ2net,0.0061683655398405155,sipw,100,9
σ2boot,NaN,sipw,100,9
stabilized,true,sipw,100,9
ψ,0.8001096893463662,onestep,100,9
σ2,0.0014639613893140024,onestep,100,9
σ2net,0.0061002265247105895,onestep,100,9
σ2boot,NaN,onestep,100,9
ψ,0.7991166263455609,tmle,100,9
σ2,0.0014639713620050415,tmle,100,9
σ2net,0.006098439459814837,tmle,100,9
σ2boot,NaN,tmle,100,9
ψ,0.7241852827683607,plugin_iid,100,9
σ2boot,NaN,plugin_iid,100,9
ψ,0.7145726981316212,ipw_iid,100,9
σ2,0.0014943008714905057,ipw_iid,100,9
σ2net,0.0014943008714905053,ipw_iid,100,9
σ2boot,NaN,ipw_iid,100,9
stabilized,false,ipw_iid,100,9
ψ,0.7145726101785465,sipw_iid,100,9
σ2,0.0014942979992171354,sipw_iid,100,9
σ2net,0.0014942979992171356,sipw_iid,100,9
σ2boot,NaN,sipw_iid,100,9
stabilized,true,sipw_iid,100,9
ψ,0.7241852917675066,onestep_iid,100,9
σ2,0.0014942989981848783,onestep_iid,100,9
σ2net,0.0014942989981848779,onestep_iid,100,9
σ2boot,NaN,onestep_iid,100,9
ψ,0.724185269457291,tmle_iid,100,9
σ2,0.0014942986820485032,tmle_iid,100,9
σ2net,0.0014942986820485028,tmle_iid,100,9
σ2boot,NaN,tmle_iid,100,9
ψ,0.22975473481358083,ols,100,9
σ2,0.022495677248344927,ols,100,9
σ2net,0.022495677248344927,ols,100,9
ψ,1.023373470778789,plugin,100,10
σ2boot,NaN,plugin,100,10
ψ,0.9403697203991109,ipw,100,10
σ2,0.0009094792416874013,ipw,100,10
σ2net,0.0019238746727310541,ipw,100,10
σ2boot,NaN,ipw,100,10
stabilized,false,ipw,100,10
ψ,0.9403697176010417,sipw,100,10
σ2,0.0009094801365903578,sipw,100,10
σ2net,0.0019238756363110462,sipw,100,10
σ2boot,NaN,sipw,100,10
stabilized,true,sipw,100,10
ψ,1.023373458907914,onestep,100,10
σ2,0.0009209949879143721,onestep,100,10
σ2net,0.002131572103937295,onestep,100,10
σ2boot,NaN,onestep,100,10
ψ,1.0233734695378036,tmle,100,10
σ2,0.000920995083906814,tmle,100,10
σ2net,0.0021315723818507533,tmle,100,10
σ2boot,NaN,tmle,100,10
ψ,0.9560585534130067,plugin_iid,100,10
σ2boot,NaN,plugin_iid,100,10
ψ,0.9403697874235414,ipw_iid,100,10
σ2,0.0009094809239657982,ipw_iid,100,10
σ2net,0.000909480923965798,ipw_iid,100,10
σ2boot,NaN,ipw_iid,100,10
stabilized,false,ipw_iid,100,10
ψ,0.9403698277230654,sipw_iid,100,10
σ2,0.0009094815593974115,sipw_iid,100,10
σ2net,0.0009094815593974118,sipw_iid,100,10
σ2boot,NaN,sipw_iid,100,10
stabilized,true,sipw_iid,100,10
ψ,0.9560585393283079,onestep_iid,100,10
σ2,0.0009094808712109135,onestep_iid,100,10
σ2net,0.0009094808712109137,onestep_iid,100,10
σ2boot,NaN,onestep_iid,100,10
ψ,0.956058526051134,tmle_iid,100,10
σ2,0.0009094808479795425,tmle_iid,100,10
σ2net,0.0009094808479795429,tmle_iid,100,10
σ2boot,NaN,tmle_iid,100,10
ψ,0.38519791026729255,ols,100,10
σ2,0.011852124756102948,ols,100,10
σ2net,0.011852124756102948,ols,100,10
ψ,0.8841734496705885,plugin,100,11
σ2boot,NaN,plugin,100,11
ψ,0.7836158536832798,ipw,100,11
σ2,0.0012723106936814417,ipw,100,11
σ2net,0.0029621577968963267,ipw,100,11
σ2boot,NaN,ipw,100,11
stabilized,false,ipw,100,11
ψ,0.7836158382887318,sipw,100,11
σ2,0.0012723100340502752,sipw,100,11
σ2net,0.002962155466637268,sipw,100,11
σ2boot,NaN,sipw,100,11
stabilized,true,sipw,100,11
ψ,0.8841734549632967,onestep,100,11
σ2,0.0012719106107537941,onestep,100,11
σ2net,0.0031683764300218394,onestep,100,11
σ2boot,NaN,onestep,100,11
ψ,0.8832940667981362,tmle,100,11
σ2,0.0012719183208232002,tmle,100,11
σ2net,0.0031757667000191846,tmle,100,11
σ2boot,NaN,tmle,100,11
ψ,0.7999108804049656,plugin_iid,100,11
σ2boot,NaN,plugin_iid,100,11
ψ,0.7836159144010437,ipw_iid,100,11
σ2,0.0012723117938733502,ipw_iid,100,11
σ2net,0.0012723117938733504,ipw_iid,100,11
σ2boot,NaN,ipw_iid,100,11
stabilized,false,ipw_iid,100,11
ψ,0.7836159309790952,sipw_iid,100,11
σ2,0.0012723110376183897,sipw_iid,100,11
σ2net,0.0012723110376183897,sipw_iid,100,11
σ2boot,NaN,sipw_iid,100,11
stabilized,true,sipw_iid,100,11
ψ,0.7999108968922944,onestep_iid,100,11
σ2,0.0012723103472310935,onestep_iid,100,11
σ2net,0.0012723103472310935,onestep_iid,100,11
σ2boot,NaN,onestep_iid,100,11
ψ,0.7999108955803627,tmle_iid,100,11
σ2,0.001272310232198445,tmle_iid,100,11
σ2net,0.001272310232198445,tmle_iid,100,11
σ2boot,NaN,tmle_iid,100,11
ψ,0.35029877903624423,ols,100,11
σ2,0.015494828085476952,ols,100,11
σ2net,0.015494828085476952,ols,100,11
ψ,0.9781435542838139,plugin,100,12
σ2boot,NaN,plugin,100,12
ψ,0.8930015157956928,ipw,100,12
σ2,0.001336826925374,ipw,100,12
σ2net,0.0033428610040557956,ipw,100,12
σ2boot,NaN,ipw,100,12
stabilized,false,ipw,100,12
ψ,0.8930015178859493,sipw,100,12
σ2,0.0013368271583094897,sipw,100,12
σ2net,0.003342858313622657,sipw,100,12
σ2boot,NaN,sipw,100,12
stabilized,true,sipw,100,12
ψ,0.978143574352872,onestep,100,12
σ2,0.0013400601347574024,onestep,100,12
σ2net,0.0031455066879947035,onestep,100,12
σ2boot,NaN,onestep,100,12
ψ,0.9781435661246518,tmle,100,12
σ2,0.0013400603170325006,tmle,100,12
σ2net,0.003145507126673962,tmle,100,12
σ2boot,NaN,tmle,100,12
ψ,0.9081820193328128,plugin_iid,100,12
σ2boot,NaN,plugin_iid,100,12
ψ,0.8930016037904636,ipw_iid,100,12
σ2,0.0013368292794769148,ipw_iid,100,12
σ2net,0.0013368292794769146,ipw_iid,100,12
σ2boot,NaN,ipw_iid,100,12
stabilized,false,ipw_iid,100,12
ψ,0.8930015699972758,sipw_iid,100,12
σ2,0.0013368277712899517,sipw_iid,100,12
σ2net,0.0013368277712899515,sipw_iid,100,12
σ2boot,NaN,sipw_iid,100,12
stabilized,true,sipw_iid,100,12
ψ,0.9081820461485502,onestep_iid,100,12
σ2,0.0013368272402020703,onestep_iid,100,12
σ2net,0.00133682724020207,onestep_iid,100,12
σ2boot,NaN,onestep_iid,100,12
ψ,0.9081820370625064,tmle_iid,100,12
σ2,0.0013368270251642269,tmle_iid,100,12
σ2net,0.0013368270251642267,tmle_iid,100,12
σ2boot,NaN,tmle_iid,100,12
ψ,0.3398683037844937,ols,100,12
σ2,0.01320382636359528,ols,100,12
σ2net,0.01320382636359528,ols,100,12
ψ,0.9271814248941267,plugin,100,13
σ2boot,NaN,plugin,100,13
ψ,0.8250559032480218,ipw,100,13
σ2,0.0025180984327630774,ipw,100,13
σ2net,0.009529667631265172,ipw,100,13
σ2boot,NaN,ipw,100,13
stabilized,false,ipw,100,13
ψ,0.825056031534384,sipw,100,13
σ2,0.0025181000215542828,sipw,100,13
σ2net,0.009529668978772415,sipw,100,13
σ2boot,NaN,sipw,100,13
stabilized,true,sipw,100,13
ψ,0.9271813978986064,onestep,100,13
σ2,0.0024647507951454685,onestep,100,13
σ2net,0.009251071647811766,onestep,100,13
σ2boot,NaN,onestep,100,13
ψ,0.925222845339093,tmle,100,13
σ2,0.002464789241694461,tmle,100,13
σ2net,0.009225674484252497,tmle,100,13
σ2boot,NaN,tmle,100,13
ψ,0.8466953234655249,plugin_iid,100,13
σ2boot,NaN,plugin_iid,100,13
ψ,0.8250559906123803,ipw_iid,100,13
σ2,0.0025181028922917057,ipw_iid,100,13
σ2net,0.0025181028922917066,ipw_iid,100,13
σ2boot,NaN,ipw_iid,100,13
stabilized,false,ipw_iid,100,13
ψ,0.8250559825113348,sipw_iid,100,13
σ2,0.002518101285911848,sipw_iid,100,13
σ2net,0.0025181012859118463,sipw_iid,100,13
σ2boot,NaN,sipw_iid,100,13
stabilized,true,sipw_iid,100,13
ψ,0.8466953289222567,onestep_iid,100,13
σ2,0.002518101309861041,onestep_iid,100,13
σ2net,0.002518101309861041,onestep_iid,100,13
σ2boot,NaN,onestep_iid,100,13
ψ,0.8466953582999699,tmle_iid,100,13
σ2,0.002518100984096891,tmle_iid,100,13
σ2net,0.002518100984096891,tmle_iid,100,13
σ2boot,NaN,tmle_iid,100,13
ψ,0.518710489386301,ols,100,13
σ2,0.017317059956398186,ols,100,13
σ2net,0.017317059956398186,ols,100,13
ψ,1.047831878576727,plugin,100,14
σ2boot,NaN,plugin,100,14
ψ,0.9634868632669766,ipw,100,14
σ2,0.001592409738948224,ipw,100,14
σ2net,0.005184398060850913,ipw,100,14
σ2boot,NaN,ipw,100,14
stabilized,false,ipw,100,14
ψ,0.9634868972424202,sipw,100,14
σ2,0.0015924091577918522,sipw,100,14
σ2net,0.005184396302901622,sipw,100,14
σ2boot,NaN,sipw,100,14
stabilized,true,sipw,100,14
ψ,1.0478318767465895,onestep,100,14
σ2,0.0016479415093644055,onestep,100,14
σ2net,0.0054393486549175205,onestep,100,14
σ2boot,NaN,onestep,100,14
ψ,1.0475717127311057,tmle,100,14
σ2,0.001647942219898036,tmle,100,14
σ2net,0.005442795176515017,tmle,100,14
σ2boot,NaN,tmle,100,14
ψ,0.9850889818326999,plugin_iid,100,14
σ2boot,NaN,plugin_iid,100,14
ψ,0.9634868527865956,ipw_iid,100,14
σ2,0.0015924099613426614,ipw_iid,100,14
σ2net,0.0015924099613426612,ipw_iid,100,14
σ2boot,NaN,ipw_iid,100,14
stabilized,false,ipw_iid,100,14
ψ,0.963486865528854,sipw_iid,100,14
σ2,0.0015924095314332237,sipw_iid,100,14
σ2net,0.0015924095314332246,sipw_iid,100,14
σ2boot,NaN,sipw_iid,100,14
stabilized,true,sipw_iid,100,14
ψ,0.9850889631238975,onestep_iid,100,14
σ2,0.0015924098325590973,onestep_iid,100,14
σ2net,0.001592409832559098,onestep_iid,100,14
σ2boot,NaN,onestep_iid,100,14
ψ,0.9850889768150966,tmle_iid,100,14
σ2,0.001592409401081163,tmle_iid,100,14
σ2net,0.0015924094010811628,tmle_iid,100,14
σ2boot,NaN,tmle_iid,100,14
ψ,0.5172219838479334,ols,100,14
σ2,0.015480880749734471,ols,100,14
σ2net,0.015480880749734471,ols,100,14
ψ,0.9922336473665573,plugin,100,15
σ2boot,NaN,plugin,100,15
ψ,0.9014653684252031,ipw,100,15
σ2,0.0012323871071596945,ipw,100,15
σ2net,0.0028413755854110913,ipw,100,15
σ2boot,NaN,ipw,100,15
stabilized,false,ipw,100,15
ψ,0.9014654021092771,sipw,100,15
σ2,0.001232388847908285,sipw,100,15
σ2net,0.002841376273464043,sipw,100,15
σ2boot,NaN,sipw,100,15
stabilized,true,sipw,100,15
ψ,0.9922336458832455,onestep,100,15
σ2,0.0012179223442799227,onestep,100,15
σ2net,0.0028203153112738343,onestep,100,15
σ2boot,NaN,onestep,100,15
ψ,0.9921964587025747,tmle,100,15
σ2,0.0012179223581255372,tmle,100,15
σ2net,0.0028203013331371276,tmle,100,15
σ2boot,NaN,tmle,100,15
ψ,0.9159930631006609,plugin_iid,100,15
σ2boot,NaN,plugin_iid,100,15
ψ,0.9014655161575266,ipw_iid,100,15
σ2,0.0012323909588336315,ipw_iid,100,15
σ2net,0.001232390958833632,ipw_iid,100,15
σ2boot,NaN,ipw_iid,100,15
stabilized,false,ipw_iid,100,15
ψ,0.9014654762074256,sipw_iid,100,15
σ2,0.0012323896951830342,sipw_iid,100,15
σ2net,0.001232389695183034,sipw_iid,100,15
σ2boot,NaN,sipw_iid,100,15
stabilized,true,sipw_iid,100,15
ψ,0.9159930470239601,onestep_iid,100,15
σ2,0.0012323892136459136,onestep_iid,100,15
σ2net,0.0012323892136459139,onestep_iid,100,15
σ2boot,NaN,onestep_iid,100,15
ψ,0.9159930330623101,tmle_iid,100,15
σ2,0.0012323891837742046,tmle_iid,100,15
σ2net,0.0012323891837742042,tmle_iid,100,15
σ2boot,NaN,tmle_iid,100,15
ψ,0.3627084989652048,ols,100,15
σ2,0.015175633586300521,ols,100,15
σ2net,0.015175633586300521,ols,100,15
ψ,1.1100753364873872,plugin,100,16
σ2boot,NaN,plugin,100,16
ψ,1.016639568567029,ipw,100,16
σ2,0.0018507092228841845,ipw,100,16
σ2net,0.004346077392590016,ipw,100,16
