estimate,value,method,samples,i
σ2boot,NaN,sipw_iid,100,2
stabilized,true,sipw_iid,100,2
ψ,3.455983340374495,onestep_iid,100,2
σ2,0.0009017794919941199,onestep_iid,100,2
σ2net,0.0009017794919941203,onestep_iid,100,2
σ2boot,NaN,onestep_iid,100,2
ψ,3.4559833425881585,tmle_iid,100,2
σ2,0.0009017794155174834,tmle_iid,100,2
σ2net,0.0009017794155174833,tmle_iid,100,2
σ2boot,NaN,tmle_iid,100,2
ψ,0.2175636971488314,ols,100,2
σ2,0.03467673637141623,ols,100,2
σ2net,0.03467673637141623,ols,100,2
ψ,3.5103246094630487,plugin,100,3
σ2boot,NaN,plugin,100,3
ψ,3.4566673155878083,ipw,100,3
σ2,0.0007949326022090092,ipw,100,3
σ2net,0.0017769269850207024,ipw,100,3
σ2boot,NaN,ipw,100,3
stabilized,false,ipw,100,3
ψ,3.456667304533255,sipw,100,3
σ2,0.000794930693454932,sipw,100,3
σ2net,0.0017769153583944125,sipw,100,3
σ2boot,NaN,sipw,100,3
stabilized,true,sipw,100,3
ψ,3.510324600789806,onestep,100,3
σ2,0.0007889030682081776,onestep,100,3
σ2net,0.0017309322805528608,onestep,100,3
σ2boot,NaN,onestep,100,3
ψ,3.5076903409244147,tmle,100,3
σ2,0.0007889725235423385,tmle,100,3
σ2net,0.0017510895981979588,tmle,100,3
σ2boot,NaN,tmle,100,3
ψ,3.4653496074745327,plugin_iid,100,3
σ2boot,NaN,plugin_iid,100,3
ψ,3.456667307972714,ipw_iid,100,3
σ2,0.000794932186834401,ipw_iid,100,3
σ2net,0.0007949321868344006,ipw_iid,100,3
σ2boot,NaN,ipw_iid,100,3
stabilized,false,ipw_iid,100,3
ψ,3.4566673179242544,sipw_iid,100,3
σ2,0.0007949306622950228,sipw_iid,100,3
σ2net,0.0007949306622950234,sipw_iid,100,3
σ2boot,NaN,sipw_iid,100,3
stabilized,true,sipw_iid,100,3
ψ,3.4653496111767534,onestep_iid,100,3
σ2,0.0007949307438138652,onestep_iid,100,3
σ2net,0.0007949307438138657,onestep_iid,100,3
σ2boot,NaN,onestep_iid,100,3
ψ,3.4653496142614597,tmle_iid,100,3
σ2,0.0007949308132575439,tmle_iid,100,3
σ2net,0.0007949308132575441,tmle_iid,100,3
σ2boot,NaN,tmle_iid,100,3
ψ,-0.055168221418482564,ols,100,3
σ2,0.025129925330766474,ols,100,3
σ2net,0.025129925330766474,ols,100,3
ψ,3.596667710843263,plugin,100,4
σ2boot,NaN,plugin,100,4
ψ,3.539664468893974,ipw,100,4
σ2,0.0010128655317902862,ipw,100,4
σ2net,0.002891990673680894,ipw,100,4
σ2boot,NaN,ipw,100,4
stabilized,false,ipw,100,4
ψ,3.5396644233214447,sipw,100,4
σ2,0.0010128606743375213,sipw,100,4
σ2net,0.002891957307011603,sipw,100,4
σ2boot,NaN,sipw,100,4
stabilized,true,sipw,100,4
ψ,3.5966677126728213,onestep,100,4
σ2,0.0012493035843805672,onestep,100,4
σ2net,0.003366398611031419,onestep,100,4
σ2boot,NaN,onestep,100,4
ψ,3.5929902711852257,tmle,100,4
σ2,0.0012494390190479778,tmle,100,4
σ2net,0.003509092766220182,tmle,100,4
σ2boot,NaN,tmle,100,4
ψ,3.5549004243651607,plugin_iid,100,4
σ2boot,NaN,plugin_iid,100,4
ψ,3.539664433782464,ipw_iid,100,4
σ2,0.0010128622016093744,ipw_iid,100,4
σ2net,0.001012862201609374,ipw_iid,100,4
σ2boot,NaN,ipw_iid,100,4
stabilized,false,ipw_iid,100,4
ψ,3.5396644352637674,sipw_iid,100,4
σ2,0.0010128604633216464,sipw_iid,100,4
σ2net,0.0010128604633216466,sipw_iid,100,4
σ2boot,NaN,sipw_iid,100,4
stabilized,true,sipw_iid,100,4
ψ,3.554900450648772,onestep_iid,100,4
σ2,0.001012860070088844,onestep_iid,100,4
σ2net,0.0010128600700888444,onestep_iid,100,4
σ2boot,NaN,onestep_iid,100,4
ψ,3.5549004258498673,tmle_iid,100,4
σ2,0.0010128602607685584,tmle_iid,100,4
σ2net,0.0010128602607685586,tmle_iid,100,4
σ2boot,NaN,tmle_iid,100,4
ψ,0.1661684959500742,ols,100,4
σ2,0.039037545321980255,ols,100,4
σ2net,0.039037545321980255,ols,100,4
ψ,3.5633257199451616,plugin,100,5
σ2boot,NaN,plugin,100,5
ψ,3.5110339562260133,ipw,100,5
σ2,0.000624631285876557,ipw,100,5
σ2net,0.0010217816973126564,ipw,100,5
σ2boot,NaN,ipw,100,5
stabilized,false,ipw,100,5
ψ,3.5110339577689187,sipw,100,5
σ2,0.0006246300515447015,sipw,100,5
σ2net,0.001021790834751974,sipw,100,5
σ2boot,NaN,sipw,100,5
stabilized,true,sipw,100,5
ψ,3.5633257268727276,onestep,100,5
σ2,0.0006687483220528598,onestep,100,5
σ2net,0.0011231580722726776,onestep,100,5
σ2boot,NaN,onestep,100,5
ψ,3.5612555327502493,tmle,100,5
σ2,0.0006687911914183236,tmle,100,5
σ2net,0.001143838178319228,tmle,100,5
σ2boot,NaN,tmle,100,5
ψ,3.5200074460124284,plugin_iid,100,5
σ2boot,NaN,plugin_iid,100,5
ψ,3.5110339614745865,ipw_iid,100,5
σ2,0.0006246317089367638,ipw_iid,100,5
σ2net,0.0006246317089367641,ipw_iid,100,5
σ2boot,NaN,ipw_iid,100,5
stabilized,false,ipw_iid,100,5
ψ,3.5110339499516043,sipw_iid,100,5
σ2,0.0006246300096702029,sipw_iid,100,5
σ2net,0.0006246300096702032,sipw_iid,100,5
σ2boot,NaN,sipw_iid,100,5
stabilized,true,sipw_iid,100,5
ψ,3.5200074430375214,onestep_iid,100,5
σ2,0.0006246299878414824,onestep_iid,100,5
σ2net,0.0006246299878414825,onestep_iid,100,5
σ2boot,NaN,onestep_iid,100,5
ψ,3.520007430546236,tmle_iid,100,5
σ2,0.0006246299971261629,tmle_iid,100,5
σ2net,0.0006246299971261627,tmle_iid,100,5
σ2boot,NaN,tmle_iid,100,5
ψ,0.19530770883325888,ols,100,5
σ2,0.02965262546163179,ols,100,5
σ2net,0.02965262546163179,ols,100,5
ψ,3.521960096891546,plugin,100,6
σ2boot,NaN,plugin,100,6
ψ,3.469562349126246,ipw,100,6
σ2,0.0008031537126195204,ipw,100,6
σ2net,0.0013544322372505333,ipw,100,6
σ2boot,NaN,ipw,100,6
stabilized,false,ipw,100,6
ψ,3.4695623427244526,sipw,100,6
σ2,0.000803147771829554,sipw,100,6
σ2net,0.0013544193534027835,sipw,100,6
σ2boot,NaN,sipw,100,6
stabilized,true,sipw,100,6
ψ,3.5219601043404705,onestep,100,6
σ2,0.000793421696159866,onestep,100,6
σ2net,0.001323315220610536,onestep,100,6
σ2boot,NaN,onestep,100,6
ψ,3.5192851471839814,tmle,100,6
σ2,0.0007934931293723008,tmle,100,6
σ2net,0.001329529405270743,tmle,100,6
σ2boot,NaN,tmle,100,6
ψ,3.4793638905926176,plugin_iid,100,6
σ2boot,NaN,plugin_iid,100,6
ψ,3.4695623469126047,ipw_iid,100,6
σ2,0.0008031536133123057,ipw_iid,100,6
σ2net,0.0008031536133123055,ipw_iid,100,6
σ2boot,NaN,ipw_iid,100,6
stabilized,false,ipw_iid,100,6
ψ,3.4695623506948317,sipw_iid,100,6
σ2,0.0008031479505911166,sipw_iid,100,6
σ2net,0.0008031479505911166,sipw_iid,100,6
σ2boot,NaN,sipw_iid,100,6
stabilized,true,sipw_iid,100,6
ψ,3.4793638897745103,onestep_iid,100,6
σ2,0.0008031482044329291,onestep_iid,100,6
σ2net,0.0008031482044329294,onestep_iid,100,6
σ2boot,NaN,onestep_iid,100,6
ψ,3.4793638755296716,tmle_iid,100,6
σ2,0.0008031482094497573,tmle_iid,100,6
σ2net,0.0008031482094497575,tmle_iid,100,6
σ2boot,NaN,tmle_iid,100,6
ψ,-0.08705584184865052,ols,100,6
σ2,0.02040579201370468,ols,100,6
σ2net,0.02040579201370468,ols,100,6
ψ,3.4673135292995,plugin,100,7
σ2boot,NaN,plugin,100,7
ψ,3.422531370541586,ipw,100,7
σ2,0.000699432402465987,ipw,100,7
σ2net,0.0019563195056888443,ipw,100,7
σ2boot,NaN,ipw,100,7
stabilized,false,ipw,100,7
ψ,3.4225313377437288,sipw,100,7
σ2,0.0006994311846285808,sipw,100,7
σ2net,0.0019563111358505657,sipw,100,7
σ2boot,NaN,sipw,100,7
stabilized,true,sipw,100,7
ψ,3.467313535748452,onestep,100,7
σ2,0.0006717751871555341,onestep,100,7
σ2net,0.0017656378310040462,onestep,100,7
σ2boot,NaN,onestep,100,7
ψ,3.4669940566049235,tmle,100,7
σ2,0.0006717761855818143,tmle,100,7
σ2net,0.0017617800126164351,tmle,100,7
σ2boot,NaN,tmle,100,7
ψ,3.43357126130489,plugin_iid,100,7
σ2boot,NaN,plugin_iid,100,7
ψ,3.422531380516505,ipw_iid,100,7
σ2,0.0006994330197542739,ipw_iid,100,7
σ2net,0.0006994330197542741,ipw_iid,100,7
σ2boot,NaN,ipw_iid,100,7
stabilized,false,ipw_iid,100,7
ψ,3.4225313420837704,sipw_iid,100,7
σ2,0.0006994310497640361,sipw_iid,100,7
σ2net,0.0006994310497640362,sipw_iid,100,7
σ2boot,NaN,sipw_iid,100,7
stabilized,true,sipw_iid,100,7
ψ,3.433571249926909,onestep_iid,100,7
σ2,0.0006994309364609488,onestep_iid,100,7
σ2net,0.000699430936460949,onestep_iid,100,7
σ2boot,NaN,onestep_iid,100,7
ψ,3.4335712732642314,tmle_iid,100,7
σ2,0.0006994309961112273,tmle_iid,100,7
σ2net,0.000699430996111227,tmle_iid,100,7
σ2boot,NaN,tmle_iid,100,7
ψ,-0.22134530085063556,ols,100,7
σ2,0.031869816613742843,ols,100,7
σ2net,0.031869816613742843,ols,100,7
ψ,3.5092777120950878,plugin,100,8
σ2boot,NaN,plugin,100,8
ψ,3.4621768415515617,ipw,100,8
σ2,0.0007658124539286211,ipw,100,8
σ2net,0.0021753284149308647,ipw,100,8
σ2boot,NaN,ipw,100,8
stabilized,false,ipw,100,8
ψ,3.4621768363434247,sipw,100,8
σ2,0.0007658118873552661,sipw,100,8
σ2net,0.0021753247285658476,sipw,100,8
σ2boot,NaN,sipw,100,8
stabilized,true,sipw,100,8
ψ,3.509277697523302,onestep,100,8
σ2,0.000769599541440331,onestep,100,8
σ2net,0.0019240365613379165,onestep,100,8
σ2boot,NaN,onestep,100,8
ψ,3.504883467698107,tmle,100,8
σ2,0.0007697927529165482,tmle,100,8
σ2net,0.0018873161431544208,tmle,100,8
σ2boot,NaN,tmle,100,8
ψ,3.4662232535390602,plugin_iid,100,8
σ2boot,NaN,plugin_iid,100,8
ψ,3.4621768240643847,ipw_iid,100,8
σ2,0.0007658112553006034,ipw_iid,100,8
σ2net,0.0007658112553006034,ipw_iid,100,8
σ2boot,NaN,ipw_iid,100,8
stabilized,false,ipw_iid,100,8
ψ,3.4621768192957787,sipw_iid,100,8
σ2,0.0007658121823653923,sipw_iid,100,8
σ2net,0.0007658121823653921,sipw_iid,100,8
σ2boot,NaN,sipw_iid,100,8
stabilized,true,sipw_iid,100,8
ψ,3.4662232539724043,onestep_iid,100,8
σ2,0.0007658120421133462,onestep_iid,100,8
σ2net,0.000765812042113346,onestep_iid,100,8
σ2boot,NaN,onestep_iid,100,8
ψ,3.466223255127174,tmle_iid,100,8
σ2,0.0007658120893975719,tmle_iid,100,8
σ2net,0.0007658120893975719,tmle_iid,100,8
σ2boot,NaN,tmle_iid,100,8
ψ,0.232785841752555,ols,100,8
σ2,0.023064107497087094,ols,100,8
σ2net,0.023064107497087094,ols,100,8
ψ,3.544344661968497,plugin,100,9
σ2boot,NaN,plugin,100,9
ψ,3.4871604968895618,ipw,100,9
σ2,0.001015823622315309,ipw,100,9
σ2net,0.002208642169170376,ipw,100,9
σ2boot,NaN,ipw,100,9
stabilized,false,ipw,100,9
ψ,3.487160459458514,sipw,100,9
σ2,0.0010158203962280891,sipw,100,9
σ2net,0.002208643699830242,sipw,100,9
σ2boot,NaN,sipw,100,9
stabilized,true,sipw,100,9
ψ,3.5443446737466213,onestep,100,9
σ2,0.0010340019310223273,onestep,100,9
σ2net,0.002371311988095836,onestep,100,9
σ2boot,NaN,onestep,100,9
ψ,3.5430785308569215,tmle,100,9
σ2,0.0010340179357466795,tmle,100,9
σ2net,0.002381945564870867,tmle,100,9
σ2boot,NaN,tmle,100,9
ψ,3.500877176827292,plugin_iid,100,9
σ2boot,NaN,plugin_iid,100,9
ψ,3.4871604958314224,ipw_iid,100,9
σ2,0.0010158234157981757,ipw_iid,100,9
σ2net,0.0010158234157981757,ipw_iid,100,9
σ2boot,NaN,ipw_iid,100,9
stabilized,false,ipw_iid,100,9
ψ,3.4871604879985414,sipw_iid,100,9
σ2,0.0010158205942529999,sipw_iid,100,9
σ2net,0.0010158205942529999,sipw_iid,100,9
σ2boot,NaN,sipw_iid,100,9
stabilized,true,sipw_iid,100,9
ψ,3.5008771774029723,onestep_iid,100,9
σ2,0.0010158202399180416,onestep_iid,100,9
σ2net,0.0010158202399180416,onestep_iid,100,9
σ2boot,NaN,onestep_iid,100,9
ψ,3.5008771738369866,tmle_iid,100,9
σ2,0.001015820184052699,tmle_iid,100,9
σ2net,0.0010158201840526993,tmle_iid,100,9
σ2boot,NaN,tmle_iid,100,9
ψ,0.06130914780617673,ols,100,9
σ2,0.023972102862250447,ols,100,9
σ2net,0.023972102862250447,ols,100,9
ψ,3.500590315554622,plugin,100,10
σ2boot,NaN,plugin,100,10
ψ,3.4519294541914345,ipw,100,10
σ2,0.0009346945256495718,ipw,100,10
σ2net,0.0013723009216391002,ipw,100,10
σ2boot,NaN,ipw,100,10
stabilized,false,ipw,100,10
ψ,3.451929410324228,sipw,100,10
σ2,0.0009346940287151709,sipw,100,10
σ2net,0.001372296401994951,sipw,100,10
σ2boot,NaN,sipw,100,10
stabilized,true,sipw,100,10
ψ,3.5005903183575864,onestep,100,10
σ2,0.0009052637204209671,onestep,100,10
σ2net,0.0013503709407856805,onestep,100,10
σ2boot,NaN,onestep,100,10
ψ,3.5001925674734427,tmle,100,10
σ2,0.0009052652865988106,tmle,100,10
σ2net,0.0013524665846820477,tmle,100,10
σ2boot,NaN,tmle,100,10
ψ,3.4628996382375608,plugin_iid,100,10
σ2boot,NaN,plugin_iid,100,10
ψ,3.4519294653350756,ipw_iid,100,10
σ2,0.0009346950822583406,ipw_iid,100,10
σ2net,0.0009346950822583407,ipw_iid,100,10
σ2boot,NaN,ipw_iid,100,10
stabilized,false,ipw_iid,100,10
ψ,3.451929453506599,sipw_iid,100,10
σ2,0.0009346938371720849,sipw_iid,100,10
σ2net,0.0009346938371720848,sipw_iid,100,10
σ2boot,NaN,sipw_iid,100,10
stabilized,true,sipw_iid,100,10
ψ,3.462899623294477,onestep_iid,100,10
σ2,0.000934693688708204,onestep_iid,100,10
σ2net,0.0009346936887082035,onestep_iid,100,10
σ2boot,NaN,onestep_iid,100,10
ψ,3.4628996210386593,tmle_iid,100,10
σ2,0.0009346937344539054,tmle_iid,100,10
σ2net,0.0009346937344539057,tmle_iid,100,10
σ2boot,NaN,tmle_iid,100,10
ψ,-0.06738038032521555,ols,100,10
σ2,0.02373616943887074,ols,100,10
σ2net,0.02373616943887074,ols,100,10
ψ,3.5582033196807803,plugin,100,11
σ2boot,NaN,plugin,100,11
ψ,3.5077535269213396,ipw,100,11
σ2,0.0006042223910989218,ipw,100,11
σ2net,0.00108974618914446,ipw,100,11
σ2boot,NaN,ipw,100,11
stabilized,false,ipw,100,11
ψ,3.5077535167466323,sipw,100,11
σ2,0.0006042208621421092,sipw,100,11
σ2net,0.0010897208062651002,sipw,100,11
σ2boot,NaN,sipw,100,11
stabilized,true,sipw,100,11
ψ,3.5582033248906826,onestep,100,11
σ2,0.0005442725566487902,onestep,100,11
σ2net,0.0011705016771892498,onestep,100,11
σ2boot,NaN,onestep,100,11
ψ,3.5582033228768735,tmle,100,11
σ2,0.0005442725282047377,tmle,100,11
σ2net,0.001170501702700156,tmle,100,11
σ2boot,NaN,tmle,100,11
ψ,3.515602514903689,plugin_iid,100,11
σ2boot,NaN,plugin_iid,100,11
ψ,3.507753525010567,ipw_iid,100,11
σ2,0.0006042224514002955,ipw_iid,100,11
σ2net,0.0006042224514002958,ipw_iid,100,11
σ2boot,NaN,ipw_iid,100,11
stabilized,false,ipw_iid,100,11
ψ,3.507753492550919,sipw_iid,100,11
σ2,0.0006042208718036354,sipw_iid,100,11
σ2net,0.0006042208718036356,sipw_iid,100,11
σ2boot,NaN,sipw_iid,100,11
stabilized,true,sipw_iid,100,11
ψ,3.5156025305357548,onestep_iid,100,11
σ2,0.0006042209698317418,onestep_iid,100,11
σ2net,0.0006042209698317416,onestep_iid,100,11
σ2boot,NaN,onestep_iid,100,11
ψ,3.515602512328006,tmle_iid,100,11
σ2,0.0006042209975664808,tmle_iid,100,11
σ2net,0.000604220997566481,tmle_iid,100,11
σ2boot,NaN,tmle_iid,100,11
ψ,0.02833099410393185,ols,100,11
σ2,0.03230875322617624,ols,100,11
σ2net,0.03230875322617624,ols,100,11
ψ,3.565733028892304,plugin,100,12
σ2boot,NaN,plugin,100,12
ψ,3.515101555415751,ipw,100,12
σ2,0.0008788311634037285,ipw,100,12
σ2net,0.0013448705126387676,ipw,100,12
σ2boot,NaN,ipw,100,12
stabilized,false,ipw,100,12
ψ,3.5151015395611984,sipw,100,12
σ2,0.0008788300127423705,sipw,100,12
σ2net,0.0013448715934232483,sipw,100,12
σ2boot,NaN,sipw,100,12
stabilized,true,sipw,100,12
ψ,3.565733013965613,onestep,100,12
σ2,0.0008727075272763249,onestep,100,12
σ2net,0.0013256921397089305,onestep,100,12
σ2boot,NaN,onestep,100,12
ψ,3.565391108934689,tmle,100,12
σ2,0.0008727086726957723,tmle,100,12
σ2net,0.0013270419594387595,tmle,100,12
σ2boot,NaN,tmle,100,12
ψ,3.5308178841239504,plugin_iid,100,12
σ2boot,NaN,plugin_iid,100,12
ψ,3.5151015626802864,ipw_iid,100,12
σ2,0.0008788317956543989,ipw_iid,100,12
σ2net,0.0008788317956543987,ipw_iid,100,12
σ2boot,NaN,ipw_iid,100,12
stabilized,false,ipw_iid,100,12
ψ,3.5151015788033795,sipw_iid,100,12
σ2,0.0008788296515620547,sipw_iid,100,12
σ2net,0.0008788296515620544,sipw_iid,100,12
σ2boot,NaN,sipw_iid,100,12
stabilized,true,sipw_iid,100,12
ψ,3.530817890977835,onestep_iid,100,12
σ2,0.0008788294241050737,onestep_iid,100,12
σ2net,0.0008788294241050737,onestep_iid,100,12
σ2boot,NaN,onestep_iid,100,12
ψ,3.5308178835690365,tmle_iid,100,12
σ2,0.0008788295924427107,tmle_iid,100,12
σ2net,0.0008788295924427109,tmle_iid,100,12
σ2boot,NaN,tmle_iid,100,12
ψ,-0.095077920268155,ols,100,12
σ2,0.028938586776380695,ols,100,12
σ2net,0.028938586776380695,ols,100,12
ψ,3.411683450388274,plugin,100,13
σ2boot,NaN,plugin,100,13
ψ,3.361725768257543,ipw,100,13
σ2,0.0009177664563765639,ipw,100,13
σ2net,0.0023216992131736927,ipw,100,13
σ2boot,NaN,ipw,100,13
stabilized,false,ipw,100,13
ψ,3.361725735363832,sipw,100,13
σ2,0.00091776404019627,sipw,100,13
σ2net,0.002321679069686674,sipw,100,13
σ2boot,NaN,sipw,100,13
stabilized,true,sipw,100,13
ψ,3.4116834380104524,onestep,100,13
σ2,0.0008405315699880851,onestep,100,13
σ2net,0.002129704356683224,onestep,100,13
σ2boot,NaN,onestep,100,13
ψ,3.411683442917685,tmle,100,13
σ2,0.0008405316920942519,tmle,100,13
σ2net,0.0021297047881270424,tmle,100,13
σ2boot,NaN,tmle,100,13
ψ,3.370686021522485,plugin_iid,100,13
σ2boot,NaN,plugin_iid,100,13
ψ,3.3617257335051107,ipw_iid,100,13
σ2,0.0009177643651251502,ipw_iid,100,13
σ2net,0.0009177643651251504,ipw_iid,100,13
σ2boot,NaN,ipw_iid,100,13
stabilized,false,ipw_iid,100,13
ψ,3.3617257319143596,sipw_iid,100,13
σ2,0.0009177642797157093,sipw_iid,100,13
σ2net,0.00091776427971571,sipw_iid,100,13
σ2boot,NaN,sipw_iid,100,13
stabilized,true,sipw_iid,100,13
ψ,3.3706860144203072,onestep_iid,100,13
σ2,0.0009177640864645255,onestep_iid,100,13
σ2net,0.0009177640864645255,onestep_iid,100,13
σ2boot,NaN,onestep_iid,100,13
ψ,3.370686004814396,tmle_iid,100,13
σ2,0.0009177641347154595,tmle_iid,100,13
σ2net,0.0009177641347154592,tmle_iid,100,13
σ2boot,NaN,tmle_iid,100,13
ψ,0.02664332308764813,ols,100,13
σ2,0.028236175612457733,ols,100,13
σ2net,0.028236175612457733,ols,100,13
ψ,3.5902946478937388,plugin,100,14
σ2boot,NaN,plugin,100,14
ψ,3.5142974639866895,ipw,100,14
σ2,0.0007895278639201902,ipw,100,14
σ2net,0.0019298769226171544,ipw,100,14
σ2boot,NaN,ipw,100,14
stabilized,false,ipw,100,14
ψ,3.5142974331399843,sipw,100,14
σ2,0.0007895253493417202,sipw,100,14
σ2net,0.0019298806732699174,sipw,100,14
σ2boot,NaN,sipw,100,14
stabilized,true,sipw,100,14
ψ,3.590294652983192,onestep,100,14
σ2,0.0008020647148758181,onestep,100,14
σ2net,0.0019074416643146477,onestep,100,14
σ2boot,NaN,onestep,100,14
ψ,3.58958226840886,tmle,100,14
σ2,0.0008020698182821894,tmle,100,14
σ2net,0.0019105131704155363,tmle,100,14
σ2boot,NaN,tmle,100,14
ψ,3.5179953800614663,plugin_iid,100,14
σ2boot,NaN,plugin_iid,100,14
ψ,3.5142974207534134,ipw_iid,100,14
σ2,0.0007895246605991466,ipw_iid,100,14
σ2net,0.0007895246605991463,ipw_iid,100,14
σ2boot,NaN,ipw_iid,100,14
stabilized,false,ipw_iid,100,14
ψ,3.5142974396766054,sipw_iid,100,14
σ2,0.0007895251854283287,sipw_iid,100,14
σ2net,0.0007895251854283286,sipw_iid,100,14
σ2boot,NaN,sipw_iid,100,14
stabilized,true,sipw_iid,100,14
ψ,3.5179953480740793,onestep_iid,100,14
σ2,0.0007895249860826102,onestep_iid,100,14
σ2net,0.0007895249860826103,onestep_iid,100,14
σ2boot,NaN,onestep_iid,100,14
ψ,3.5179953610443113,tmle_iid,100,14
σ2,0.0007895252506178353,tmle_iid,100,14
σ2net,0.0007895252506178351,tmle_iid,100,14
σ2boot,NaN,tmle_iid,100,14
ψ,0.16340790408501954,ols,100,14
σ2,0.0469433222790195,ols,100,14
σ2net,0.0469433222790195,ols,100,14
ψ,3.5179116348515067,plugin,100,15
σ2boot,NaN,plugin,100,15
ψ,3.4620993984894413,ipw,100,15
σ2,0.0010858107754603697,ipw,100,15
σ2net,0.00274034439556982,ipw,100,15
σ2boot,NaN,ipw,100,15
stabilized,false,ipw,100,15
ψ,3.462099370678825,sipw,100,15
σ2,0.0010858059858202178,sipw,100,15
σ2net,0.0027403325266647034,sipw,100,15
σ2boot,NaN,sipw,100,15
stabilized,true,sipw,100,15
ψ,3.5179116394908774,onestep,100,15
σ2,0.0010914638543389726,onestep,100,15
σ2net,0.002802467491935039,onestep,100,15
σ2boot,NaN,onestep,100,15
ψ,3.5173564513049005,tmle,100,15
σ2,0.0010914668884390438,tmle,100,15
σ2net,0.002807861893854555,tmle,100,15
σ2boot,NaN,tmle,100,15
ψ,3.481356632032243,plugin_iid,100,15
σ2boot,NaN,plugin_iid,100,15
ψ,3.462099367066748,ipw_iid,100,15
σ2,0.0010858085480095,ipw_iid,100,15
σ2net,0.0010858085480095006,ipw_iid,100,15
σ2boot,NaN,ipw_iid,100,15
stabilized,false,ipw_iid,100,15
ψ,3.4620993816683523,sipw_iid,100,15
σ2,0.001085806249702046,sipw_iid,100,15
σ2net,0.0010858062497020459,sipw_iid,100,15
σ2boot,NaN,sipw_iid,100,15
stabilized,true,sipw_iid,100,15
ψ,3.48135665967052,onestep_iid,100,15
σ2,0.0010858059197150765,onestep_iid,100,15
σ2net,0.001085805919715077,onestep_iid,100,15
σ2boot,NaN,onestep_iid,100,15
ψ,3.481356659265558,tmle_iid,100,15
σ2,0.0010858058297046338,tmle_iid,100,15
σ2net,0.0010858058297046338,tmle_iid,100,15
σ2boot,NaN,tmle_iid,100,15
ψ,0.30772443249876574,ols,100,15
σ2,0.02188462081376913,ols,100,15
σ2net,0.02188462081376913,ols,100,15
ψ,3.5648644879112665,plugin,100,16
σ2boot,NaN,plugin,100,16
ψ,3.5095899751447246,ipw,100,16
σ2,0.0006010366668757188,ipw,100,16
σ2net,0.0013313036810431256,ipw,100,16
