estimate,value,method,samples,i
stabilized,true,sipw_iid,100,2
ψ,3.455983313748317,onestep_iid,100,2
σ2,0.0009017799563964994,onestep_iid,100,2
σ2net,0.0009017799563964996,onestep_iid,100,2
σ2boot,NaN,onestep_iid,100,2
ψ,3.4559833157940134,tmle_iid,100,2
σ2,0.000901779946324197,tmle_iid,100,2
σ2net,0.0009017799463241971,tmle_iid,100,2
σ2boot,NaN,tmle_iid,100,2
ψ,0.2175636971488314,ols,100,2
σ2,0.03467673637141623,ols,100,2
σ2net,0.03467673637141623,ols,100,2
ψ,3.5103246094630487,plugin,100,3
σ2boot,NaN,plugin,100,3
ψ,3.4566673023083143,ipw,100,3
σ2,0.0007949316658029948,ipw,100,3
σ2net,0.001776923225636337,ipw,100,3
σ2boot,NaN,ipw,100,3
stabilized,false,ipw,100,3
ψ,3.4566673127042162,sipw,100,3
σ2,0.0007949307003047992,sipw,100,3
σ2net,0.0017769152831361265,sipw,100,3
σ2boot,NaN,sipw,100,3
stabilized,true,sipw,100,3
ψ,3.510324604720077,onestep,100,3
σ2,0.0007889030686178445,onestep,100,3
σ2net,0.0017309324510371485,onestep,100,3
σ2boot,NaN,onestep,100,3
ψ,3.5076903378211925,tmle,100,3
σ2,0.0007889724614248284,tmle,100,3
σ2net,0.001751089484178855,tmle,100,3
σ2boot,NaN,tmle,100,3
ψ,3.4653496074745327,plugin_iid,100,3
σ2boot,NaN,plugin_iid,100,3
ψ,3.4566673133948886,ipw_iid,100,3
σ2,0.0007949325802652063,ipw_iid,100,3
σ2net,0.0007949325802652065,ipw_iid,100,3
σ2boot,NaN,ipw_iid,100,3
stabilized,false,ipw_iid,100,3
ψ,3.456667312021309,sipw_iid,100,3
σ2,0.0007949305488070341,sipw_iid,100,3
σ2net,0.0007949305488070338,sipw_iid,100,3
σ2boot,NaN,sipw_iid,100,3
stabilized,true,sipw_iid,100,3
ψ,3.4653496219697524,onestep_iid,100,3
σ2,0.0007949308267468685,onestep_iid,100,3
σ2net,0.0007949308267468682,onestep_iid,100,3
σ2boot,NaN,onestep_iid,100,3
ψ,3.4653495975783692,tmle_iid,100,3
σ2,0.0007949306369625846,tmle_iid,100,3
σ2net,0.0007949306369625847,tmle_iid,100,3
σ2boot,NaN,tmle_iid,100,3
ψ,-0.055168221418482564,ols,100,3
σ2,0.025129925330766474,ols,100,3
σ2net,0.025129925330766474,ols,100,3
ψ,3.596667710843263,plugin,100,4
σ2boot,NaN,plugin,100,4
ψ,3.539664417391472,ipw,100,4
σ2,0.0010128611203263367,ipw,100,4
σ2net,0.00289197062533142,ipw,100,4
σ2boot,NaN,ipw,100,4
stabilized,false,ipw,100,4
ψ,3.539664425727553,sipw,100,4
σ2,0.0010128607526601935,sipw,100,4
σ2net,0.0028919567532850903,sipw,100,4
σ2boot,NaN,sipw,100,4
stabilized,true,sipw,100,4
ψ,3.5966677016993858,onestep,100,4
σ2,0.001249303521736827,onestep,100,4
σ2net,0.0033663990385743203,onestep,100,4
σ2boot,NaN,onestep,100,4
ψ,3.5929902858716902,tmle,100,4
σ2,0.0012494391286990605,tmle,100,4
σ2net,0.0035090929188009157,tmle,100,4
σ2boot,NaN,tmle,100,4
ψ,3.5549004243651607,plugin_iid,100,4
σ2boot,NaN,plugin_iid,100,4
ψ,3.539664472618376,ipw_iid,100,4
σ2,0.001012865272899827,ipw_iid,100,4
σ2net,0.001012865272899827,ipw_iid,100,4
σ2boot,NaN,ipw_iid,100,4
stabilized,false,ipw_iid,100,4
ψ,3.5396644330210476,sipw_iid,100,4
σ2,0.001012860475541326,sipw_iid,100,4
σ2net,0.0010128604755413261,sipw_iid,100,4
σ2boot,NaN,sipw_iid,100,4
stabilized,true,sipw_iid,100,4
ψ,3.5549004274741858,onestep_iid,100,4
σ2,0.0010128605050847331,onestep_iid,100,4
σ2net,0.0010128605050847325,onestep_iid,100,4
σ2boot,NaN,onestep_iid,100,4
ψ,3.554900447159836,tmle_iid,100,4
σ2,0.001012860714558644,tmle_iid,100,4
σ2net,0.0010128607145586447,tmle_iid,100,4
σ2boot,NaN,tmle_iid,100,4
ψ,0.1661684959500742,ols,100,4
σ2,0.039037545321980255,ols,100,4
σ2net,0.039037545321980255,ols,100,4
ψ,3.5633257199451616,plugin,100,5
σ2boot,NaN,plugin,100,5
ψ,3.511033951745385,ipw,100,5
σ2,0.0006246310259594162,ipw,100,5
σ2net,0.0010217826804736453,ipw,100,5
σ2boot,NaN,ipw,100,5
stabilized,false,ipw,100,5
ψ,3.511033962252264,sipw,100,5
σ2,0.0006246299774228607,sipw,100,5
σ2net,0.0010217908226368266,sipw,100,5
σ2boot,NaN,sipw,100,5
stabilized,true,sipw,100,5
ψ,3.563325732074654,onestep,100,5
σ2,0.0006687483320349936,onestep,100,5
σ2net,0.0011231582244550357,onestep,100,5
σ2boot,NaN,onestep,100,5
ψ,3.5612555339387906,tmle,100,5
σ2,0.0006687911746656976,tmle,100,5
σ2net,0.0011438383807956666,tmle,100,5
σ2boot,NaN,tmle,100,5
ψ,3.5200074460124284,plugin_iid,100,5
σ2boot,NaN,plugin_iid,100,5
ψ,3.5110339534024866,ipw_iid,100,5
σ2,0.0006246312896002639,ipw_iid,100,5
σ2net,0.0006246312896002637,ipw_iid,100,5
σ2boot,NaN,ipw_iid,100,5
stabilized,false,ipw_iid,100,5
ψ,3.511033970927084,sipw_iid,100,5
σ2,0.0006246299470662008,sipw_iid,100,5
σ2net,0.000624629947066201,sipw_iid,100,5
σ2boot,NaN,sipw_iid,100,5
stabilized,true,sipw_iid,100,5
ψ,3.5200074423280294,onestep_iid,100,5
σ2,0.0006246299850388309,onestep_iid,100,5
σ2net,0.0006246299850388308,onestep_iid,100,5
σ2boot,NaN,onestep_iid,100,5
ψ,3.5200074218908743,tmle_iid,100,5
σ2,0.0006246299034344685,tmle_iid,100,5
σ2net,0.0006246299034344685,tmle_iid,100,5
σ2boot,NaN,tmle_iid,100,5
ψ,0.19530770883325888,ols,100,5
σ2,0.02965262546163179,ols,100,5
σ2net,0.02965262546163179,ols,100,5
ψ,3.521960096891546,plugin,100,6
σ2boot,NaN,plugin,100,6
ψ,3.469562363582702,ipw,100,6
σ2,0.0008031548909505354,ipw,100,6
σ2net,0.0013544525179220665,ipw,100,6
σ2boot,NaN,ipw,100,6
stabilized,false,ipw,100,6
ψ,3.4695623421740147,sipw,100,6
σ2,0.0008031480584799682,sipw,100,6
σ2net,0.0013544194215383786,sipw,100,6
σ2boot,NaN,sipw,100,6
stabilized,true,sipw,100,6
ψ,3.521960087404764,onestep,100,6
σ2,0.00079342154580035,onestep,100,6
σ2net,0.0013233147336946978,onestep,100,6
σ2boot,NaN,onestep,100,6
ψ,3.519285153302319,tmle,100,6
σ2,0.0007934931235009285,tmle,100,6
σ2net,0.0013295294868524963,tmle,100,6
σ2boot,NaN,tmle,100,6
ψ,3.4793638905926176,plugin_iid,100,6
σ2boot,NaN,plugin_iid,100,6
ψ,3.4695622819757705,ipw_iid,100,6
σ2,0.0008031494516466579,ipw_iid,100,6
σ2net,0.0008031494516466576,ipw_iid,100,6
σ2boot,NaN,ipw_iid,100,6
stabilized,false,ipw_iid,100,6
ψ,3.4695623238772213,sipw_iid,100,6
σ2,0.000803148111640241,sipw_iid,100,6
σ2net,0.0008031481116402413,sipw_iid,100,6
σ2boot,NaN,sipw_iid,100,6
stabilized,true,sipw_iid,100,6
ψ,3.479363894406625,onestep_iid,100,6
σ2,0.0008031481743119023,onestep_iid,100,6
σ2net,0.0008031481743119022,onestep_iid,100,6
σ2boot,NaN,onestep_iid,100,6
ψ,3.4793638661197046,tmle_iid,100,6
σ2,0.0008031482615145907,tmle_iid,100,6
σ2net,0.0008031482615145903,tmle_iid,100,6
σ2boot,NaN,tmle_iid,100,6
ψ,-0.08705584184865052,ols,100,6
σ2,0.02040579201370468,ols,100,6
σ2net,0.02040579201370468,ols,100,6
ψ,3.4673135292995,plugin,100,7
σ2boot,NaN,plugin,100,7
ψ,3.422531371433026,ipw,100,7
σ2,0.0006994324307849226,ipw,100,7
σ2net,0.0019563155799977375,ipw,100,7
σ2boot,NaN,ipw,100,7
stabilized,false,ipw,100,7
ψ,3.422531364334266,sipw,100,7
σ2,0.0006994310074441104,sipw,100,7
σ2net,0.001956309490849582,sipw,100,7
σ2boot,NaN,sipw,100,7
stabilized,true,sipw,100,7
ψ,3.4673135256487377,onestep,100,7
σ2,0.0006717751948363889,onestep,100,7
σ2net,0.0017656380527871643,onestep,100,7
σ2boot,NaN,onestep,100,7
ψ,3.466994057794251,tmle,100,7
σ2,0.00067177620048466,tmle,100,7
σ2net,0.0017617800961201538,tmle,100,7
σ2boot,NaN,tmle,100,7
ψ,3.43357126130489,plugin_iid,100,7
σ2boot,NaN,plugin_iid,100,7
ψ,3.4225313753876736,ipw_iid,100,7
σ2,0.0006994325735216356,ipw_iid,100,7
σ2net,0.0006994325735216358,ipw_iid,100,7
σ2boot,NaN,ipw_iid,100,7
stabilized,false,ipw_iid,100,7
ψ,3.422531366755119,sipw_iid,100,7
σ2,0.0006994309970825449,sipw_iid,100,7
σ2net,0.0006994309970825451,sipw_iid,100,7
σ2boot,NaN,sipw_iid,100,7
stabilized,true,sipw_iid,100,7
ψ,3.4335712724925855,onestep_iid,100,7
σ2,0.0006994309717890473,onestep_iid,100,7
σ2net,0.0006994309717890468,onestep_iid,100,7
σ2boot,NaN,onestep_iid,100,7
ψ,3.4335712539748555,tmle_iid,100,7
σ2,0.0006994309244122393,tmle_iid,100,7
σ2net,0.0006994309244122397,tmle_iid,100,7
σ2boot,NaN,tmle_iid,100,7
ψ,-0.22134530085063556,ols,100,7
σ2,0.031869816613742843,ols,100,7
σ2net,0.031869816613742843,ols,100,7
ψ,3.5092777120950878,plugin,100,8
σ2boot,NaN,plugin,100,8
ψ,3.462176836793438,ipw,100,8
σ2,0.0007658121864757639,ipw,100,8
σ2net,0.0021753307844823355,ipw,100,8
σ2boot,NaN,ipw,100,8
stabilized,false,ipw,100,8
ψ,3.4621768384629767,sipw,100,8
σ2,0.0007658119659299856,sipw,100,8
σ2net,0.0021753259088488235,sipw,100,8
σ2boot,NaN,sipw,100,8
stabilized,true,sipw,100,8
ψ,3.509277699394408,onestep,100,8
σ2,0.0007695996614395913,onestep,100,8
σ2net,0.0019240371371915586,onestep,100,8
σ2boot,NaN,onestep,100,8
ψ,3.5048834618409934,tmle,100,8
σ2,0.0007697927053789529,tmle,100,8
σ2net,0.001887315841121821,tmle,100,8
σ2boot,NaN,tmle,100,8
ψ,3.4662232535390602,plugin_iid,100,8
σ2boot,NaN,plugin_iid,100,8
ψ,3.462176813762937,ipw_iid,100,8
σ2,0.000765810592064246,ipw_iid,100,8
σ2net,0.0007658105920642461,ipw_iid,100,8
σ2boot,NaN,ipw_iid,100,8
stabilized,false,ipw_iid,100,8
ψ,3.462176797167436,sipw_iid,100,8
σ2,0.0007658121326728532,sipw_iid,100,8
σ2net,0.0007658121326728528,sipw_iid,100,8
σ2boot,NaN,sipw_iid,100,8
stabilized,true,sipw_iid,100,8
ψ,3.4662232551833436,onestep_iid,100,8
σ2,0.0007658121075663182,onestep_iid,100,8
σ2net,0.0007658121075663182,onestep_iid,100,8
σ2boot,NaN,onestep_iid,100,8
ψ,3.4662232509589064,tmle_iid,100,8
σ2,0.0007658121244549946,tmle_iid,100,8
σ2net,0.0007658121244549949,tmle_iid,100,8
σ2boot,NaN,tmle_iid,100,8
ψ,0.232785841752555,ols,100,8
σ2,0.023064107497087094,ols,100,8
σ2net,0.023064107497087094,ols,100,8
ψ,3.544344661968497,plugin,100,9
σ2boot,NaN,plugin,100,9
ψ,3.4871604627134345,ipw,100,9
σ2,0.0010158212353942938,ipw,100,9
σ2net,0.0022086429790248033,ipw,100,9
σ2boot,NaN,ipw,100,9
stabilized,false,ipw,100,9
ψ,3.4871604604699105,sipw,100,9
σ2,0.0010158204010985176,sipw,100,9
σ2net,0.002208643835768078,sipw,100,9
σ2boot,NaN,sipw,100,9
stabilized,true,sipw,100,9
ψ,3.5443446737713185,onestep,100,9
σ2,0.0010340019134456166,onestep,100,9
σ2net,0.0023713119581940125,onestep,100,9
σ2boot,NaN,onestep,100,9
ψ,3.5430785348181684,tmle,100,9
σ2,0.0010340179001790727,tmle,100,9
σ2net,0.0023819455372189034,tmle,100,9
σ2boot,NaN,tmle,100,9
ψ,3.500877176827292,plugin_iid,100,9
σ2boot,NaN,plugin_iid,100,9
ψ,3.4871604848845754,ipw_iid,100,9
σ2,0.0010158227466009154,ipw_iid,100,9
σ2net,0.0010158227466009158,ipw_iid,100,9
σ2boot,NaN,ipw_iid,100,9
stabilized,false,ipw_iid,100,9
ψ,3.4871605162632666,sipw_iid,100,9
σ2,0.0010158203773701178,sipw_iid,100,9
σ2net,0.001015820377370118,sipw_iid,100,9
σ2boot,NaN,sipw_iid,100,9
stabilized,true,sipw_iid,100,9
ψ,3.5008771858256846,onestep_iid,100,9
σ2,0.001015820339686963,onestep_iid,100,9
σ2net,0.0010158203396869636,onestep_iid,100,9
σ2boot,NaN,onestep_iid,100,9
ψ,3.500877189223424,tmle_iid,100,9
σ2,0.0010158203447756676,tmle_iid,100,9
σ2net,0.0010158203447756676,tmle_iid,100,9
σ2boot,NaN,tmle_iid,100,9
ψ,0.06130914780617673,ols,100,9
σ2,0.023972102862250447,ols,100,9
σ2net,0.023972102862250447,ols,100,9
ψ,3.500590315554622,plugin,100,10
σ2boot,NaN,plugin,100,10
ψ,3.4519294607645543,ipw,100,10
σ2,0.0009346948479781142,ipw,100,10
σ2net,0.0013722975300411075,ipw,100,10
σ2boot,NaN,ipw,100,10
stabilized,false,ipw,100,10
ψ,3.451929462277187,sipw,100,10
σ2,0.0009346938708004311,sipw,100,10
σ2net,0.0013722963879816484,sipw,100,10
σ2boot,NaN,sipw,100,10
stabilized,true,sipw,100,10
ψ,3.5005903000239003,onestep,100,10
σ2,0.000905263601952538,onestep,100,10
σ2net,0.001350370505129366,onestep,100,10
σ2boot,NaN,onestep,100,10
ψ,3.500192587265723,tmle,100,10
σ2,0.0009052652933612018,tmle,100,10
σ2net,0.0013524667813791707,tmle,100,10
σ2boot,NaN,tmle,100,10
ψ,3.4628996382375608,plugin_iid,100,10
σ2boot,NaN,plugin_iid,100,10
ψ,3.451929520024042,ipw_iid,100,10
σ2,0.0009346991712405316,ipw_iid,100,10
σ2net,0.0009346991712405313,ipw_iid,100,10
σ2boot,NaN,ipw_iid,100,10
stabilized,false,ipw_iid,100,10
ψ,3.451929416592831,sipw_iid,100,10
σ2,0.0009346940976957404,sipw_iid,100,10
σ2net,0.0009346940976957404,sipw_iid,100,10
σ2boot,NaN,sipw_iid,100,10
stabilized,true,sipw_iid,100,10
ψ,3.4628996228465767,onestep_iid,100,10
σ2,0.0009346936539391973,onestep_iid,100,10
σ2net,0.0009346936539391976,onestep_iid,100,10
σ2boot,NaN,onestep_iid,100,10
ψ,3.462899634163426,tmle_iid,100,10
σ2,0.0009346938702303578,tmle_iid,100,10
σ2net,0.0009346938702303575,tmle_iid,100,10
σ2boot,NaN,tmle_iid,100,10
ψ,-0.06738038032521555,ols,100,10
σ2,0.02373616943887074,ols,100,10
σ2net,0.02373616943887074,ols,100,10
ψ,3.5582033196807803,plugin,100,11
σ2boot,NaN,plugin,100,11
ψ,3.5077535204141763,ipw,100,11
σ2,0.0006042220323837879,ipw,100,11
σ2net,0.0010897335964741275,ipw,100,11
σ2boot,NaN,ipw,100,11
stabilized,false,ipw,100,11
ψ,3.507753527700819,sipw,100,11
σ2,0.0006042209075484031,sipw,100,11
σ2net,0.0010897213966815956,sipw,100,11
σ2boot,NaN,sipw,100,11
stabilized,true,sipw,100,11
ψ,3.5582033379093194,onestep,100,11
σ2,0.000544272573294615,onestep,100,11
σ2net,0.0011705018130637763,onestep,100,11
σ2boot,NaN,onestep,100,11
ψ,3.5582033241678412,tmle,100,11
σ2,0.0005442725635541777,tmle,100,11
σ2net,0.0011705017710809697,tmle,100,11
σ2boot,NaN,tmle,100,11
ψ,3.515602514903689,plugin_iid,100,11
σ2boot,NaN,plugin_iid,100,11
ψ,3.5077535108093376,ipw_iid,100,11
σ2,0.0006042213692622459,ipw_iid,100,11
σ2net,0.0006042213692622459,ipw_iid,100,11
σ2boot,NaN,ipw_iid,100,11
stabilized,false,ipw_iid,100,11
ψ,3.507753499050884,sipw_iid,100,11
σ2,0.0006042207699436704,sipw_iid,100,11
σ2net,0.0006042207699436704,sipw_iid,100,11
σ2boot,NaN,sipw_iid,100,11
stabilized,true,sipw_iid,100,11
ψ,3.5156025484385363,onestep_iid,100,11
σ2,0.0006042209916159583,onestep_iid,100,11
σ2net,0.0006042209916159583,onestep_iid,100,11
σ2boot,NaN,onestep_iid,100,11
ψ,3.5156025293444806,tmle_iid,100,11
σ2,0.000604221018482544,tmle_iid,100,11
σ2net,0.0006042210184825441,tmle_iid,100,11
σ2boot,NaN,tmle_iid,100,11
ψ,0.02833099410393185,ols,100,11
σ2,0.03230875322617624,ols,100,11
σ2net,0.03230875322617624,ols,100,11
ψ,3.565733028892304,plugin,100,12
σ2boot,NaN,plugin,100,12
ψ,3.515101603780646,ipw,100,12
σ2,0.0008788343971926469,ipw,100,12
σ2net,0.0013448900928110588,ipw,100,12
σ2boot,NaN,ipw,100,12
stabilized,false,ipw,100,12
ψ,3.5151016001326667,sipw,100,12
σ2,0.0008788295955784573,sipw,100,12
σ2net,0.0013448705587275765,sipw,100,12
σ2boot,NaN,sipw,100,12
stabilized,true,sipw,100,12
ψ,3.565733019395712,onestep,100,12
σ2,0.0008727075243521305,onestep,100,12
σ2net,0.0013256920246370984,onestep,100,12
σ2boot,NaN,onestep,100,12
ψ,3.565391101386012,tmle,100,12
σ2,0.0008727087411300787,tmle,100,12
σ2net,0.0013270420729664088,tmle,100,12
σ2boot,NaN,tmle,100,12
ψ,3.5308178841239504,plugin_iid,100,12
σ2boot,NaN,plugin_iid,100,12
ψ,3.5151016165848206,ipw_iid,100,12
σ2,0.0008788351480124167,ipw_iid,100,12
σ2net,0.0008788351480124167,ipw_iid,100,12
σ2boot,NaN,ipw_iid,100,12
stabilized,false,ipw_iid,100,12
ψ,3.5151016263509147,sipw_iid,100,12
σ2,0.0008788291400968868,sipw_iid,100,12
σ2net,0.000878829140096887,sipw_iid,100,12
σ2boot,NaN,sipw_iid,100,12
stabilized,true,sipw_iid,100,12
ψ,3.530817887216052,onestep_iid,100,12
σ2,0.000878829490652816,onestep_iid,100,12
σ2net,0.0008788294906528159,onestep_iid,100,12
σ2boot,NaN,onestep_iid,100,12
ψ,3.5308178834956987,tmle_iid,100,12
σ2,0.0008788296320759687,tmle_iid,100,12
σ2net,0.0008788296320759686,tmle_iid,100,12
σ2boot,NaN,tmle_iid,100,12
ψ,-0.095077920268155,ols,100,12
σ2,0.028938586776380695,ols,100,12
σ2net,0.028938586776380695,ols,100,12
ψ,3.411683450388274,plugin,100,13
σ2boot,NaN,plugin,100,13
ψ,3.361725739304901,ipw,100,13
σ2,0.000917764637555293,ipw,100,13
σ2net,0.002321686935174246,ipw,100,13
σ2boot,NaN,ipw,100,13
stabilized,false,ipw,100,13
ψ,3.361725744787877,sipw,100,13
σ2,0.0009177640513300102,sipw,100,13
σ2net,0.002321678854095409,sipw,100,13
σ2boot,NaN,sipw,100,13
stabilized,true,sipw,100,13
ψ,3.41168344476723,onestep,100,13
σ2,0.0008405316588173468,onestep,100,13
σ2net,0.002129704621310255,onestep,100,13
σ2boot,NaN,onestep,100,13
ψ,3.4116834468859816,tmle,100,13
σ2,0.0008405316159008904,tmle,100,13
σ2net,0.002129704539107289,tmle,100,13
σ2boot,NaN,tmle,100,13
ψ,3.370686021522485,plugin_iid,100,13
σ2boot,NaN,plugin_iid,100,13
ψ,3.361725739152841,ipw_iid,100,13
σ2,0.000917764807064269,ipw_iid,100,13
σ2net,0.0009177648070642693,ipw_iid,100,13
σ2boot,NaN,ipw_iid,100,13
stabilized,false,ipw_iid,100,13
ψ,3.3617257407454866,sipw_iid,100,13
σ2,0.0009177643925326141,sipw_iid,100,13
σ2net,0.0009177643925326142,sipw_iid,100,13
σ2boot,NaN,sipw_iid,100,13
stabilized,true,sipw_iid,100,13
ψ,3.3706860194543267,onestep_iid,100,13
σ2,0.0009177641287949118,onestep_iid,100,13
σ2net,0.000917764128794912,onestep_iid,100,13
σ2boot,NaN,onestep_iid,100,13
ψ,3.370686009440849,tmle_iid,100,13
σ2,0.0009177641800425576,tmle_iid,100,13
σ2net,0.0009177641800425574,tmle_iid,100,13
σ2boot,NaN,tmle_iid,100,13
ψ,0.02664332308764813,ols,100,13
σ2,0.028236175612457733,ols,100,13
σ2net,0.028236175612457733,ols,100,13
ψ,3.5902946478937388,plugin,100,14
σ2boot,NaN,plugin,100,14
ψ,3.5142974163428495,ipw,100,14
σ2,0.0007895246683967582,ipw,100,14
σ2net,0.0019298629224387294,ipw,100,14
σ2boot,NaN,ipw,100,14
stabilized,false,ipw,100,14
ψ,3.5142974149359345,sipw,100,14
σ2,0.0007895249031229834,sipw,100,14
σ2net,0.001929880216848155,sipw,100,14
σ2boot,NaN,sipw,100,14
stabilized,true,sipw,100,14
ψ,3.5902946512714635,onestep,100,14
σ2,0.0008020647367482039,onestep,100,14
σ2net,0.0019074416874938405,onestep,100,14
σ2boot,NaN,onestep,100,14
ψ,3.589582259588395,tmle,100,14
σ2,0.0008020698450332952,tmle,100,14
σ2net,0.0019105133950147167,tmle,100,14
σ2boot,NaN,tmle,100,14
ψ,3.5179953800614663,plugin_iid,100,14
σ2boot,NaN,plugin_iid,100,14
ψ,3.5142974136830265,ipw_iid,100,14
σ2,0.0007895242646428974,ipw_iid,100,14
σ2net,0.0007895242646428974,ipw_iid,100,14
σ2boot,NaN,ipw_iid,100,14
stabilized,false,ipw_iid,100,14
ψ,3.5142974139491914,sipw_iid,100,14
σ2,0.0007895251250149977,sipw_iid,100,14
σ2net,0.0007895251250149979,sipw_iid,100,14
σ2boot,NaN,sipw_iid,100,14
stabilized,true,sipw_iid,100,14
ψ,3.5179953425916057,onestep_iid,100,14
σ2,0.0007895250504246052,onestep_iid,100,14
σ2net,0.0007895250504246053,onestep_iid,100,14
σ2boot,NaN,onestep_iid,100,14
ψ,3.517995364934267,tmle_iid,100,14
σ2,0.0007895252237029274,tmle_iid,100,14
σ2net,0.0007895252237029275,tmle_iid,100,14
σ2boot,NaN,tmle_iid,100,14
ψ,0.16340790408501954,ols,100,14
σ2,0.0469433222790195,ols,100,14
σ2net,0.0469433222790195,ols,100,14
ψ,3.5179116348515067,plugin,100,15
σ2boot,NaN,plugin,100,15
ψ,3.462099417142875,ipw,100,15
σ2,0.001085812073774464,ipw,100,15
σ2net,0.0027403509221449523,ipw,100,15
σ2boot,NaN,ipw,100,15
stabilized,false,ipw,100,15
ψ,3.462099369431517,sipw,100,15
σ2,0.0010858060897619823,sipw,100,15
σ2net,0.002740332236507969,sipw,100,15
σ2boot,NaN,sipw,100,15
stabilized,true,sipw,100,15
ψ,3.5179116421316645,onestep,100,15
σ2,0.0010914638372739194,onestep,100,15
σ2net,0.00280246737891313,onestep,100,15
σ2boot,NaN,onestep,100,15
ψ,3.5173564513553752,tmle,100,15
σ2,0.0010914668188596818,tmle,100,15
σ2net,0.0028078619270517375,tmle,100,15
σ2boot,NaN,tmle,100,15
ψ,3.481356632032243,plugin_iid,100,15
σ2boot,NaN,plugin_iid,100,15
ψ,3.4620993492476755,ipw_iid,100,15
σ2,0.0010858069802200348,ipw_iid,100,15
σ2net,0.0010858069802200348,ipw_iid,100,15
σ2boot,NaN,ipw_iid,100,15
stabilized,false,ipw_iid,100,15
ψ,3.4620994217671974,sipw_iid,100,15
σ2,0.001085806369879187,sipw_iid,100,15
σ2net,0.001085806369879187,sipw_iid,100,15
σ2boot,NaN,sipw_iid,100,15
stabilized,true,sipw_iid,100,15
ψ,3.481356655634612,onestep_iid,100,15
σ2,0.0010858059427829574,onestep_iid,100,15
σ2net,0.0010858059427829574,onestep_iid,100,15
σ2boot,NaN,onestep_iid,100,15
ψ,3.481356670476412,tmle_iid,100,15
σ2,0.0010858058730865178,tmle_iid,100,15
σ2net,0.0010858058730865176,tmle_iid,100,15
σ2boot,NaN,tmle_iid,100,15
ψ,0.30772443249876574,ols,100,15
σ2,0.02188462081376913,ols,100,15
σ2net,0.02188462081376913,ols,100,15
ψ,3.5648644879112665,plugin,100,16
σ2boot,NaN,plugin,100,16
ψ,3.5095899722402435,ipw,100,16
σ2,0.0006010364127425928,ipw,100,16
σ2net,0.0013313080861387376,ipw,100,16
